sid,NOT,AND,Level,edges,PI,PO
195,1770,11056,19,28142,3429,3157
196,1534,10832,19,27840,3429,3157
197,1821,11599,19,29540,3429,3157
198,1371,10522,17,27334,3429,3157
199,1950,11135,19,27768,3429,3157
200,1987,11584,19,28364,3429,3157
201,1457,10540,18,26925,3429,3157
202,1484,10302,16,26506,3429,3157
203,1841,11276,18,28887,3429,3157
204,1807,11014,19,28046,3429,3157
205,1724,10982,19,27798,3429,3157
206,1790,11135,18,28423,3429,3157
207,1799,10711,17,26950,3429,3157
208,1852,11398,19,27880,3429,3157
209,1412,10768,19,27957,3429,3157
210,1636,10456,20,26919,3429,3157
211,1405,10319,18,26428,3429,3157
212,1472,10307,19,26889,3429,3157
213,1841,11171,18,27937,3429,3157
214,1458,10164,19,26735,3429,3157
215,1795,10943,19,27566,3429,3157
216,1423,11037,19,27936,3429,3157
217,1543,10378,19,26694,3429,3157
218,1349,10523,18,27216,3429,3157
219,1798,10968,22,27377,3429,3157
220,1553,10476,17,27075,3429,3157
221,1923,11359,19,28382,3429,3157
222,1679,10769,19,27186,3429,3157
223,1787,10565,22,26648,3429,3157
224,1866,11803,19,29709,3429,3157
225,1461,10190,18,26216,3429,3157
226,1634,10400,19,26547,3429,3157
227,1737,11691,19,29270,3429,3157
228,1705,11053,19,27634,3429,3157
229,1808,10668,19,27320,3429,3157
230,2005,11316,19,28012,3429,3157
231,1171,10219,19,26789,3429,3157
232,1365,10024,18,26077,3429,3157
233,1810,11165,19,28438,3429,3157
234,1781,11191,18,28036,3429,3157
235,1527,10616,19,27218,3429,3157
236,1601,11195,19,28527,3429,3157
237,1875,10712,20,26949,3429,3157
238,1763,11150,18,28356,3429,3157
239,1617,11171,19,28465,3429,3157
240,1727,10856,19,27025,3429,3157
241,2104,11958,19,29193,3429,3157
242,1732,10740,18,27430,3429,3157
243,1954,11249,20,28063,3429,3157
244,1526,10920,19,27795,3429,3157
245,1618,10577,19,27211,3429,3157
246,1756,10993,18,27771,3429,3157
247,1736,11548,18,28747,3429,3157
248,1675,10771,19,27361,3429,3157
249,1760,11765,18,29337,3429,3157
250,1485,10285,18,26383,3429,3157
251,1682,10971,19,27859,3429,3157
252,1596,10609,18,27365,3429,3157
253,1461,10535,19,27269,3429,3157
254,1332,10302,17,26730,3429,3157
255,1514,11246,17,28578,3429,3157
256,1161,9915,19,26160,3429,3157
257,1177,10001,18,25871,3429,3157
258,1401,10243,19,26681,3429,3157
259,1717,10400,20,26793,3429,3157
260,1821,11158,17,27977,3429,3157
261,1526,11194,19,28212,3429,3157
262,1630,10582,18,27374,3429,3157
263,1737,10748,18,27674,3429,3157
264,1661,10846,19,27447,3429,3157
265,1758,10781,17,27210,3429,3157
266,1703,11028,19,27916,3429,3157
267,1568,11141,19,28104,3429,3157
268,1462,10849,19,27563,3429,3157
269,1601,10666,19,27461,3429,3157
270,1325,10639,18,27249,3429,3157
271,1903,11049,20,27787,3429,3157
272,1740,11114,19,28153,3429,3157
273,1824,11125,19,27929,3429,3157
274,1908,11303,20,28849,3429,3157
275,1514,10653,19,27054,3429,3157
276,1849,11274,18,28591,3429,3157
277,1860,10907,19,27352,3429,3157
278,1931,11286,19,27985,3429,3157
279,2096,11804,19,28643,3429,3157
280,1687,10843,18,27459,3429,3157
281,1389,10933,19,27972,3429,3157
282,1601,10790,19,27361,3429,3157
283,2155,11874,19,28705,3429,3157
284,1381,10284,17,26661,3429,3157
285,1712,11325,19,28880,3429,3157
286,1560,10945,19,28389,3429,3157
287,1879,11603,19,28800,3429,3157
288,1318,10356,19,26551,3429,3157
289,1731,10927,18,27575,3429,3157
290,2124,11521,19,28758,3429,3157
291,1760,10939,18,27427,3429,3157
292,1356,10137,18,26793,3429,3157
293,2004,11311,19,28618,3429,3157
294,1686,11002,18,27363,3429,3157
295,1495,10279,19,26591,3429,3157
296,1935,11120,19,27682,3429,3157
297,1851,11386,19,28726,3429,3157
298,1626,10945,19,27676,3429,3157
299,1653,10810,20,27296,3429,3157
300,1242,9872,19,25789,3429,3157
301,1840,11354,19,28573,3429,3157
302,1521,10473,19,26774,3429,3157
303,1995,11292,20,27853,3429,3157
304,1689,10957,19,27828,3429,3157
305,1349,10511,18,27467,3429,3157
306,1767,10907,19,27549,3429,3157
307,1586,10601,17,27362,3429,3157
308,1648,10788,19,27321,3429,3157
309,1529,11140,17,28364,3429,3157
310,1675,10777,19,27785,3429,3157
311,1500,10200,19,26754,3429,3157
312,1535,10652,18,27191,3429,3157
313,1871,11254,19,27893,3429,3157
314,1476,11237,19,28829,3429,3157
315,1919,11619,19,28942,3429,3157
316,1542,10591,19,27121,3429,3157
317,2018,11588,20,28503,3429,3157
318,1542,10888,18,28131,3429,3157
319,1944,11231,19,27905,3429,3157
320,1436,10215,20,26242,3429,3157
321,1481,10731,19,27283,3429,3157
322,1456,11000,19,27863,3429,3157
323,1822,11168,19,27708,3429,3157
324,1677,10440,19,26791,3429,3157
325,1430,10940,19,27670,3429,3157
326,1824,10833,19,27732,3429,3157
327,1511,10917,18,27699,3429,3157
328,1781,11047,19,27739,3429,3157
329,1908,10727,20,26801,3429,3157
330,1543,10468,19,26965,3429,3157
331,1863,10915,19,27978,3429,3157
332,1637,11093,19,28466,3429,3157
333,1823,10458,19,26930,3429,3157
334,1434,10162,18,26763,3429,3157
335,1823,11109,18,27836,3429,3157
336,1467,10326,18,26752,3429,3157
337,1506,10658,18,27501,3429,3157
338,1387,10898,19,27852,3429,3157
339,1430,10350,19,27096,3429,3157
340,1512,10465,16,26962,3429,3157
341,1578,10739,19,27410,3429,3157
342,1475,10569,18,27391,3429,3157
343,1507,10621,18,27629,3429,3157
344,1723,11277,18,28003,3429,3157
345,1456,10217,19,26560,3429,3157
346,1917,11159,19,27793,3429,3157
347,1770,10813,18,27017,3429,3157
348,1798,11400,19,28681,3429,3157
349,2019,11675,18,28888,3429,3157
350,1881,11165,19,27785,3429,3157
351,1959,11788,18,28953,3429,3157
352,1742,11198,21,28440,3429,3157
353,1742,10985,18,27539,3429,3157
354,1982,11653,19,29080,3429,3157
355,1634,10875,18,27584,3429,3157
356,1889,11190,17,27907,3429,3157
357,1997,11024,18,27408,3429,3157
358,1757,10986,18,27738,3429,3157
359,1814,10963,18,27769,3429,3157
360,1511,10810,19,27452,3429,3157
361,2037,12040,19,29324,3429,3157
362,1758,10925,18,27399,3429,3157
363,1651,11253,18,28599,3429,3157
364,1757,11156,19,27799,3429,3157
365,1656,11814,19,29167,3429,3157
366,1719,11194,19,27784,3429,3157
367,2322,12252,19,29643,3429,3157
368,1549,11130,18,28248,3429,3157
369,1864,11268,19,28082,3429,3157
370,1497,10215,19,26512,3429,3157
371,1493,10068,19,25938,3429,3157
372,1681,10833,19,27552,3429,3157
373,1411,10880,19,28348,3429,3157
374,1341,10031,18,26116,3429,3157
375,1578,10412,19,26740,3429,3157
376,1407,10884,19,27673,3429,3157
377,1734,11257,18,27843,3429,3157
378,1887,10966,19,27296,3429,3157
379,1233,9933,19,26035,3429,3157
380,1663,10689,19,26680,3429,3157
381,1569,10634,18,27306,3429,3157
382,1413,10463,19,26511,3429,3157
383,1813,10780,19,26792,3429,3157
384,1641,10987,19,28243,3429,3157
385,1791,10718,20,27115,3429,3157
386,1535,10327,18,26599,3429,3157
387,1813,11183,19,28422,3429,3157
388,1749,10549,19,26688,3429,3157
389,1474,11217,18,28385,3429,3157
390,1353,9823,20,25952,3429,3157
391,1640,11325,17,28296,3429,3157
392,1512,10239,17,26773,3429,3157
393,1415,10023,18,26034,3429,3157
394,1747,11502,19,28421,3429,3157
395,1650,11236,19,28202,3429,3157
396,1715,11145,17,28194,3429,3157
397,1536,10629,18,27250,3429,3157
398,1917,10901,19,26934,3429,3157
399,1581,11269,19,28626,3429,3157
400,1480,10679,18,27424,3429,3157
401,1749,10893,19,27809,3429,3157
402,1710,10927,19,27381,3429,3157
403,1547,10616,19,26915,3429,3157
404,2014,11630,19,28756,3429,3157
405,1275,10373,19,26665,3429,3157
406,1808,11296,19,27926,3429,3157
407,1689,11104,19,27661,3429,3157
408,1475,10543,19,26973,3429,3157
409,2155,12350,19,29852,3429,3157
410,1530,10557,18,27284,3429,3157
411,1482,10198,19,26488,3429,3157
412,1648,10830,18,27439,3429,3157
413,1397,10210,19,26283,3429,3157
414,1606,10262,19,26742,3429,3157
415,1682,10895,18,27303,3429,3157
416,1844,11003,18,27837,3429,3157
417,1526,10576,18,26996,3429,3157
418,1235,9907,18,26064,3429,3157
419,1867,11284,19,28193,3429,3157
420,1889,11414,18,28389,3429,3157
421,1636,10793,19,27496,3429,3157
422,1511,10584,19,27152,3429,3157
423,1977,11033,19,27375,3429,3157
424,1630,10915,19,27784,3429,3157
425,1779,11422,19,29110,3429,3157
426,1811,11563,18,28690,3429,3157
427,1774,10939,20,27837,3429,3157
428,923,10502,20,27019,3429,3157
429,1651,11327,17,28662,3429,3157
430,1514,10666,16,27272,3429,3157
431,1626,10523,19,26705,3429,3157
432,1278,10487,18,26978,3429,3157
433,1651,10650,17,27037,3429,3157
434,1518,10962,19,27903,3429,3157
435,1699,10665,19,26869,3429,3157
436,1683,11130,19,27867,3429,3157
437,1664,11075,19,28228,3429,3157
438,1386,10315,19,26698,3429,3157
439,1162,10685,18,27673,3429,3157
440,1435,10132,19,26549,3429,3157
441,1620,11896,20,30364,3429,3157
442,1705,11128,19,28051,3429,3157
443,1707,10923,18,27452,3429,3157
444,1606,11659,19,29292,3429,3157
445,1662,11192,19,27927,3429,3157
446,1959,11993,19,30331,3429,3157
447,1888,11615,19,28727,3429,3157
448,1907,11247,17,28646,3429,3157
449,1986,11387,19,28390,3429,3157
450,1473,10603,17,27719,3429,3157
451,1757,11602,19,28578,3429,3157
452,1465,10221,18,26710,3429,3157
453,1408,10273,17,26539,3429,3157
454,1862,11337,19,28445,3429,3157
455,1713,10812,17,27857,3429,3157
456,2031,12142,18,29856,3429,3157
457,1592,11046,18,27784,3429,3157
458,1471,10446,19,27078,3429,3157
459,1734,10969,18,27769,3429,3157
460,1757,11389,20,28542,3429,3157
461,1676,10594,18,27248,3429,3157
462,1986,11661,19,28974,3429,3157
463,1697,10486,17,26883,3429,3157
464,1497,10289,18,27326,3429,3157
465,1262,10078,19,26265,3429,3157
466,1804,10822,18,27713,3429,3157
467,1900,11472,18,28631,3429,3157
468,1579,10796,18,27663,3429,3157
469,1822,11088,19,28264,3429,3157
470,1803,10987,19,27890,3429,3157
471,1761,11279,18,28217,3429,3157
472,1352,10082,19,26202,3429,3157
473,1890,11258,18,28031,3429,3157
474,2079,11961,18,29335,3429,3157
475,1839,11244,21,28091,3429,3157
476,1663,10909,19,27769,3429,3157
477,1739,11000,19,28076,3429,3157
478,1557,11234,17,28686,3429,3157
479,1615,10716,20,27097,3429,3157
480,1934,11576,19,28564,3429,3157
481,1610,10495,18,27011,3429,3157
482,1977,10819,18,27234,3429,3157
483,1676,11027,18,28079,3429,3157
484,1727,11421,18,28796,3429,3157
485,1809,11226,19,28002,3429,3157
486,1594,11267,18,28907,3429,3157
487,1790,10574,18,27038,3429,3157
488,2006,12043,19,30454,3429,3157
489,1512,10504,18,27226,3429,3157
490,1550,11154,19,28167,3429,3157
491,1720,10894,18,27659,3429,3157
492,1612,11381,18,28471,3429,3157
493,1622,10941,19,27874,3429,3157
494,1297,10066,19,26230,3429,3157
495,1746,11270,18,28391,3429,3157
496,1417,10588,19,27317,3429,3157
497,1157,9762,19,25850,3429,3157
498,1563,10795,19,28053,3429,3157
499,1510,10262,19,26691,3429,3157
