sid,BUFF,NOT,AND,PI,PO,LP
85,27450,22163,24542,683,529,24
76,26998,22629,24549,683,529,24
426,26815,25286,25786,683,529,25
131,26691,21990,24076,683,529,24
96,27933,22324,24864,683,529,25
289,27938,21749,24579,683,529,27
88,26734,23009,24607,683,529,24
393,27579,21636,24343,683,529,24
436,24346,23019,23418,683,529,24
297,25404,22611,23743,683,529,25
368,25940,22489,23950,683,529,24
0,25019,23296,23893,683,529,24
399,30164,21531,25583,683,529,27
60,32096,22183,26875,683,529,27
451,27520,22605,24798,683,529,27
7,26268,23731,24735,683,529,24
16,29693,21122,25143,683,529,24
158,26069,21898,23719,683,529,25
263,28059,21766,24648,683,529,25
327,27734,22169,24687,683,529,25
135,28440,22885,25398,683,529,25
389,27259,23656,25193,683,529,25
143,25272,22351,23547,683,529,25
304,29198,22239,25454,683,529,25
22,25004,22843,23659,683,529,24
353,28622,22295,25194,683,529,24
359,29614,22537,25811,683,529,25
352,27477,24842,25895,683,529,27
267,25621,23076,24084,683,529,24
383,24621,23238,23665,683,529,25
145,25464,22639,23787,683,529,24
117,27396,22953,24910,683,529,25
371,26681,22414,24283,683,529,24
177,25088,22557,23558,683,529,27
459,27054,22499,24512,683,529,24
470,25576,24653,24850,683,529,25
288,26637,22488,24298,683,529,27
191,24551,23538,23780,683,529,25
469,26212,21971,23827,683,529,24
381,27708,21717,24448,683,529,24
463,26501,23526,24749,683,529,25
25,28683,20988,24571,683,529,24
448,28720,22187,25189,683,529,24
139,22975,24698,23572,683,529,25
487,27708,22275,24727,683,529,24
259,26102,22825,24199,683,529,27
78,28303,23346,25560,683,529,25
58,26754,22369,24297,683,529,25
165,26439,22950,24430,683,529,27
208,26152,22169,23896,683,529,25
278,26045,22636,24076,683,529,24
129,28374,22299,25072,683,529,25
188,25060,22249,23390,683,529,25
356,26819,21976,24133,683,529,24
228,26579,21910,23980,683,529,24
87,28306,21761,24769,683,529,24
443,23847,23452,23385,683,529,25
235,29478,21445,25197,683,529,25
70,28462,22065,24999,683,529,24
315,28461,22086,25009,683,529,25
311,25148,23093,23856,683,529,26
120,28486,21081,24519,683,529,24
396,26334,23007,24406,683,529,25
220,26340,23979,24895,683,529,25
282,26647,22428,24273,683,529,25
47,25326,23093,23945,683,529,27
74,28441,21360,24636,683,529,24
341,29609,21486,25283,683,529,25
417,24469,22454,23197,683,529,25
374,26848,22411,24365,683,529,27
86,27284,21821,24288,683,529,25
400,27556,23027,25027,683,529,25
362,25534,23695,24350,683,529,24
287,24756,22861,23544,683,529,24
285,25173,22774,23709,683,529,27
303,25657,25752,25440,683,529,27
253,28051,22668,25095,683,529,25
141,26474,22375,24160,683,529,25
444,25761,21940,23586,683,529,25
155,28898,21877,25123,683,529,25
31,28197,21790,24729,683,529,25
65,29574,21315,25180,683,529,25
173,27747,21460,24339,683,529,25
398,27666,23111,25124,683,529,24
475,25036,25653,25080,683,529,27
236,25663,22928,24031,683,529,24
97,24024,22821,23158,683,529,25
122,30568,21127,25583,683,529,25
26,28695,21498,24832,683,529,25
214,27473,23278,25111,683,529,24
332,26302,22341,24057,683,529,25
295,28332,21573,24688,683,529,25
346,25336,22843,23825,683,529,27
442,29051,22116,25319,683,529,25
280,28896,22155,25261,683,529,24
251,28041,22086,24799,683,529,24
446,28618,22895,25492,683,529,25
252,25694,22341,23753,683,529,24
34,27343,22130,24472,683,529,24
63,26152,22957,24290,683,529,24
247,27339,22348,24579,683,529,25
91,26631,22324,24213,683,529,25
326,26973,22190,24317,683,529,24
453,28310,22871,25326,683,529,24
458,27363,23038,24936,683,529,26
478,26832,22129,24216,683,529,24
239,24783,22982,23618,683,529,24
181,27229,22028,24364,683,529,27
382,30171,21070,25356,683,529,25
301,28131,21822,24712,683,529,27
300,25566,22415,23726,683,529,24
138,24041,23776,23644,683,529,25
433,22418,23973,22931,683,529,25
162,29202,22437,25555,683,529,27
273,25799,23126,24198,683,529,25
408,25662,22723,23928,683,529,27
456,26134,22741,24173,683,529,25
388,28760,21875,25053,683,529,25
80,25751,21908,23565,683,529,25
276,28919,21962,25176,683,529,25
348,27384,21481,24168,683,529,24
111,25909,23102,24241,683,529,27
293,29202,21707,25190,683,529,24
404,25702,22733,23953,683,529,25
146,27800,22769,25020,683,529,25
264,28400,21857,24864,683,529,25
150,26345,22818,24317,683,529,24
496,24868,22303,23321,683,529,25
424,25081,26078,25315,683,529,27
392,26610,24175,25128,683,529,25
292,28696,20909,24538,683,529,24
190,27536,21575,24291,683,529,24
42,27400,21795,24333,683,529,24
41,25502,21773,23373,683,529,25
57,27159,21370,24000,683,529,24
98,27773,22598,24921,683,529,24
218,25847,23268,24293,683,529,25
99,30572,21205,25624,683,529,27
189,26808,22469,24374,683,529,24
166,29689,20842,25001,683,529,24
175,25387,22398,23628,683,529,25
211,26368,22449,24144,683,529,25
335,26939,22730,24570,683,529,24
421,27623,22738,24916,683,529,27
351,27492,21985,24474,683,529,25
290,26532,22945,24474,683,529,27
119,29321,21464,25128,683,529,25
427,24679,22612,23381,683,529,25
221,24802,23059,23666,683,529,24
495,28232,22201,24952,683,529,24
182,24814,22493,23389,683,529,25
44,27414,23003,24944,683,529,24
110,28704,22095,25135,683,529,25
100,26205,22464,24070,683,529,25
314,28065,22496,25016,683,529,25
429,25959,22544,23987,683,529,24
232,27207,21448,24063,683,529,24
84,23000,25525,23998,683,529,27
409,24696,22763,23465,683,529,24
24,27008,22313,24396,683,529,24
344,27925,22346,24871,683,529,24
369,25837,22742,24025,683,529,27
126,23734,24271,23738,683,529,27
226,25498,22131,23550,683,529,25
115,27467,21788,24363,683,529,25
361,25603,21998,23536,683,529,24
323,26342,22147,23980,683,529,24
219,29289,21352,25056,683,529,24
195,27555,22370,24698,683,529,24
140,26326,22483,24140,683,529,24
71,27135,23650,25128,683,529,24
420,26667,22508,24323,683,529,27
169,24579,23320,23685,683,529,24
40,26300,22335,24053,683,529,25
435,23727,22900,23049,683,529,25
11,27910,22069,24725,683,529,24
342,23936,24113,23760,683,529,25
248,27466,22891,24914,683,529,25
306,28742,22397,25305,683,529,27
334,26631,22272,24187,683,529,25
466,26198,22183,23926,683,529,25
193,26874,22493,24419,683,529,25
449,25499,23132,24051,683,529,25
28,27626,22131,24614,683,529,25
294,28442,22911,25412,683,529,27
163,24057,22642,23085,683,529,24
307,25900,24793,25082,683,529,25
168,26149,22592,24106,683,529,25
10,29109,22922,25751,683,529,27
132,29118,22175,25382,683,529,24
476,25701,22968,24070,683,529,27
460,27488,22117,24538,683,529,24
149,24538,22951,23480,683,529,25
183,28345,21234,24525,683,529,25
174,28223,22022,24858,683,529,25
320,26635,22152,24129,683,529,25
366,24959,22636,23533,683,529,25
268,29241,22174,25443,683,529,27
340,24137,23626,23617,683,529,24
4,25363,23910,24372,683,529,25
339,25192,22625,23644,683,529,25
401,29155,21846,25236,683,529,25
245,27778,22821,25035,683,529,25
234,25634,22823,23964,683,529,25
68,24655,23258,23692,683,529,25
380,25585,24904,24980,683,529,27
187,28832,21615,24959,683,529,27
274,25599,21868,23469,683,529,25
394,29476,21985,25466,683,529,27
486,26643,22462,24288,683,529,25
364,26849,22224,24272,683,529,24
23,26421,22592,24242,683,529,25
354,28043,22478,24996,683,529,24
256,29280,21577,25164,683,529,25
373,28143,21762,24688,683,529,24
50,25712,22657,23920,683,529,25
249,28374,22705,25275,683,529,25
255,25933,22340,23872,683,529,25
484,28176,22103,24875,683,529,27
302,28993,21966,25215,683,529,25
30,25121,22212,23402,683,529,25
275,27826,21691,24494,683,529,25
310,24969,23150,23795,683,529,26
15,24703,22654,23414,683,529,25
416,25842,22833,24073,683,529,24
1,29624,21085,25090,683,529,24
32,25563,22590,23812,683,529,24
