sid,BUFF,NOT,AND,PI,PO,LP
367,9283,10159,9240,1187,962,34
176,9565,10575,9589,1187,962,35
109,8940,10518,9248,1187,962,35
246,8671,10531,9120,1187,962,36
69,8293,10209,8770,1187,962,35
133,9733,10895,9833,1187,962,35
329,9333,10837,9604,1187,962,35
216,9080,10150,9134,1187,962,36
105,8609,10933,9290,1187,962,35
279,9856,10906,9900,1187,962,35
210,9511,10875,9712,1187,962,35
497,9158,9870,9033,1187,962,36
240,8924,11126,9544,1187,962,36
37,9436,10220,9347,1187,962,36
192,8656,11156,9425,1187,962,35
308,8344,10550,8966,1187,962,35
258,9212,10198,9224,1187,962,34
257,9342,10504,9442,1187,962,35
233,9543,10639,9610,1187,962,35
223,9257,9787,9041,1187,962,36
395,9425,10219,9341,1187,962,35
114,8576,10858,9236,1187,962,35
266,8747,11027,9406,1187,962,35
118,8949,9619,8803,1187,962,35
20,9411,10539,9494,1187,962,36
51,9823,10613,9737,1187,962,36
102,8348,10748,9067,1187,962,35
432,9244,10266,9274,1187,962,35
386,8257,10747,9021,1187,962,35
250,8254,10730,9011,1187,962,35
337,8878,10592,9254,1187,962,36
92,8859,10779,9338,1187,962,35
12,8437,10429,8952,1187,962,35
225,9147,10221,9203,1187,962,35
490,9565,10471,9537,1187,962,35
2,9026,10034,9049,1187,962,35
66,8733,10209,8990,1187,962,35
27,9471,11789,10149,1187,962,35
377,9269,10049,9178,1187,962,35
479,9391,10035,9232,1187,962,36
254,9052,10964,9527,1187,962,35
318,8318,10636,8996,1187,962,35
185,9056,10646,9370,1187,962,36
489,9155,10191,9192,1187,962,35
321,9289,10211,9269,1187,962,35
269,8719,11063,9410,1187,962,35
18,8941,10413,9196,1187,962,36
73,9423,11363,9912,1187,962,35
238,9261,10109,9204,1187,962,36
178,9349,10383,9385,1187,962,35
488,9533,10343,9457,1187,962,36
142,9087,10877,9501,1187,962,34
48,9129,10755,9461,1187,962,35
357,8761,11019,9409,1187,962,36
363,9178,10160,9188,1187,962,33
8,9542,10282,9431,1187,962,35
108,9746,10598,9691,1187,962,35
202,9387,11177,9801,1187,962,35
125,9043,10123,9102,1187,962,35
283,9402,10154,9297,1187,962,35
39,8529,10933,9250,1187,962,34
333,8086,10752,8938,1187,962,36
281,10101,11267,10203,1187,962,35
171,9687,10847,9786,1187,962,35
89,9399,10293,9365,1187,962,35
123,9025,9991,9027,1187,962,35
423,9329,10297,9332,1187,962,35
46,9389,10405,9416,1187,962,34
53,9445,10641,9562,1187,962,35
151,9149,10241,9214,1187,962,35
82,8875,10333,9123,1187,962,35
296,8533,10557,9064,1187,962,36
425,9550,10624,9606,1187,962,35
3,9189,10099,9163,1187,962,35
271,9739,10937,9857,1187,962,35
350,9195,9909,9071,1187,962,35
457,8995,10019,9026,1187,962,35
418,8496,10626,9080,1187,962,36
330,8788,10460,9143,1187,962,35
161,9366,10748,9576,1187,962,35
203,9184,10100,9161,1187,962,35
440,8975,11055,9534,1187,962,35
376,9345,10401,9392,1187,962,35
204,9356,10160,9277,1187,962,35
229,8828,10678,9272,1187,962,35
455,8987,9527,8776,1187,962,35
493,9310,10388,9368,1187,962,36
403,8585,11081,9352,1187,962,36
83,8558,11100,9348,1187,962,35
445,9346,10506,9445,1187,962,35
422,8996,10862,9448,1187,962,35
207,8556,10608,9101,1187,962,35
494,8689,11063,9395,1187,962,35
231,9294,10182,9257,1187,962,35
473,8350,10790,9089,1187,962,36
391,8822,10874,9367,1187,962,35
148,9368,11602,10004,1187,962,36
75,8731,11241,9505,1187,962,36
198,10060,11092,10095,1187,962,36
450,8823,11041,9451,1187,962,35
265,9374,10606,9509,1187,962,35
261,10282,11226,10273,1187,962,35
319,8416,10528,8991,1187,962,34
317,9325,10443,9403,1187,962,35
21,8419,10997,9227,1187,962,35
85,8416,11136,9295,1187,962,35
76,9093,9685,8908,1187,962,35
426,9077,10675,9395,1187,962,35
131,9174,10068,9140,1187,962,34
96,9264,10032,9167,1187,962,36
289,9158,10030,9113,1187,962,36
88,8741,10993,9386,1187,962,35
393,8866,11038,9471,1187,962,33
436,8791,10581,9205,1187,962,36
297,9013,10039,9045,1187,962,35
368,9015,9929,8991,1187,962,35
0,8368,10654,9030,1187,962,35
399,8821,10595,9227,1187,962,35
60,9145,11285,9734,1187,962,35
451,9435,10475,9474,1187,962,35
7,8493,10623,9077,1187,962,36
16,10035,11065,10069,1187,962,35
158,9787,10531,9678,1187,962,35
263,9116,9918,9036,1187,962,35
327,9745,11201,9992,1187,962,36
135,8516,10740,9147,1187,962,35
389,8671,10419,9064,1187,962,35
143,9402,10022,9231,1187,962,35
304,8831,11213,9541,1187,962,35
22,8899,9905,8921,1187,962,35
353,9175,10907,9560,1187,962,35
359,9620,10688,9673,1187,962,35
352,9409,11983,10215,1187,962,35
267,9026,9982,9023,1187,962,35
383,8433,10789,9130,1187,962,36
145,8274,10598,8955,1187,962,36
117,8548,10958,9272,1187,962,34
371,8447,10819,9152,1187,962,35
177,9159,10203,9200,1187,962,35
459,9424,10314,9388,1187,962,35
470,8841,11207,9543,1187,962,35
288,9598,10412,9524,1187,962,36
191,8480,10426,8972,1187,962,35
469,10014,10936,9994,1187,962,35
381,9110,9856,9002,1187,962,36
463,8267,10583,8944,1187,962,35
25,9760,10512,9655,1187,962,35
448,8393,10579,9005,1187,962,35
139,9298,10640,9488,1187,962,36
487,9121,10823,9491,1187,962,35
259,8497,10513,9024,1187,962,36
78,8714,11028,9390,1187,962,35
58,9233,10171,9221,1187,962,35
165,8772,10334,9072,1187,962,35
208,8496,10744,9139,1187,962,36
278,8413,10497,8974,1187,962,36
129,9344,10416,9399,1187,962,35
188,9267,10151,9228,1187,962,34
356,9094,9622,8877,1187,962,35
228,8957,10743,9369,1187,962,35
87,8986,10648,9336,1187,962,35
443,8597,10721,9178,1187,962,35
235,8778,9934,8875,1187,962,35
70,9896,10578,9756,1187,962,35
315,9067,10137,9121,1187,962,35
311,8381,10599,9009,1187,962,35
120,9784,10828,9825,1187,962,34
396,8629,10723,9195,1187,962,34
220,8813,10707,9279,1187,962,35
282,9359,10055,9226,1187,962,36
47,8505,10523,9033,1187,962,35
74,9452,10556,9523,1187,962,35
341,9919,10837,9897,1187,962,35
417,9310,10034,9191,1187,962,35
374,9342,11574,9977,1187,962,36
86,8967,9927,8966,1187,962,35
400,8735,10491,9132,1187,962,36
362,8468,10690,9098,1187,962,36
287,8789,10617,9222,1187,962,35
285,9049,9849,8968,1187,962,36
303,9190,10572,9400,1187,962,35
253,9264,10024,9163,1187,962,35
141,8438,10644,9060,1187,962,35
444,9252,10258,9274,1187,962,35
155,8270,10288,8798,1187,962,35
31,9235,10153,9213,1187,962,36
65,11018,11716,10886,1187,962,35
173,9751,10697,9743,1187,962,36
398,8601,10655,9147,1187,962,35
475,8470,10836,9172,1187,962,36
236,8725,10195,8979,1187,962,36
97,8169,10539,8873,1187,962,36
122,9634,10214,9443,1187,962,35
26,9694,11694,10213,1187,962,35
214,8468,10580,9043,1187,962,34
332,9124,9934,9048,1187,962,34
295,9681,10799,9759,1187,962,35
346,8986,9924,8974,1187,962,35
442,8979,11245,9631,1187,962,35
280,9432,11596,10033,1187,962,35
251,9335,10031,9202,1187,962,35
446,9021,11103,9581,1187,962,35
252,8858,10892,9394,1187,962,34
34,9047,9757,8921,1187,962,35
63,8441,10719,9099,1187,962,35
247,9614,10460,9556,1187,962,35
91,8523,10837,9199,1187,962,35
326,9296,10220,9277,1187,962,35
453,9144,10132,9157,1187,962,36
458,8929,10467,9217,1187,962,35
478,8605,10195,8919,1187,962,35
239,8933,10017,8994,1187,962,35
181,9114,9962,9057,1187,962,35
382,9166,9796,9000,1187,962,35
301,9217,10113,9184,1187,962,35
300,8974,9770,8891,1187,962,34
138,8716,10810,9282,1187,962,35
433,8713,10815,9283,1187,962,36
162,9489,10293,9410,1187,962,35
273,9084,9924,9023,1187,962,34
408,8714,10466,9109,1187,962,36
456,8802,10366,9103,1187,962,36
388,8862,11192,9546,1187,962,35
80,9545,10479,9531,1187,962,34
276,8964,10152,9077,1187,962,35
348,9276,10510,9412,1187,962,35
111,8423,10517,8989,1187,962,35
293,9262,10166,9233,1187,962,36
404,8715,10387,9070,1187,962,35
146,9227,9999,9132,1187,962,35
264,9157,10129,9162,1187,962,35
150,8444,10680,9081,1187,962,35
496,9148,10274,9230,1187,962,36
424,9358,10804,9600,1187,962,35
392,8597,10911,9273,1187,962,35
292,9591,10281,9455,1187,962,35
190,8767,10817,9311,1187,962,35
42,9450,10286,9387,1187,962,35
41,9077,9981,9048,1187,962,36
57,9729,10785,9776,1187,962,35
98,9334,10082,9227,1187,962,35
218,8752,10280,9035,1187,962,35
99,9270,10346,9327,1187,962,35
189,9293,10361,9346,1187,962,35
166,10798,11214,10525,1187,962,35
175,9467,10285,9395,1187,962,36
211,9148,10044,9115,1187,962,35
335,9303,10909,9625,1187,962,34
421,9373,10203,9307,1187,962,34
351,9086,9928,9026,1187,962,35
290,8593,10471,9051,1187,962,35
119,8611,11141,9395,1187,962,35
427,8350,10832,9110,1187,962,36
221,8978,9868,8942,1187,962,36
495,8561,10549,9074,1187,962,35
182,9477,10591,9553,1187,962,36
44,8477,10581,9048,1187,962,35
110,9372,11700,10055,1187,962,35
100,9160,10024,9111,1187,962,35
314,8856,10670,9282,1187,962,35
429,9166,9816,9010,1187,962,35
232,8592,10980,9305,1187,962,35
84,8666,11030,9367,1187,962,35
409,9138,9798,8987,1187,962,36
24,8984,9984,9003,1187,962,35
344,9386,10412,9418,1187,962,36
369,8740,10194,8986,1187,962,36
126,9680,11258,9988,1187,962,35
226,8559,10933,9265,1187,962,35
115,9821,10875,9867,1187,962,36
361,9273,9925,9118,1187,962,35
323,8608,10594,9120,1187,962,36
219,9933,10611,9791,1187,962,35
195,9231,10099,9184,1187,962,35
140,8584,10686,9154,1187,962,35
71,8911,10829,9389,1187,962,35
420,9745,10435,9609,1187,962,35
169,8710,10460,9104,1187,962,35
40,8887,10653,9289,1187,962,35
435,9155,10117,9155,1187,962,36
11,8932,11142,9556,1187,962,35
342,9236,10724,9499,1187,962,35
248,8401,10653,9046,1187,962,35
306,9041,9881,8980,1187,962,35
334,8488,10884,9205,1187,962,35
466,9168,10084,9145,1187,962,35
193,9336,10900,9637,1187,962,36
449,8826,11066,9465,1187,962,35
28,9504,10428,9485,1187,962,36
294,8504,10700,9121,1187,962,35
163,9255,10203,9248,1187,962,36
307,8720,10732,9245,1187,962,35
168,9082,10098,9109,1187,962,35
10,9362,10244,9322,1187,962,34
132,9694,10712,9722,1187,962,35
476,9270,10052,9180,1187,962,34
460,9069,10851,9479,1187,962,35
149,9377,10017,9216,1187,962,35
183,9683,10349,9535,1187,962,35
174,9124,11174,9668,1187,962,35
320,8423,10259,8860,1187,962,36
366,9032,9766,8918,1187,962,36
268,9746,10690,9737,1187,962,35
340,8799,10343,9090,1187,962,36
4,8582,10804,9212,1187,962,36
339,8393,10631,9031,1187,962,35
401,9884,10908,9915,1187,962,35
245,8624,10890,9276,1187,962,35
234,9104,9850,8996,1187,962,35
68,9368,9916,9161,1187,962,36
380,9047,10527,9306,1187,962,35
187,9033,9865,8968,1187,962,35
274,9259,9747,9022,1187,962,35
394,8636,10854,9264,1187,962,35
486,9010,10684,9366,1187,962,35
364,9013,9821,8936,1187,962,35
23,9221,10063,9161,1187,962,35
354,9290,10180,9254,1187,962,35
256,9896,11110,10022,1187,962,35
373,9246,10318,9301,1187,962,35
50,8395,10667,9050,1187,962,35
249,8901,10979,9459,1187,962,34
255,9173,10123,9167,1187,962,36
484,9286,10158,9241,1187,962,35
302,8972,9698,8854,1187,962,35
30,9253,10037,9164,1187,962,36
275,9016,9870,8962,1187,962,36
310,8708,10598,9172,1187,962,34
15,8764,11234,9518,1187,962,36
416,8823,10985,9423,1187,962,35
1,9629,10465,9566,1187,962,33
32,8333,10517,8944,1187,962,35
