sid,NOT,AND,Level,edges,PI,PO
103,2701,19069,3011,46904,128,64
104,3721,24941,2998,59182,128,64
105,2733,20202,2983,48877,128,64
106,2689,20028,2982,48711,128,64
107,2590,20740,2941,50982,128,64
108,2941,19750,2999,48490,128,64
109,3347,23173,2974,54932,128,64
110,3413,23087,2971,54589,128,64
111,2668,18973,3009,46750,128,64
112,2507,19549,2978,47997,128,64
113,2821,20279,2979,49231,128,64
114,2647,19077,3008,47045,128,64
115,2707,20159,2980,49012,128,64
116,2885,20991,2957,51470,128,64
117,3686,25011,3006,59217,128,64
118,2884,19697,2960,48476,128,64
119,3541,23257,2972,54964,128,64
120,2874,21375,3012,51930,128,64
121,2710,18957,2981,46705,128,64
122,2864,21463,3013,52100,128,64
123,3046,23753,2982,56783,128,64
124,2815,20661,3018,49732,128,64
125,2992,22382,2957,54347,128,64
126,2783,20704,2985,50498,128,64
127,2739,21168,2981,50917,128,64
128,2767,21150,2961,51517,128,64
129,2851,22357,2966,53164,128,64
130,2704,20106,2981,48883,128,64
131,2914,21966,2953,52447,128,64
132,2887,21180,2959,51958,128,64
133,2869,22402,3009,53362,128,64
134,2907,21430,2964,52364,128,64
135,2741,20509,2982,49360,128,64
136,4169,23797,2955,57178,128,64
137,3120,22213,2985,54336,128,64
138,2698,18758,2959,46226,128,64
139,2673,19503,2984,47241,128,64
140,2554,18538,2980,45470,128,64
141,2865,19788,2971,48693,128,64
142,2808,20652,2976,50397,128,64
143,2902,21000,2958,51538,128,64
144,3665,24555,2978,58450,128,64
145,2836,21683,2978,52611,128,64
146,2896,19745,2960,48515,128,64
147,2813,19550,2969,48169,128,64
148,3502,24046,2995,56288,128,64
149,2090,17098,3027,41322,128,64
150,2611,19014,3012,46925,128,64
151,3042,21637,2959,52763,128,64
152,2761,19698,2942,48565,128,64
153,3063,22162,2996,53592,128,64
154,2839,21341,2967,51944,128,64
155,2731,20102,2959,48772,128,64
156,2367,19106,2973,46810,128,64
157,3049,20691,2985,51055,128,64
158,3470,23535,3006,55088,128,64
159,3578,24001,2985,56513,128,64
160,2847,20639,3021,50445,128,64
161,2871,22586,2980,53749,128,64
162,2871,21376,2970,52267,128,64
163,3904,24312,2976,57657,128,64
164,2940,19904,2968,48892,128,64
165,2675,19073,3011,47015,128,64
166,3448,23807,2990,56369,128,64
167,3936,22288,2964,52595,128,64
168,2738,20971,3007,50619,128,64
169,3860,22115,2952,52314,128,64
170,2762,20136,3027,49168,128,64
171,2885,20780,2979,50682,128,64
172,2780,20737,2982,50679,128,64
173,2788,21058,2936,50510,128,64
174,3364,21312,2984,50091,128,64
175,2780,20211,2983,49044,128,64
176,3023,21631,2958,52821,128,64
177,3002,22046,2965,53451,128,64
178,2989,23613,3005,56442,128,64
179,2582,18911,3007,46623,128,64
180,3026,21705,3005,52935,128,64
181,2795,21247,2969,51934,128,64
182,2715,20322,2966,49584,128,64
183,2574,19664,3034,47169,128,64
184,2744,20358,2982,49104,128,64
185,2625,18616,2960,45979,128,64
186,2692,20319,2987,49242,128,64
187,2834,20935,2981,50746,128,64
188,2879,20925,2959,51420,128,64
189,2757,20053,2981,49043,128,64
190,2615,20960,2987,50816,128,64
191,3313,21663,2973,51396,128,64
192,2775,20127,2982,49102,128,64
193,2509,17893,2970,43489,128,64
194,2750,20606,3026,49613,128,64
195,2578,18582,2980,45683,128,64
196,2601,19478,2990,47351,128,64
197,2694,20164,2975,48873,128,64
198,2682,21224,2976,51881,128,64
199,3085,20780,2987,51248,128,64
200,2922,23512,2996,56043,128,64
201,2761,20560,2972,50244,128,64
202,2746,20552,2977,50207,128,64
203,2894,20142,2957,49968,128,64
204,2665,19036,3044,46871,128,64
205,3030,22034,3012,53277,128,64
206,4009,22822,2978,53925,128,64
207,2730,20851,3010,50479,128,64
208,2866,21210,2978,51914,128,64
209,2991,23518,3005,56187,128,64
210,4373,24818,2998,59322,128,64
211,2893,22514,2977,53521,128,64
212,2709,20274,2980,49102,128,64
213,3995,22587,2959,53501,128,64
214,2855,19713,2973,48481,128,64
215,2964,21629,2961,52833,128,64
216,2807,20288,3004,49121,128,64
217,2623,18681,2966,46105,128,64
218,2669,19015,3010,46885,128,64
219,3179,22355,2983,54338,128,64
220,2805,20202,2982,49243,128,64
221,2403,21033,2966,50949,128,64
222,2764,20307,2954,49672,128,64
223,2668,19062,2962,46883,128,64
224,2698,20193,2983,49105,128,64
225,2858,20507,2982,49681,128,64
226,3738,23223,2995,55018,128,64
227,2809,22429,2979,53417,128,64
228,3467,23724,2979,56273,128,64
229,3074,22272,2983,54481,128,64
230,2881,19682,2960,48522,128,64
231,2854,20953,2960,51450,128,64
232,2654,20482,3011,49922,128,64
233,2734,20215,2981,49089,128,64
234,2665,18784,2961,46228,128,64
235,2724,20623,3033,50105,128,64
236,4016,22806,2977,54039,128,64
237,2943,19797,3004,48676,128,64
238,2805,20688,2933,49712,128,64
239,2735,20466,2978,50138,128,64
240,2847,20603,2951,50657,128,64
241,2912,19952,2991,48875,128,64
242,2822,20144,2981,48910,128,64
243,3078,20773,2986,51263,128,64
244,3461,23149,2994,54788,128,64
245,3791,24994,3029,59221,128,64
246,2723,19106,3004,47031,128,64
247,2802,20279,3011,49191,128,64
248,2791,20878,2980,50711,128,64
249,2774,20121,3011,48967,128,64
250,2677,19870,2983,48443,128,64
251,2989,21924,2973,53350,128,64
252,3108,22456,2982,54584,128,64
253,4191,23888,2955,56586,128,64
254,2612,19013,3010,46913,128,64
255,2783,20704,2967,49915,128,64
256,3713,24800,3000,58950,128,64
257,2784,21178,2971,51833,128,64
258,2704,20118,2981,48911,128,64
259,2770,19243,3011,47280,128,64
260,2940,21994,2954,52417,128,64
261,3045,22096,3012,53414,128,64
262,2670,19010,3007,46830,128,64
263,2871,21013,2980,50763,128,64
264,2802,20176,2980,49168,128,64
265,3030,22068,2995,53408,128,64
266,2775,20901,2955,51151,128,64
267,2823,19281,3011,47325,128,64
268,3044,22122,2998,53572,128,64
269,3649,24781,2999,58839,128,64
270,3492,23296,2973,55057,128,64
271,3013,21675,2962,52760,128,64
272,2895,19814,2959,48712,128,64
273,2880,21079,2958,51716,128,64
274,3965,23272,2959,55546,128,64
275,2752,20359,3020,49994,128,64
276,2778,20137,2981,49088,128,64
277,2852,19744,2958,48558,128,64
278,2712,21179,2980,51046,128,64
279,2989,21601,2958,52721,128,64
280,2765,20061,2981,48943,128,64
281,2977,21716,3008,52789,128,64
282,2842,19710,3004,48419,128,64
283,2695,19001,3008,46776,128,64
284,2709,20443,2961,49578,128,64
285,4160,23552,2975,56103,128,64
286,3020,21951,2964,53310,128,64
287,2724,19848,2983,48588,128,64
288,2878,19467,2973,47651,128,64
289,3014,22387,3001,54443,128,64
290,2568,18591,2981,45632,128,64
291,2600,20291,2973,48580,128,64
292,2764,20139,3027,49171,128,64
293,2861,21019,2957,51618,128,64
294,2900,21446,2960,52436,128,64
295,2797,21009,2997,51433,128,64
296,2807,20839,2976,51531,128,64
297,2729,20658,2979,50261,128,64
298,3282,22298,2988,52465,128,64
299,2851,20371,2984,49393,128,64
300,2701,19039,3008,46856,128,64
301,3008,22131,3011,53547,128,64
302,2865,20991,2959,51539,128,64
303,3048,20687,2985,51050,128,64
304,2742,20512,2977,50201,128,64
305,3727,25255,3031,59672,128,64
306,2885,20199,2958,50116,128,64
307,2736,20507,2977,50085,128,64
308,2701,20423,2988,49684,128,64
309,2937,21018,2958,51529,128,64
310,2843,20159,2983,49158,128,64
311,2735,20466,2978,50138,128,64
312,3308,23205,3006,54243,128,64
313,2855,20777,2935,49955,128,64
314,2788,20215,2981,49133,128,64
315,2807,20357,2981,49454,128,64
316,2633,18938,3008,46629,128,64
317,3013,21893,2964,53147,128,64
318,4256,23825,2995,56104,128,64
319,2781,20718,2984,50518,128,64
320,2649,20383,3004,49477,128,64
321,3007,21918,3009,53569,128,64
322,3071,22249,2995,54377,128,64
323,2721,19472,2974,47271,128,64
324,2808,20461,2982,49304,128,64
325,2751,19981,2999,48719,128,64
326,2790,20115,2983,48787,128,64
327,2495,20250,3014,49023,128,64
328,2937,21679,2981,52521,128,64
329,3093,20711,2985,51075,128,64
330,2717,19868,2973,48428,128,64
331,3084,20787,2986,51273,128,64
332,2805,20548,2962,50362,128,64
333,2849,19646,2963,48362,128,64
334,2795,20989,2981,50658,128,64
335,2766,20266,2959,49405,128,64
336,2740,20512,2982,49387,128,64
337,2688,19076,3010,46982,128,64
338,2772,21182,2969,51865,128,64
339,3073,22313,2993,54471,128,64
340,2638,18988,2999,46053,128,64
341,2858,22224,2970,53009,128,64
342,2717,20460,2978,50032,128,64
343,2804,21307,2967,52068,128,64
344,2737,20131,2983,48982,128,64
345,2674,19944,2984,48798,128,64
346,2797,20234,2981,49337,128,64
347,2769,20194,2981,49090,128,64
348,2998,21759,2961,52873,128,64
349,2669,19046,3033,46855,128,64
350,2782,21210,3024,50965,128,64
351,2895,22610,2977,53778,128,64
352,4372,24818,2998,59324,128,64
353,2769,20068,2983,48959,128,64
354,2862,20651,3032,49847,128,64
355,2882,20678,3016,49652,128,64
356,3463,22782,2953,53855,128,64
357,2784,20406,2983,49333,128,64
358,2728,20473,2983,49361,128,64
359,2995,21596,2960,52707,128,64
360,2460,19239,2983,46547,128,64
361,2839,20548,2983,49610,128,64
362,2654,19070,3007,47037,128,64
363,2824,20275,2979,49219,128,64
364,2845,20457,2981,49544,128,64
365,2687,19538,3002,47816,128,64
366,2899,20900,2981,50942,128,64
367,2839,21452,2967,52169,128,64
368,2882,21060,2959,51720,128,64
369,3009,19981,2986,48846,128,64
370,2697,19889,2983,48619,128,64
371,2808,21234,2959,51652,128,64
372,2808,20062,2980,48920,128,64
373,3011,21885,3008,53128,128,64
374,3431,20828,2996,48806,128,64
375,3710,24795,2998,58920,128,64
376,2815,20312,2981,49354,128,64
377,2788,20635,2983,50357,128,64
378,2840,20993,3025,50868,128,64
379,2859,19596,3006,48107,128,64
380,3090,20720,2986,51095,128,64
381,2439,19155,2980,46401,128,64
382,3021,21487,2995,52030,128,64
383,3261,22147,2957,52284,128,64
384,2735,21227,2959,51670,128,64
385,3033,21796,2963,52545,128,64
386,3562,22878,2951,54055,128,64
387,4041,22724,3021,53798,128,64
388,3540,23262,2974,55021,128,64
389,2663,19120,3012,47134,128,64
390,2908,19832,2965,48785,128,64
391,2779,20727,2982,50673,128,64
392,2740,20484,2977,50062,128,64
393,2821,22352,2979,53326,128,64
394,2752,20582,2970,50271,128,64
395,2576,19382,2980,46769,128,64
396,3077,22200,2987,54325,128,64
397,2718,20055,2980,49034,128,64
398,2741,20071,2981,49105,128,64
399,2755,20162,3010,49075,128,64
400,3376,23081,2974,54606,128,64
401,2800,20265,2981,49212,128,64
402,2574,18176,2935,44697,128,64
403,3651,21325,2996,49556,128,64
404,2807,20692,2979,50515,128,64
405,2998,21423,2961,52411,128,64
406,2834,22337,2978,53199,128,64
407,3012,21894,2965,53151,128,64
408,4034,22719,3000,53386,128,64
409,2868,22103,3003,53297,128,64
410,2957,23591,3006,56342,128,64
411,2885,20993,2959,51596,128,64
412,2739,20025,2980,48923,128,64
413,4008,22554,2970,53009,128,64
414,2750,19022,2986,46773,128,64
415,3492,23331,2973,55033,128,64
416,2561,18370,2957,45125,128,64
417,2798,20260,2961,50379,128,64
418,3316,20819,2970,48883,128,64
419,2702,18790,2974,46239,128,64
420,2966,22487,2979,53483,128,64
421,2828,21390,3014,52192,128,64
422,3079,22260,2987,54370,128,64
423,2962,21814,2962,53038,128,64
424,3049,20690,2985,51054,128,64
425,2923,20809,2982,50650,128,64
426,2734,20362,2952,49818,128,64
427,2745,19733,2938,47620,128,64
428,2947,19802,3004,48681,128,64
429,2874,19695,2958,48447,128,64
430,2666,18960,3007,46760,128,64
431,3680,24837,3000,58910,128,64
432,3018,21971,3009,53301,128,64
433,2652,19531,2980,47354,128,64
434,2706,20042,2984,48973,128,64
435,2682,20931,2950,50169,128,64
436,2862,21143,2958,51805,128,64
437,2795,21232,2968,51903,128,64
438,2837,19752,2992,48487,128,64
439,2798,20820,2981,50431,128,64
440,2930,21047,2958,51645,128,64
441,2801,20323,3014,49253,128,64
442,2849,21150,2961,51870,128,64
443,2870,19680,2958,48431,128,64
444,2720,20159,2981,49024,128,64
445,2748,20029,2981,48912,128,64
446,2737,20542,2977,50219,128,64
447,2823,21384,2983,52228,128,64
448,2765,20084,2981,49000,128,64
449,2836,19622,2985,48278,128,64
450,3590,22747,3003,53792,128,64
451,2815,20884,2980,50730,128,64
452,3395,23153,2977,54843,128,64
453,4075,22927,2980,54256,128,64
454,3688,24878,2997,59076,128,64
455,2900,21451,2959,52423,128,64
456,2726,18871,2961,46273,128,64
457,2845,20452,2980,49532,128,64
458,3408,23105,2975,54614,128,64
459,2746,20274,2983,49072,128,64
460,3721,24813,2998,58930,128,64
461,2814,21306,2981,51292,128,64
462,2904,22505,2977,53422,128,64
463,2851,19670,2967,48505,128,64
464,4112,23886,2980,57167,128,64
465,3528,23356,3003,55141,128,64
466,2748,19992,2983,48878,128,64
467,2901,19737,3008,48355,128,64
468,2617,18628,2993,45583,128,64
469,2810,21654,2970,52102,128,64
470,2748,20409,2978,49952,128,64
471,2729,20073,2980,48903,128,64
472,2762,20127,2983,49150,128,64
473,3516,23689,2982,55983,128,64
474,2738,19486,2952,47974,128,64
475,2915,19709,2960,48553,128,64
476,3036,22001,3008,53364,128,64
477,2835,20400,2955,49740,128,64
478,2666,18799,2957,46261,128,64
479,3473,23433,2986,55942,128,64
480,3904,23797,3002,56116,128,64
481,2862,20998,2982,50829,128,64
482,3448,23353,2973,55166,128,64
483,2792,20198,3005,49473,128,64
484,2840,20939,2982,50735,128,64
485,3007,21858,2961,53079,128,64
486,2463,17997,3011,43457,128,64
487,2736,20455,2979,49961,128,64
488,3094,21795,2959,53146,128,64
489,2785,20126,2980,49158,128,64
490,2669,19293,2945,47303,128,64
491,3525,23368,2972,55242,128,64
492,2686,20754,2982,51085,128,64
493,2394,19430,2995,46815,128,64
494,2771,20157,3009,49114,128,64
495,2977,21397,2957,52013,128,64
496,2824,21352,2963,52684,128,64
497,2715,20819,2956,50073,128,64
498,2549,18351,2957,45064,128,64
499,3504,23474,2973,55435,128,64
