sid,BUFF,NOT,AND,PI,PO,LP
272,3089,4563,3475,828,702,26
180,3664,4096,3529,828,702,27
13,3097,4605,3500,828,702,26
61,3447,4217,3481,828,702,26
222,3561,4047,3453,828,702,24
430,3456,4222,3488,828,702,27
196,3546,4136,3490,828,702,25
116,3164,4352,3407,828,702,25
157,3575,4261,3567,828,702,26
370,3125,4553,3488,828,702,26
349,3220,4440,3479,828,702,27
134,3461,4151,3455,828,702,28
313,3535,4081,3457,828,702,26
45,3395,4209,3451,828,702,27
365,3487,4079,3432,828,702,26
172,3084,4462,3422,828,702,26
244,3530,4080,3454,828,702,27
309,3583,4263,3572,828,702,27
498,3140,4552,3495,828,702,27
262,3446,4136,3440,828,702,26
212,3112,4592,3501,828,702,27
200,3522,4070,3445,828,702,26
49,3620,4046,3482,828,702,26
95,3611,4017,3463,828,702,28
298,3202,4434,3467,828,702,25
6,3576,4050,3462,828,702,25
431,3214,4610,3561,828,702,27
360,3558,4066,3461,828,702,27
331,3275,4691,3632,828,702,26
59,3241,4409,3474,828,702,27
227,3502,4012,3406,828,702,26
454,3290,4402,3495,828,702,26
9,3387,4249,3467,828,702,26
243,3674,4142,3557,828,702,25
385,3682,4192,3586,828,702,27
170,3632,4032,3481,828,702,26
277,3221,4435,3477,828,702,27
121,3242,4396,3468,828,702,27
480,3496,4126,3460,828,702,25
481,3148,4396,3421,828,702,25
299,3537,4021,3428,828,702,24
291,3087,4521,3453,828,702,26
130,3571,4031,3450,828,702,26
412,3198,4312,3404,828,702,24
485,3694,4100,3546,828,702,28
358,3137,4589,3512,828,702,28
29,3065,4553,3458,828,702,26
136,3600,4114,3506,828,702,27
56,3553,4109,3480,828,702,26
215,3577,4043,3459,828,702,26
52,3103,4553,3477,828,702,27
156,3114,4574,3493,828,702,25
260,3434,4218,3475,828,702,26
411,3087,4461,3423,828,702,26
209,3469,4195,3481,828,702,26
312,3542,4074,3457,828,702,26
286,3546,4216,3530,828,702,26
206,3081,4493,3436,828,702,26
410,3501,4203,3501,828,702,27
405,3423,4127,3424,828,702,28
414,3109,4477,3442,828,702,26
199,3645,4101,3522,828,702,26
367,3609,4007,3457,828,702,26
176,3573,4229,3550,828,702,27
109,3508,4122,3464,828,702,26
246,3222,4416,3468,828,702,25
69,3186,4442,3463,828,702,25
133,3424,4152,3437,828,702,28
329,3748,4210,3628,828,702,26
216,3451,4171,3460,828,702,26
105,3243,4467,3504,828,702,28
279,3687,4143,3564,828,702,26
210,3667,4345,3655,828,702,26
497,3422,4152,3436,828,702,27
240,3224,4434,3478,828,702,27
37,3512,4272,3541,828,702,26
192,3157,4651,3553,828,702,26
308,3084,4616,3499,828,702,27
258,3435,4179,3456,828,702,27
257,3495,4193,3493,828,702,28
233,3500,4230,3514,828,702,26
223,3602,4082,3491,828,702,28
395,3543,4065,3453,828,702,27
114,3094,4572,3482,828,702,27
266,3218,4410,3463,828,702,26
118,3446,4234,3489,828,702,27
20,3465,4247,3505,828,702,27
51,3580,4096,3487,828,702,27
102,3142,4572,3506,828,702,27
432,3465,4141,3452,828,702,27
386,3045,4451,3397,828,702,24
250,3026,4500,3412,828,702,27
337,3461,4229,3494,828,702,26
92,3495,4281,3537,828,702,27
12,3324,4146,3384,828,702,25
225,3407,4191,3448,828,702,27
490,3412,4238,3474,828,702,26
2,3514,4062,3437,828,702,25
66,3337,4185,3410,828,702,26
27,3193,4427,3459,828,702,26
377,3564,4014,3438,828,702,27
479,3557,4069,3462,828,702,26
254,3328,4514,3570,828,702,27
318,3153,4539,3495,828,702,27
185,3511,4259,3534,828,702,27
489,3432,4138,3434,828,702,27
321,3459,4207,3482,828,702,26
269,3074,4552,3462,828,702,25
18,3524,4046,3434,828,702,27
73,3114,4532,3472,828,702,27
238,3417,4173,3444,828,702,27
178,3457,4277,3516,828,702,27
488,3583,4095,3488,828,702,27
142,3505,4265,3534,828,702,26
48,3646,4126,3535,828,702,26
357,3183,4451,3466,828,702,26
363,3430,4146,3437,828,702,25
8,3559,4241,3549,828,702,26
108,3503,4193,3497,828,702,27
202,3135,4491,3462,828,702,26
125,3516,4218,3516,828,702,27
283,3618,4076,3496,828,702,27
39,3084,4590,3486,828,702,25
333,3069,4505,3436,828,702,26
281,3526,4210,3517,828,702,25
171,3559,4093,3475,828,702,26
89,3576,4024,3449,828,702,25
123,3445,4229,3486,828,702,28
423,3639,4081,3509,828,702,27
46,3415,4135,3424,828,702,26
53,3422,4152,3436,828,702,27
151,3386,4224,3454,828,702,25
82,3573,4107,3489,828,702,26
296,3208,4426,3466,828,702,26
425,3451,4151,3450,828,702,27
3,3414,4182,3447,828,702,27
271,3433,4143,3437,828,702,25
350,3448,4248,3497,828,702,26
457,3398,4160,3428,828,702,26
418,3156,4374,3414,828,702,25
330,3524,4016,3419,828,702,25
161,3796,4224,3659,828,702,26
203,3461,4149,3454,828,702,27
440,3207,4613,3559,828,702,27
376,3550,4332,3590,828,702,27
204,3460,4150,3454,828,702,26
229,3232,4418,3474,828,702,26
455,3534,4018,3425,828,702,26
493,3438,4238,3487,828,702,27
403,3089,4537,3462,828,702,27
83,3140,4374,3406,828,702,27
445,3433,4163,3447,828,702,27
422,3245,4339,3441,828,702,24
207,3228,4444,3485,828,702,28
494,3085,4485,3434,828,702,25
231,3500,4168,3483,828,702,28
473,3127,4667,3546,828,702,27
391,3369,4133,3400,828,702,26
148,3188,4598,3542,828,702,27
75,3020,4514,3416,828,702,25
198,3449,4225,3486,828,702,27
450,3100,4604,3501,828,702,26
265,3347,4125,3385,828,702,25
261,3760,4186,3622,828,702,27
319,3183,4361,3421,828,702,24
317,3592,4040,3465,828,702,26
21,3147,4563,3504,828,702,28
85,3112,4540,3475,828,702,25
76,3497,4053,3424,828,702,25
426,3554,4052,3452,828,702,26
131,3453,4205,3478,828,702,27
96,3645,4061,3502,828,702,26
289,3465,4235,3499,828,702,27
88,3222,4392,3456,828,702,27
393,3113,4497,3454,828,702,27
436,3310,4234,3421,828,702,25
297,3424,4152,3437,828,702,26
368,3553,3985,3418,828,702,26
0,3113,4553,3482,828,702,27
399,3186,4560,3522,828,702,26
60,3397,4751,3723,828,702,27
451,3599,4039,3468,828,702,27
7,3282,4462,3521,828,702,27
16,3527,4291,3558,828,702,28
158,3446,4214,3479,828,702,26
263,3458,4176,3466,828,702,26
327,3597,4159,3527,828,702,27
135,3284,4440,3511,828,702,28
389,3538,4276,3556,828,702,27
143,3528,4022,3424,828,702,27
304,3334,4464,3548,828,702,26
22,3437,4237,3486,828,702,26
353,3461,4259,3509,828,702,27
359,3617,4049,3482,828,702,28
352,3180,4606,3542,828,702,26
267,3450,4190,3469,828,702,27
383,3218,4392,3454,828,702,27
145,3104,4518,3460,828,702,27
117,3228,4446,3486,828,702,27
371,3104,4520,3461,828,702,27
177,3548,3984,3415,828,702,25
459,3464,4096,3429,828,702,25
470,3264,4634,3598,828,702,27
288,3625,4047,3485,828,702,28
191,3289,4401,3494,828,702,27
469,3461,4223,3491,828,702,27
381,3555,4083,3468,828,702,27
463,3327,4425,3525,828,702,27
25,3561,4005,3432,828,702,26
448,3065,4543,3453,828,702,26
139,3541,4115,3477,828,702,26
487,3395,4245,3469,828,702,26
259,3116,4554,3484,828,702,28
78,3083,4481,3431,828,702,26
58,3613,4055,3483,828,702,26
165,3414,4252,3482,828,702,27
208,3239,4435,3486,828,702,27
278,3165,4417,3440,828,702,26
129,3489,4185,3486,828,702,27
188,3438,4170,3453,828,702,27
356,3508,4036,3421,828,702,25
228,3403,4297,3499,828,702,27
87,3447,4209,3477,828,702,27
443,3289,4371,3479,828,702,27
235,3461,4203,3481,828,702,26
70,3563,4057,3459,828,702,24
315,3608,4058,3482,828,702,27
311,3124,4522,3472,828,702,25
120,3472,4170,3470,828,702,25
396,3404,4160,3431,828,702,27
220,3483,4277,3529,828,702,25
282,3617,4069,3492,828,702,27
47,3213,4367,3439,828,702,26
74,3460,4180,3469,828,702,27
341,3662,4356,3658,828,702,27
417,3567,4083,3474,828,702,27
374,3092,4586,3488,828,702,26
86,3543,3985,3413,828,702,26
400,3503,4269,3535,828,702,27
362,3246,4454,3499,828,702,27
287,3529,4081,3454,828,702,25
285,3438,4200,3468,828,702,26
303,3656,4158,3556,828,702,27
253,3573,4095,3483,828,702,26
141,3221,4435,3477,828,702,26
444,3589,4025,3456,828,702,27
155,3100,4562,3480,828,702,27
31,3439,4207,3472,828,702,27
65,3626,4054,3489,828,702,27
173,3434,4246,3489,828,702,26
398,3232,4362,3446,828,702,27
475,3177,4651,3563,828,702,27
236,3502,4080,3440,828,702,25
97,3215,4453,3483,828,702,27
122,3577,3989,3432,828,702,26
26,3136,4532,3483,828,702,25
214,3091,4591,3490,828,702,25
332,3600,4056,3477,828,702,27
295,3463,4189,3475,828,702,26
346,3560,3984,3421,828,702,26
442,3176,4548,3511,828,702,26
280,3290,4396,3492,828,702,27
251,3624,4126,3524,828,702,27
446,3117,4519,3467,828,702,26
252,3155,4343,3398,828,702,27
34,3569,4087,3477,828,702,27
63,3199,4391,3444,828,702,25
247,3536,4026,3430,828,702,26
91,3203,4357,3429,828,702,27
326,3429,4163,3445,828,702,27
453,3489,4233,3510,828,702,27
458,3616,4154,3534,828,702,27
478,3540,4090,3464,828,702,27
239,3548,4092,3469,828,702,27
181,3572,4008,3439,828,702,26
382,3579,4067,3472,828,702,28
301,3402,4122,3411,828,702,24
300,3328,4174,3400,828,702,26
138,3110,4502,3455,828,702,27
433,3076,4550,3462,828,702,27
162,3458,4208,3482,828,702,26
273,3523,3983,3402,828,702,27
408,3369,4223,3445,828,702,28
456,3557,4141,3498,828,702,27
388,3133,4531,3481,828,702,27
80,3584,4016,3449,828,702,25
276,3427,4139,3432,828,702,26
348,3438,4134,3435,828,702,28
111,3136,4550,3492,828,702,27
293,3615,4093,3503,828,702,27
404,3526,4108,3466,828,702,26
146,3709,4085,3546,828,702,27
264,3427,4183,3454,828,702,27
150,3279,4439,3508,828,702,27
496,3349,4223,3435,828,702,26
424,3638,4120,3528,828,702,26
392,3159,4539,3498,828,702,27
292,3639,4031,3484,828,702,27
190,3065,4563,3463,828,702,27
42,3456,4152,3453,828,702,24
41,3436,4220,3477,828,702,26
57,3404,4210,3456,828,702,26
98,3500,4194,3496,828,702,27
218,3589,4101,3494,828,702,27
99,3561,4259,3559,828,702,28
189,3425,4173,3448,828,702,25
166,3665,4169,3566,828,702,27
175,3578,4058,3467,828,702,26
211,3542,3986,3413,828,702,27
335,3492,4096,3443,828,702,26
421,3512,4282,3546,828,702,26
351,3551,4013,3431,828,702,26
290,3254,4382,3467,828,702,27
119,3219,4415,3466,828,702,27
427,3022,4564,3442,828,702,28
221,3583,4033,3457,828,702,27
495,3399,4287,3492,828,702,28
182,3436,4214,3474,828,702,26
44,3135,4583,3508,828,702,27
110,3197,4401,3448,828,702,25
100,3481,4239,3509,828,702,27
314,3490,4258,3523,828,702,27
429,3625,4059,3491,828,702,26
232,3064,4558,3460,828,702,27
84,3237,4723,3629,828,702,27
409,3566,4004,3434,828,702,27
24,3405,4155,3429,828,702,26
344,3586,4086,3485,828,702,26
369,3515,4083,3448,828,702,28
126,3573,4073,3472,828,702,27
226,3203,4441,3471,828,702,26
115,3452,4212,3481,828,702,27
361,3589,4039,3463,828,702,25
323,3168,4424,3445,828,702,26
219,3526,4216,3520,828,702,27
195,3546,4068,3456,828,702,27
140,3170,4414,3441,828,702,26
71,3510,4232,3520,828,702,27
420,3590,4036,3462,828,702,27
169,3380,4194,3436,828,702,26
40,3351,4265,3457,828,702,26
435,3396,4212,3453,828,702,25
11,3062,4508,3434,828,702,25
342,3499,4081,3439,828,702,25
248,3083,4507,3444,828,702,26
306,3685,4091,3537,828,702,27
334,3061,4573,3466,828,702,26
466,3553,3967,3409,828,702,27
193,3524,4124,3473,828,702,27
449,3221,4417,3468,828,702,27
28,3499,4075,3436,828,702,26
294,3297,4427,3511,828,702,26
163,3589,4053,3470,828,702,27
307,3071,4491,3430,828,702,25
168,3395,4223,3458,828,702,27
10,3531,4203,3516,828,702,26
132,3513,4173,3492,828,702,26
476,3465,4145,3454,828,702,26
460,3547,4081,3463,828,702,26
149,3600,4040,3469,828,702,27
183,3616,4092,3503,828,702,26
174,3088,4564,3475,828,702,25
320,3211,4451,3480,828,702,26
366,3554,4074,3463,828,702,27
268,3566,4054,3459,828,702,25
340,3531,4057,3443,828,702,26
4,3253,4413,3482,828,702,27
339,3038,4486,3411,828,702,25
401,3662,4080,3520,828,702,27
245,3341,4435,3537,828,702,26
234,3606,4108,3506,828,702,28
68,3631,4057,3493,828,702,27
380,3564,4252,3557,828,702,25
187,3615,4065,3489,828,702,26
274,3530,4110,3469,828,702,27
394,3175,4391,3432,828,702,26
486,3341,4325,3482,828,702,27
364,3513,4011,3411,828,702,25
23,3390,4112,3400,828,702,25
354,3681,4079,3529,828,702,26
256,3559,4287,3572,828,702,27
373,3498,4214,3505,828,702,26
50,3127,4559,3492,828,702,25
249,3493,4293,3542,828,702,26
255,3577,4061,3468,828,702,26
484,3463,4177,3469,828,702,26
302,3415,4101,3407,828,702,26
30,3605,4057,3480,828,702,27
275,3588,4054,3470,828,702,27
310,3358,4152,3404,828,702,26
15,3049,4537,3442,828,702,27
416,3158,4534,3495,828,702,27
1,3606,4024,3464,828,702,26
32,3155,4573,3513,828,702,27
