sid,NOT,AND,Level,edges,PI,PO
205,755,2510,105,5978,512,130
206,836,2694,97,6245,512,130
207,581,2386,111,5613,512,130
208,524,2189,103,5319,512,130
209,702,2544,114,5909,512,130
210,624,2445,107,5756,512,130
211,522,2259,100,5441,512,130
212,850,2647,103,5833,512,130
213,485,2191,107,5412,512,130
214,627,2279,98,5475,512,130
215,617,2371,102,5757,512,130
216,617,2331,106,5637,512,130
217,711,2592,101,6092,512,130
218,659,2480,98,5955,512,130
219,535,2302,94,5540,512,130
220,773,2714,102,6324,512,130
221,584,2257,92,5431,512,130
222,892,2742,116,6198,512,130
223,534,2184,95,5106,512,130
224,699,2443,107,5728,512,130
225,688,2525,103,5800,512,130
226,796,2599,105,6020,512,130
227,647,2560,103,6036,512,130
228,681,2513,101,6003,512,130
229,763,2437,100,5879,512,130
230,596,2418,107,5723,512,130
231,590,2218,108,5133,512,130
232,918,2967,111,6585,512,130
233,744,2577,106,6008,512,130
234,593,2386,94,5811,512,130
235,608,2420,104,5830,512,130
236,667,2348,95,5669,512,130
237,964,2882,105,6331,512,130
238,757,2603,103,6066,512,130
239,825,2680,101,6252,512,130
240,589,2374,113,5608,512,130
241,744,2430,91,5914,512,130
242,641,2469,104,5911,512,130
243,616,2423,107,5736,512,130
244,635,2557,106,6039,512,130
245,822,2576,95,6021,512,130
246,639,2411,96,5678,512,130
247,509,2204,104,5226,512,130
248,602,2275,98,5444,512,130
249,647,2455,101,5723,512,130
250,753,2580,97,6089,512,130
251,756,2556,95,5893,512,130
252,627,2391,100,5633,512,130
253,572,2262,93,5488,512,130
254,718,2552,102,6040,512,130
255,758,2520,106,5860,512,130
256,470,2254,104,5407,512,130
257,511,2466,111,5888,512,130
258,783,2650,114,6091,512,130
259,567,2164,99,5096,512,130
260,471,2161,100,5321,512,130
261,854,2723,116,6220,512,130
262,735,2567,97,5996,512,130
263,833,2694,101,6276,512,130
264,569,2291,98,5605,512,130
265,568,2392,102,5626,512,130
266,849,2627,99,5837,512,130
267,617,2371,101,5705,512,130
268,528,2259,106,5538,512,130
269,786,2495,102,5551,512,130
270,708,2537,94,5827,512,130
271,600,2350,105,5700,512,130
272,631,2383,100,5603,512,130
273,597,2337,95,5651,512,130
274,609,2387,103,5578,512,130
275,805,2682,98,6223,512,130
276,596,2437,100,5795,512,130
277,620,2282,100,5592,512,130
278,572,2173,102,5188,512,130
279,782,2687,96,6261,512,130
280,590,2318,102,5586,512,130
281,592,2220,101,5349,512,130
282,751,2678,97,6148,512,130
283,714,2467,98,5789,512,130
284,686,2508,103,5871,512,130
285,609,2431,106,5741,512,130
286,675,2559,107,5844,512,130
287,549,2257,109,5390,512,130
288,509,2262,106,5218,512,130
289,767,2731,108,6179,512,130
290,611,2275,101,5416,512,130
291,569,2324,102,5555,512,130
292,853,2791,116,6431,512,130
293,810,2561,98,6047,512,130
294,591,2374,97,5645,512,130
295,707,2598,95,5995,512,130
296,476,2185,100,5305,512,130
297,541,2280,97,5468,512,130
298,856,2738,104,6334,512,130
299,613,2307,105,5481,512,130
300,697,2293,88,5346,512,130
301,767,2731,108,6179,512,130
302,456,2127,100,5288,512,130
303,899,2801,105,6246,512,130
304,811,2663,102,6239,512,130
305,629,2489,108,5929,512,130
306,503,2361,106,5663,512,130
307,870,2610,107,5827,512,130
308,776,2687,101,6144,512,130
309,506,2147,103,5208,512,130
310,513,2250,101,5406,512,130
311,580,2155,102,5037,512,130
312,959,2970,110,6445,512,130
313,741,2460,101,5794,512,130
314,548,2325,105,5617,512,130
315,551,2194,101,5391,512,130
316,610,2247,97,5519,512,130
317,585,2486,106,5919,512,130
318,708,2604,93,6100,512,130
319,656,2670,106,6296,512,130
320,680,2492,101,5966,512,130
321,607,2213,102,5307,512,130
322,505,2211,111,5415,512,130
323,645,2549,116,6015,512,130
324,528,2262,99,5410,512,130
325,612,2436,98,5688,512,130
326,493,2129,100,5203,512,130
327,955,2711,100,6134,512,130
328,782,2724,105,6166,512,130
329,623,2444,107,5754,512,130
330,854,2647,103,5984,512,130
331,590,2414,106,5772,512,130
332,608,2455,113,5793,512,130
333,689,2470,88,5860,512,130
334,914,2793,116,6279,512,130
335,880,2708,104,6162,512,130
336,642,2696,106,6323,512,130
337,668,2394,103,5763,512,130
338,513,2312,106,5635,512,130
339,676,2543,97,6072,512,130
340,660,2515,101,5875,512,130
341,561,2312,104,5620,512,130
342,837,2778,109,6267,512,130
343,516,2326,102,5539,512,130
344,900,2732,105,6258,512,130
345,651,2483,104,5867,512,130
346,619,2240,104,5244,512,130
347,535,2199,101,5282,512,130
348,625,2383,119,5770,512,130
349,632,2513,104,5882,512,130
350,538,2265,103,5440,512,130
351,605,2337,100,5733,512,130
352,523,2285,106,5559,512,130
353,693,2528,104,6011,512,130
354,605,2400,101,5705,512,130
355,816,2677,105,6194,512,130
356,863,2794,96,6496,512,130
357,729,2691,102,6296,512,130
358,880,2829,100,6504,512,130
359,775,2655,103,6114,512,130
360,607,2411,107,5718,512,130
361,577,2227,95,5500,512,130
362,817,2708,101,6195,512,130
363,698,2473,99,5785,512,130
364,623,2241,95,5527,512,130
365,641,2451,113,5756,512,130
366,596,2311,101,5639,512,130
367,554,2299,101,5622,512,130
368,617,2349,101,5714,512,130
369,522,2261,103,5201,512,130
370,871,2720,96,6346,512,130
371,773,2769,117,6344,512,130
372,627,2356,102,5470,512,130
373,525,2219,105,5339,512,130
374,570,2376,119,5658,512,130
375,658,2268,95,5427,512,130
376,595,2377,102,5661,512,130
377,469,2378,111,5555,512,130
378,643,2381,101,5590,512,130
379,713,2484,95,5720,512,130
380,583,2375,107,5640,512,130
381,750,2600,110,5965,512,130
382,601,2394,110,5620,512,130
383,792,2596,105,5978,512,130
384,704,2386,108,5366,512,130
385,921,2842,105,6286,512,130
386,645,2334,99,5319,512,130
387,762,2407,97,5734,512,130
388,841,2573,105,5687,512,130
389,819,2554,102,6039,512,130
390,543,2290,100,5625,512,130
391,523,2228,107,5438,512,130
392,678,2345,107,5481,512,130
393,575,2330,111,5531,512,130
394,581,2407,107,5824,512,130
395,559,2365,103,5502,512,130
396,760,2714,97,6304,512,130
397,827,2539,104,5803,512,130
398,709,2416,97,5696,512,130
399,508,2340,106,5669,512,130
400,819,2554,102,6039,512,130
401,688,2429,107,5716,512,130
402,653,2474,98,5852,512,130
403,540,2374,99,5629,512,130
404,519,2200,111,5299,512,130
405,571,2361,115,5682,512,130
406,585,2395,102,5673,512,130
407,482,2203,108,5362,512,130
408,489,2230,99,5160,512,130
409,666,2430,102,5851,512,130
410,588,2358,97,5738,512,130
411,643,2376,100,5579,512,130
412,857,2595,96,5907,512,130
413,933,2830,93,6249,512,130
414,600,2298,96,5414,512,130
415,667,2422,109,5650,512,130
416,610,2206,96,5331,512,130
417,566,2393,107,5489,512,130
418,581,2273,107,5474,512,130
419,539,2270,100,5540,512,130
420,522,2395,115,5682,512,130
421,588,2574,107,5841,512,130
422,728,2523,100,5880,512,130
423,706,2578,92,5928,512,130
424,607,2392,106,5736,512,130
425,483,2193,114,5293,512,130
426,875,2681,108,6140,512,130
427,669,2499,108,5726,512,130
428,651,2539,124,5849,512,130
429,821,2631,96,6212,512,130
430,655,2304,100,5551,512,130
431,674,2559,102,5779,512,130
432,613,2491,113,5645,512,130
433,891,2698,107,5995,512,130
434,771,2745,99,6428,512,130
435,626,2359,99,5633,512,130
436,874,2782,99,6294,512,130
437,692,2538,104,5938,512,130
438,840,2645,96,6205,512,130
439,816,2678,101,6283,512,130
440,786,2459,102,5528,512,130
441,534,2250,107,5494,512,130
442,801,2721,105,6063,512,130
443,832,2705,102,5915,512,130
444,654,2416,107,5719,512,130
445,497,2339,122,5313,512,130
446,689,2433,109,5577,512,130
447,708,2430,100,5686,512,130
448,633,2338,97,5597,512,130
449,706,2513,97,5965,512,130
450,710,2575,107,5904,512,130
451,528,2320,106,5650,512,130
452,678,2346,107,5488,512,130
453,572,2346,99,5612,512,130
454,572,2234,98,5425,512,130
455,556,2422,107,5815,512,130
456,546,2270,93,5596,512,130
457,681,2393,101,5664,512,130
458,588,2386,106,5760,512,130
459,545,2373,105,5608,512,130
460,588,2346,104,5707,512,130
461,564,2392,99,5594,512,130
462,563,2185,98,5426,512,130
463,554,2255,99,5285,512,130
464,802,2486,95,5871,512,130
465,760,2591,102,5927,512,130
466,773,2437,96,5807,512,130
467,570,2426,104,5813,512,130
468,569,2218,97,5487,512,130
469,611,2259,106,5418,512,130
470,935,2702,107,5901,512,130
471,750,2502,101,5838,512,130
472,703,2563,114,5964,512,130
473,863,2675,105,6118,512,130
474,741,2368,100,5542,512,130
475,838,2667,105,6121,512,130
476,572,2270,105,5560,512,130
477,567,2340,106,5503,512,130
478,654,2460,94,5801,512,130
479,645,2601,115,5991,512,130
480,664,2477,99,5736,512,130
481,916,2789,98,6368,512,130
482,543,2296,94,5544,512,130
483,853,2718,102,6309,512,130
484,573,2242,106,5547,512,130
485,483,2368,106,5657,512,130
486,695,2527,102,6009,512,130
487,737,2504,103,5880,512,130
488,734,2504,103,5842,512,130
489,832,2722,102,6249,512,130
490,586,2348,105,5704,512,130
491,654,2263,93,5425,512,130
492,797,2586,103,6030,512,130
493,771,2539,98,5995,512,130
494,572,2304,101,5503,512,130
495,925,2788,103,6357,512,130
496,750,2624,110,5949,512,130
497,634,2341,94,5570,512,130
498,612,2310,96,5641,512,130
499,765,2464,102,5762,512,130
