sid,NOT,AND,Level,edges,PI,PO
375,255,2093,19,5367,254,238
376,321,2232,18,5690,254,238
377,292,2377,20,5932,254,238
378,259,2145,19,5420,254,238
379,272,2038,18,5158,254,238
380,288,2362,20,5850,254,238
381,300,2219,19,5689,254,238
382,265,2003,19,5099,254,238
383,290,2055,19,5241,254,238
384,271,2000,18,5201,254,238
385,283,2119,19,5355,254,238
386,275,2076,19,5233,254,238
387,283,2127,19,5428,254,238
388,275,2252,19,5686,254,238
389,298,2057,18,5344,254,238
390,279,2030,19,5111,254,238
391,267,2372,20,5844,254,238
392,299,2037,19,5191,254,238
393,295,2026,19,5246,254,238
394,380,2399,19,5894,254,238
395,281,2271,20,5672,254,238
396,289,2061,19,5312,254,238
397,277,2173,18,5559,254,238
398,341,2180,20,5517,254,238
399,264,2160,19,5460,254,238
400,304,2150,18,5561,254,238
401,396,2330,20,5832,254,238
402,289,2174,18,5512,254,238
403,338,2146,18,5543,254,238
404,261,2281,19,5753,254,238
405,299,2281,18,5692,254,238
406,308,2303,19,5717,254,238
407,314,2299,20,5660,254,238
408,303,2073,18,5333,254,238
409,260,2109,19,5413,254,238
410,279,2019,18,5189,254,238
411,308,2295,19,5726,254,238
412,299,2038,19,5180,254,238
413,277,2016,18,5290,254,238
414,297,2051,18,5331,254,238
415,307,2171,19,5549,254,238
416,290,2078,19,5357,254,238
417,360,2350,18,5858,254,238
418,257,2157,19,5519,254,238
419,294,2122,20,5389,254,238
420,329,2371,19,5913,254,238
421,274,2117,18,5386,254,238
422,289,2139,19,5512,254,238
423,290,2109,19,5376,254,238
424,288,2359,20,5850,254,238
425,314,2327,19,5756,254,238
426,316,2066,20,5260,254,238
427,295,2163,19,5486,254,238
428,250,2057,19,5306,254,238
429,261,1963,19,5117,254,238
430,308,1989,20,5124,254,238
431,313,2318,19,5822,254,238
432,292,2320,18,5649,254,238
433,307,2270,18,5833,254,238
434,288,2055,18,5249,254,238
435,296,2183,20,5497,254,238
436,367,2378,18,5866,254,238
437,274,2103,18,5469,254,238
438,258,1983,19,5150,254,238
439,312,2162,18,5574,254,238
440,309,2286,19,5752,254,238
441,326,2263,18,5787,254,238
442,305,2168,19,5654,254,238
443,275,1990,18,5232,254,238
444,394,2318,18,5837,254,238
445,377,2365,19,5917,254,238
446,314,2285,19,5822,254,238
447,337,2275,18,5669,254,238
448,329,2308,20,5788,254,238
449,268,2101,19,5354,254,238
450,316,2279,18,5844,254,238
451,318,2353,18,5868,254,238
452,291,2258,19,5733,254,238
453,286,2060,19,5392,254,238
454,318,2323,18,5834,254,238
455,364,2371,18,6115,254,238
456,278,2028,19,5277,254,238
457,341,2240,18,5656,254,238
458,333,2403,19,5929,254,238
459,271,2252,19,5677,254,238
460,313,2189,19,5580,254,238
461,261,2109,19,5417,254,238
462,312,2188,20,5617,254,238
463,283,1970,18,5137,254,238
464,242,2140,18,5542,254,238
465,270,2138,18,5591,254,238
466,264,2116,19,5355,254,238
467,251,1945,21,5113,254,238
468,284,2019,18,5263,254,238
469,300,2243,18,5741,254,238
470,260,2253,18,5785,254,238
471,313,2268,18,5776,254,238
472,316,2075,18,5337,254,238
473,268,2134,20,5472,254,238
474,255,2150,18,5578,254,238
475,278,2148,19,5516,254,238
476,283,2149,19,5486,254,238
477,309,2287,19,5681,254,238
478,272,1993,19,5208,254,238
479,312,2051,19,5351,254,238
480,324,2250,19,5617,254,238
481,282,2005,18,5161,254,238
482,324,2234,19,5633,254,238
483,279,2256,19,5792,254,238
484,314,2374,19,5854,254,238
485,292,2339,20,5797,254,238
486,346,2230,19,5632,254,238
487,342,2332,19,5825,254,238
488,252,2277,19,5627,254,238
489,304,2077,19,5317,254,238
490,257,2169,19,5646,254,238
491,277,2094,18,5385,254,238
492,331,2233,19,5661,254,238
493,368,2280,19,5844,254,238
494,292,2077,19,5333,254,238
495,292,2013,19,5182,254,238
496,379,2333,19,5811,254,238
497,296,2056,18,5337,254,238
498,254,2134,19,5442,254,238
499,300,2083,19,5357,254,238
