sid,BUFF,NOT,AND,PI,PO,LP
36,18466,29541,23799,632,409,785
406,18622,29517,23865,632,409,763
144,18366,29461,23709,632,409,792
375,18214,29585,23695,632,409,793
79,18878,29385,23927,632,409,781
471,18359,29886,23918,632,409,771
441,19032,29649,24136,632,409,763
230,18906,29877,24187,632,409,791
390,17755,30152,23749,632,409,801
347,18608,29557,23878,632,409,772
324,18162,29853,23803,632,409,795
72,18753,29746,24045,632,409,790
38,18287,29358,23618,632,409,807
153,18711,29186,23744,632,409,784
186,18206,30065,23931,632,409,796
167,18140,29779,23755,632,409,796
101,18388,29733,23856,632,409,799
270,18461,29718,23885,632,409,780
147,18590,29503,23842,632,409,797
106,18727,29522,23920,632,409,793
343,18398,29805,23897,632,409,805
184,18180,29825,23798,632,409,783
112,18631,29718,23970,632,409,798
201,18728,29749,24034,632,409,815
213,18692,29729,24006,632,409,818
477,18748,30065,24202,632,409,759
107,18691,29492,23887,632,409,797
104,18605,29610,23903,632,409,785
127,18600,29527,23859,632,409,803
160,18974,29487,24026,632,409,790
325,18283,30144,24009,632,409,780
35,18620,29723,23967,632,409,789
462,18445,29454,23745,632,409,782
272,17883,30108,23791,632,409,797
180,18758,29655,24002,632,409,795
13,18380,30031,24001,632,409,784
61,18544,29505,23820,632,409,789
222,18776,29583,23975,632,409,790
430,18110,30049,23875,632,409,781
196,19430,29641,24331,632,409,777
116,18332,29593,23758,632,409,772
157,19144,29787,24261,632,409,774
370,17870,30091,23776,632,409,789
349,18346,29565,23751,632,409,801
134,18571,29868,24015,632,409,816
313,18661,29560,23906,632,409,794
45,17838,30023,23726,632,409,816
365,18340,29445,23688,632,409,775
172,17799,30276,23833,632,409,801
244,18764,29405,23880,632,409,785
309,18547,29756,23947,632,409,775
498,18050,29745,23693,632,409,797
262,18450,29739,23890,632,409,784
212,17886,30185,23831,632,409,788
200,18960,29215,23883,632,409,790
49,19074,29301,23983,632,409,795
95,18791,29670,24026,632,409,816
298,18616,29633,23920,632,409,792
6,18822,29255,23834,632,409,792
431,18094,30407,24046,632,409,776
360,18964,29433,23994,632,409,775
331,18434,30443,24234,632,409,798
59,18584,29717,23946,632,409,818
227,18730,29291,23806,632,409,796
454,18330,29813,23867,632,409,787
9,18144,30173,23954,632,409,788
243,18981,29820,24196,632,409,796
385,19044,29819,24227,632,409,797
170,18893,29608,24046,632,409,793
277,18376,29693,23830,632,409,793
121,18066,29747,23702,632,409,806
480,18733,29678,24001,632,409,776
481,18079,29724,23697,632,409,802
299,18746,29505,23921,632,409,792
291,18304,30111,24003,632,409,782
130,19004,29433,24014,632,409,767
412,18133,29946,23835,632,409,786
485,19064,29529,24092,632,409,785
358,17870,30087,23774,632,409,789
29,17801,30032,23712,632,409,786
136,18744,29405,23870,632,409,807
56,18843,29494,23964,632,409,773
215,18943,29440,23987,632,409,774
52,18399,29938,23964,632,409,794
156,18297,30146,24017,632,409,765
260,18395,29712,23849,632,409,773
411,17880,30133,23802,632,409,801
209,18649,29558,23899,632,409,784
312,18833,29396,23910,632,409,777
286,18754,29851,24098,632,409,800
206,17802,30155,23774,632,409,790
410,18354,29611,23778,632,409,797
405,18684,29667,23971,632,409,770
414,18005,29908,23752,632,409,800
199,18797,29934,24161,632,409,800
367,18784,29587,23981,632,409,786
176,18569,29728,23944,632,409,789
109,18694,30113,24199,632,409,777
246,18398,29829,23909,632,409,809
69,18115,29724,23715,632,409,792
133,18636,29581,23904,632,409,816
329,19130,29811,24266,632,409,770
216,18337,29474,23701,632,409,798
105,18252,29499,23671,632,409,790
279,18832,29385,23904,632,409,785
210,19062,29815,24234,632,409,789
497,18145,29768,23752,632,409,801
240,18664,29715,23985,632,409,818
37,18660,29613,23932,632,409,790
192,17914,30045,23775,632,409,792
308,17816,30011,23709,632,409,800
258,18807,29634,24016,632,409,768
257,18416,29571,23789,632,409,806
233,18675,29640,23953,632,409,762
223,18471,29378,23720,632,409,818
395,18921,29496,24004,632,409,777
114,17878,30249,23859,632,409,809
266,18532,29739,23931,632,409,776
118,18305,29866,23881,632,409,786
20,18589,29802,23991,632,409,774
51,19021,29352,23982,632,409,785
102,17978,30157,23863,632,409,786
432,18598,29585,23887,632,409,800
386,17738,29867,23598,632,409,796
250,18114,30037,23871,632,409,775
337,18365,29950,23953,632,409,784
92,18263,29946,23900,632,409,773
12,18177,29692,23730,632,409,781
225,18580,29773,23972,632,409,791
490,18668,29793,24026,632,409,774
2,18627,29368,23793,632,409,789
66,18327,29872,23895,632,409,772
27,18712,29845,24074,632,409,781
377,18728,29253,23786,632,409,816
479,18831,29134,23778,632,409,798
254,18475,29752,23909,632,409,803
318,17946,29867,23702,632,409,793
185,18710,30187,24244,632,409,795
489,18394,29673,23829,632,409,803
321,18533,29650,23887,632,409,762
269,18196,30283,24035,632,409,772
18,18284,29575,23725,632,409,803
73,18394,30107,24046,632,409,789
238,18279,29770,23820,632,409,796
178,18439,29696,23863,632,409,789
488,18822,29599,24006,632,409,778
142,18394,30061,24023,632,409,790
48,19087,29442,24060,632,409,784
357,18387,29994,23986,632,409,790
363,18465,29574,23815,632,409,794
8,18651,29732,23987,632,409,798
108,18565,29650,23903,632,409,782
202,18340,30231,24081,632,409,784
125,18235,29502,23664,632,409,801
283,18789,29330,23855,632,409,790
39,18205,30252,24024,632,409,774
333,18069,29862,23761,632,409,793
281,18816,29731,24069,632,409,779
171,18766,29837,24097,632,409,779
89,18627,29406,23812,632,409,807
123,18204,29495,23645,632,409,797
423,18710,29413,23857,632,409,798
46,18607,29770,23984,632,409,767
53,18633,29548,23886,632,409,816
151,18592,29635,23909,632,409,778
82,18571,29618,23890,632,409,781
296,18461,29828,23940,632,409,778
425,18486,29731,23904,632,409,816
3,18472,29581,23822,632,409,756
271,18372,29545,23754,632,409,782
350,18761,29674,24013,632,409,794
457,18399,29578,23784,632,409,798
418,18565,29664,23910,632,409,778
330,18513,29470,23787,632,409,795
161,18757,29618,23983,632,409,802
203,18549,29956,24048,632,409,800
440,18151,30202,23972,632,409,789
376,18563,29860,24007,632,409,788
204,18477,29670,23869,632,409,782
229,18373,30194,24079,632,409,758
455,18801,29190,23791,632,409,789
493,18550,29777,23959,632,409,772
403,18202,29911,23852,632,409,789
83,18181,29856,23814,632,409,803
445,18235,29770,23798,632,409,816
422,18337,29800,23864,632,409,781
207,18379,29746,23858,632,409,786
494,18036,29965,23796,632,409,801
231,18681,29566,23919,632,409,765
473,18158,30411,24080,632,409,808
391,18190,29881,23831,632,409,816
148,18372,29921,23942,632,409,777
75,18335,29914,23920,632,409,797
198,18571,29652,23907,632,409,784
450,18751,30146,24244,632,409,778
265,18588,29553,23866,632,409,790
261,19112,29275,23989,632,409,782
319,18288,29997,23938,632,409,800
317,19013,29516,24060,632,409,772
21,18107,30202,23950,632,409,774
85,18224,29987,23901,632,409,793
76,18660,29463,23857,632,409,785
426,18945,29670,24103,632,409,794
131,18581,29542,23857,632,409,779
96,19058,29295,23972,632,409,787
289,18540,29711,23921,632,409,815
88,18449,29752,23896,632,409,789
393,18345,29852,23894,632,409,793
436,18295,29804,23845,632,409,794
297,18338,29519,23724,632,409,801
368,18313,29462,23683,632,409,798
0,17910,30153,23827,632,409,786
399,18080,29901,23786,632,409,798
60,18431,30374,24198,632,409,793
451,18823,29270,23842,632,409,793
7,18409,29842,23921,632,409,796
16,18596,29813,24000,632,409,776
158,18539,29666,23898,632,409,796
263,18560,29437,23794,632,409,779
327,18858,29715,24082,632,409,781
135,18155,29904,23825,632,409,790
389,17983,29976,23775,632,409,801
143,18634,29413,23819,632,409,800
304,18301,30124,24008,632,409,791
22,18227,29702,23760,632,409,793
353,18423,29900,23957,632,409,789
359,19029,29570,24095,632,409,764
352,18496,30407,24247,632,409,799
267,18479,29624,23847,632,409,782
383,18043,29868,23751,632,409,801
145,18329,29846,23883,632,409,792
117,18388,29821,23900,632,409,801
371,17785,30076,23726,632,409,792
177,18784,29519,23947,632,409,807
459,19103,29760,24227,632,409,770
470,18325,30194,24055,632,409,785
288,18698,29391,23840,632,409,818
191,18176,29707,23737,632,409,793
469,18759,29620,23985,632,409,775
381,18948,29287,23913,632,409,778
463,18056,29835,23741,632,409,795
25,18826,29341,23879,632,409,768
448,18305,29848,23872,632,409,757
139,19227,29572,24195,632,409,787
487,18571,30016,24089,632,409,771
259,18052,29779,23711,632,409,818
78,18173,30138,23951,632,409,769
58,18522,29529,23821,632,409,795
165,18404,29749,23872,632,409,802
208,18507,29950,24024,632,409,786
278,18186,29753,23765,632,409,799
129,18599,29856,24023,632,409,804
188,18522,29637,23875,632,409,770
356,18606,29225,23711,632,409,782
228,18583,30040,24107,632,409,767
87,18344,29681,23808,632,409,754
443,18105,29804,23750,632,409,804
235,18310,29471,23686,632,409,780
70,18768,29223,23791,632,409,765
315,18429,29798,23909,632,409,797
311,18073,30044,23854,632,409,782
120,18558,29547,23848,632,409,796
396,18279,29860,23865,632,409,800
220,18319,30212,24061,632,409,794
282,18600,29193,23692,632,409,805
47,18442,29615,23824,632,409,793
74,18579,29330,23750,632,409,767
341,18844,29903,24169,632,409,784
417,18887,29362,23920,632,409,789
374,18358,30143,24046,632,409,818
86,18493,29328,23706,632,409,792
400,18299,30058,23974,632,409,781
362,18409,29968,23984,632,409,788
287,18613,29610,23907,632,409,794
285,18195,29658,23722,632,409,799
303,18976,29675,24121,632,409,776
253,18222,29459,23636,632,409,782
141,18237,29906,23867,632,409,803
444,18672,29305,23784,632,409,778
155,17916,29747,23627,632,409,779
31,18792,29523,23953,632,409,785
65,19219,29374,24092,632,409,767
173,18896,29885,24186,632,409,788
398,18371,29702,23832,632,409,799
475,18236,30361,24094,632,409,798
236,18459,29454,23752,632,409,797
97,18244,29575,23705,632,409,780
122,18825,29388,23902,632,409,791
26,18584,30151,24163,632,409,785
214,17901,30046,23769,632,409,785
332,18763,29256,23805,632,409,776
295,18630,29683,23952,632,409,769
346,18363,29462,23708,632,409,808
442,18436,30013,24020,632,409,789
280,18649,29684,23962,632,409,751
251,18750,29177,23759,632,409,777
446,18296,29991,23939,632,409,764
252,18483,29680,23877,632,409,763
34,18634,29521,23873,632,409,787
63,18442,29947,23990,632,409,780
247,18708,29575,23937,632,409,791
91,18453,29652,23848,632,409,779
326,18660,30003,24127,632,409,774
453,18513,29644,23874,632,409,788
458,18856,29591,24019,632,409,768
478,18305,29662,23779,632,409,794
239,18688,29403,23841,632,409,780
181,18535,29704,23915,632,409,807
382,18651,29236,23739,632,409,794
301,18478,29733,23901,632,409,803
300,18408,29667,23833,632,409,781
138,18099,30286,23988,632,409,792
433,18259,30222,24036,632,409,786
162,18623,29522,23868,632,409,773
273,18431,29362,23692,632,409,797
408,18420,29745,23878,632,409,818
456,18376,29485,23726,632,409,804
388,18349,30164,24052,632,409,788
80,18720,29323,23817,632,409,798
276,18241,29770,23801,632,409,800
348,18527,29592,23855,632,409,788
111,17735,30200,23763,632,409,797
293,18754,29331,23838,632,409,769
404,18680,29619,23945,632,409,784
146,18327,29482,23700,632,409,801
264,18385,29592,23784,632,409,764
150,18394,29823,23904,632,409,797
496,18592,29799,23991,632,409,779
424,19183,29738,24256,632,409,792
392,18096,29881,23784,632,409,788
292,19039,29692,24161,632,409,784
190,18278,30127,23998,632,409,782
42,18530,29537,23829,632,409,799
41,18711,29692,23997,632,409,780
57,18856,29699,24073,632,409,766
98,18582,29525,23849,632,409,801
218,18490,29583,23832,632,409,796
99,18350,29631,23786,632,409,806
189,18421,29828,23920,632,409,780
166,19127,29562,24140,632,409,771
175,18594,29063,23624,632,409,784
211,18536,29317,23722,632,409,803
335,18755,29890,24118,632,409,774
421,18504,29947,24021,632,409,796
351,18617,29456,23832,632,409,799
290,18025,29708,23662,632,409,800
119,18366,29499,23728,632,409,788
427,18108,29799,23749,632,409,782
221,18835,29364,23895,632,409,790
495,17869,30016,23738,632,409,785
182,18673,29908,24086,632,409,779
44,18145,29970,23853,632,409,789
110,18535,29676,23901,632,409,776
100,18363,29732,23843,632,409,807
314,18324,29671,23793,632,409,784
429,18435,29326,23676,632,409,796
232,18422,30011,24012,632,409,774
84,18797,30804,24596,632,409,808
409,18628,29391,23805,632,409,799
24,18612,29501,23852,632,409,801
344,18932,29655,24089,632,409,774
369,18422,29497,23755,632,409,818
126,19126,29595,24156,632,409,804
226,18552,29655,23899,632,409,791
115,18811,29638,24020,632,409,784
361,18762,29309,23831,632,409,779
323,18142,29593,23663,632,409,790
219,18530,29551,23836,632,409,782
195,18650,29269,23755,632,409,781
140,18520,29733,23922,632,409,782
71,18501,29896,23994,632,409,800
420,18772,29553,23958,632,409,816
169,18229,29718,23769,632,409,793
40,18572,29953,24058,632,409,774
435,18600,29587,23889,632,409,784
11,18476,30391,24229,632,409,779
342,18928,29427,23973,632,409,796
248,18169,29950,23855,632,409,764
306,18667,29520,23889,632,409,794
334,18109,30332,24016,632,409,780
466,18573,29452,23808,632,409,802
193,19068,29461,24060,632,409,777
449,18276,29913,23890,632,409,790
28,18839,29456,23943,632,409,781
294,18268,29601,23730,632,409,796
163,18755,29720,24033,632,409,782
307,18112,30075,23889,632,409,766
168,18237,29422,23625,632,409,792
10,18324,29875,23895,632,409,803
132,18583,29740,23957,632,409,791
476,18569,29708,23934,632,409,800
460,18687,29664,23971,632,409,785
149,18614,29699,23952,632,409,795
183,19260,29379,24115,632,409,777
174,18522,30217,24165,632,409,770
320,18628,29781,24000,632,409,772
366,18491,29212,23647,632,409,782
268,18602,29461,23827,632,409,777
340,18518,29529,23819,632,409,803
4,18641,30020,24126,632,409,799
339,18041,30132,23882,632,409,785
401,18948,29425,23982,632,409,783
245,18185,29962,23869,632,409,778
234,18595,29454,23820,632,409,806
68,18504,29819,23957,632,409,799
380,19021,29722,24167,632,409,792
187,18887,29320,23899,632,409,777
274,18618,29365,23787,632,409,806
394,18684,29541,23908,632,409,784
486,18615,30118,24162,632,409,769
364,18537,29436,23782,632,409,796
23,18223,29738,23776,632,409,794
354,18679,29664,23967,632,409,790
256,18450,29829,23935,632,409,784
373,18604,29371,23783,632,409,790
50,17777,30054,23711,632,409,812
249,18221,29698,23755,632,409,790
255,18815,29620,24013,632,409,789
484,18664,29759,24007,632,409,772
302,18377,29602,23785,632,409,795
30,18772,29131,23747,632,409,785
275,18584,29411,23793,632,409,773
310,18127,30046,23882,632,409,802
15,18240,29939,23885,632,409,781
416,18056,29839,23743,632,409,786
1,18754,29247,23796,632,409,786
32,17869,30004,23732,632,409,804
