sid,BUFF,NOT,AND,PI,PO,LP
94,5290,3962,4594,303,64,29
164,5190,4062,4594,303,64,29
103,5288,3962,4593,303,64,29
93,5186,4062,4592,303,64,29
474,5190,4062,4594,303,64,29
159,5190,4060,4593,303,64,29
36,5204,4062,4601,303,64,29
406,5243,3995,4587,303,64,29
144,5294,3966,4598,303,64,29
375,5252,3998,4593,303,64,29
79,5194,4060,4595,303,64,29
471,5086,4158,4590,303,64,29
441,5034,4338,4654,303,64,30
230,5262,3996,4597,303,64,29
390,5090,4154,4590,303,64,29
347,5246,3996,4589,303,64,29
324,5116,4152,4602,303,64,29
72,5190,4062,4594,303,64,29
38,5282,3964,4591,303,64,29
153,5178,4060,4587,303,64,29
186,5094,4154,4592,303,64,29
167,5270,3964,4585,303,64,29
101,5314,3962,4606,303,64,29
270,5276,3966,4589,303,64,29
147,5175,4069,4590,303,64,29
106,5264,3998,4599,303,64,29
343,5314,3962,4606,303,64,29
184,5300,3962,4599,303,64,29
112,5292,3960,4594,303,64,29
201,5302,3962,4600,303,64,30
213,5220,4058,4607,303,64,30
477,5278,3964,4589,303,64,29
107,5206,4060,4601,303,64,29
104,5304,3966,4603,303,64,29
127,5206,4060,4601,303,64,29
160,5202,4062,4600,303,64,29
325,5086,4162,4592,303,64,29
35,5204,4060,4600,303,64,29
462,5294,3962,4596,303,64,29
272,5112,4152,4600,303,64,29
180,5202,4062,4600,303,64,29
13,5098,4156,4595,303,64,29
61,5296,3964,4598,303,64,29
222,5278,3996,4605,303,64,29
430,5098,4158,4596,303,64,29
196,5266,3994,4598,303,64,29
116,5250,3996,4591,303,64,29
157,5265,3995,4598,303,64,29
370,5096,4152,4592,303,64,29
349,5256,3998,4595,303,64,29
134,5310,3966,4606,303,64,30
313,5210,4060,4603,303,64,29
45,5130,4154,4610,303,64,30
365,5255,4001,4596,303,64,29
172,5108,4158,4601,303,64,29
244,5262,3996,4597,303,64,29
309,5278,3960,4587,303,64,29
498,5079,4167,4591,303,64,29
262,5280,3966,4591,303,64,29
212,5096,4158,4595,303,64,29
200,5187,4067,4595,303,64,29
49,5184,4060,4590,303,64,29
95,5212,4062,4605,303,64,30
298,5257,3997,4595,303,64,29
6,5199,4055,4595,303,64,29
431,5096,4158,4595,303,64,29
360,5196,4056,4594,303,64,29
331,5104,4156,4598,303,64,29
59,5286,3998,4610,303,64,30
227,5188,4060,4592,303,64,29
454,5242,3994,4586,303,64,29
9,5106,4158,4600,303,64,29
243,5267,3995,4599,303,64,29
385,5277,3995,4604,303,64,29
170,5192,4058,4593,303,64,29
277,5262,3998,4598,303,64,29
121,5254,3998,4594,303,64,29
480,5249,4007,4596,303,64,29
481,5256,3998,4595,303,64,29
299,5196,4056,4594,303,64,29
291,5094,4158,4594,303,64,29
130,5192,4060,4594,303,64,29
412,5258,3998,4596,303,64,29
485,5204,4062,4601,303,64,29
358,5110,4154,4600,303,64,29
29,5092,4152,4590,303,64,29
136,5200,4062,4599,303,64,29
56,5245,4003,4592,303,64,29
215,5200,4062,4599,303,64,29
52,5093,4165,4597,303,64,29
156,5104,4158,4599,303,64,29
260,5108,4158,4601,303,64,30
411,5102,4152,4595,303,64,29
209,5292,3964,4596,303,64,29
312,5184,4054,4587,303,64,29
286,5292,3966,4597,303,64,29
206,5098,4154,4594,303,64,29
410,5265,3965,4583,303,64,29
405,5292,3960,4594,303,64,29
414,5096,4158,4595,303,64,29
199,5282,3996,4607,303,64,29
367,5186,4062,4592,303,64,29
176,5298,3966,4600,303,64,29
109,5254,3996,4593,303,64,29
246,5274,3998,4604,303,64,29
69,5258,3998,4596,303,64,29
133,5308,3966,4605,303,64,30
329,5270,3996,4601,303,64,29
216,5282,3964,4591,303,64,29
105,5242,3996,4587,303,64,29
279,5188,4062,4593,303,64,29
210,5261,3995,4596,303,64,29
497,5290,3960,4593,303,64,29
240,5290,3994,4610,303,64,30
37,5277,3963,4588,303,64,29
192,5084,4158,4589,303,64,29
308,5114,4154,4602,303,64,29
258,5298,3964,4599,303,64,29
257,5278,3966,4590,303,64,30
233,5275,3963,4587,303,64,29
223,5206,4062,4602,303,64,30
395,5200,4058,4597,303,64,29
114,5100,4158,4597,303,64,29
266,5260,3992,4594,303,64,29
118,5294,3966,4598,303,64,29
20,5278,3960,4587,303,64,29
51,5198,4060,4597,303,64,29
102,5080,4154,4585,303,64,29
432,5292,3966,4597,303,64,29
386,5090,4156,4591,303,64,29
250,5106,4152,4597,303,64,29
337,5108,4156,4600,303,64,29
92,5090,4152,4589,303,64,29
12,5098,4156,4595,303,64,29
225,5300,3964,4600,303,64,29
490,5276,3962,4587,303,64,29
2,5196,4062,4597,303,64,29
66,5088,4158,4591,303,64,29
27,5259,4005,4600,303,64,30
377,5216,4062,4607,303,64,30
479,5196,4060,4596,303,64,29
254,5268,3998,4601,303,64,29
318,5097,4157,4595,303,64,29
185,5130,4158,4612,303,64,29
489,5306,3962,4602,303,64,29
321,5288,3966,4595,303,64,29
269,5097,4151,4592,303,64,29
18,5266,3992,4597,303,64,29
73,5096,4156,4594,303,64,30
238,5300,3962,4599,303,64,29
178,5282,3962,4590,303,64,29
488,5187,4069,4596,303,64,30
142,5094,4158,4594,303,64,29
48,5258,3998,4596,303,64,29
357,5268,3998,4601,303,64,29
363,5277,3967,4590,303,64,29
8,5290,3966,4596,303,64,29
108,5284,3964,4592,303,64,29
202,5096,4158,4595,303,64,29
125,5272,3966,4587,303,64,29
283,5185,4061,4591,303,64,29
39,5104,4156,4598,303,64,29
333,5077,4165,4589,303,64,29
281,5284,3962,4591,303,64,29
171,5196,4060,4596,303,64,30
89,5206,4062,4602,303,64,29
123,5292,3962,4595,303,64,29
423,5198,4058,4596,303,64,29
46,5286,3960,4591,303,64,29
53,5312,3966,4607,303,64,30
151,5284,3964,4592,303,64,29
82,5256,3998,4595,303,64,29
296,5251,3997,4592,303,64,29
3,5267,3975,4589,303,64,29
271,5278,3966,4590,303,64,29
350,5302,3966,4602,303,64,29
457,5284,3966,4593,303,64,29
418,5258,3996,4595,303,64,29
330,5262,3992,4595,303,64,29
161,5266,3998,4600,303,64,29
203,5300,3966,4601,303,64,29
440,5086,4158,4590,303,64,29
376,5276,3966,4589,303,64,29
204,5278,3966,4590,303,64,29
229,5252,3998,4593,303,64,29
455,5202,4058,4598,303,64,29
493,5263,3959,4579,303,64,29
403,5106,4158,4600,303,64,29
83,5270,3998,4602,303,64,29
445,5306,3966,4604,303,64,30
422,5262,3992,4595,303,64,29
207,5252,3996,4592,303,64,29
494,5080,4156,4586,303,64,29
231,5292,3960,4594,303,64,29
473,5112,4156,4602,303,64,29
391,5126,4158,4610,303,64,30
148,5081,4157,4587,303,64,29
75,5104,4152,4596,303,64,29
198,5279,3961,4588,303,64,29
450,5113,4153,4601,303,64,29
265,5284,3964,4592,303,64,29
261,5196,4062,4597,303,64,29
319,5258,3998,4596,303,64,29
317,5206,4062,4602,303,64,29
21,5098,4158,4596,303,64,29
85,5074,4154,4582,303,64,29
76,5202,4060,4599,303,64,29
425,5268,3998,4601,303,64,29
426,5268,3998,4601,303,64,29
131,5266,3964,4583,303,64,29
96,5192,4062,4595,303,64,29
289,5300,3966,4601,303,64,29
88,5276,3998,4605,303,64,29
393,5086,4156,4589,303,64,29
436,5083,4165,4592,303,64,29
297,5293,3961,4595,303,64,29
368,5190,4062,4594,303,64,29
0,5106,4158,4600,303,64,29
399,5098,4156,4595,303,64,29
60,5107,4155,4599,303,64,29
451,5210,4062,4604,303,64,29
7,5254,3998,4594,303,64,29
16,5295,3967,4599,303,64,29
158,5309,3963,4604,303,64,29
263,5288,3962,4593,303,64,29
327,5244,3992,4586,303,64,29
135,5260,3994,4595,303,64,29
389,5108,4158,4601,303,64,29
143,5196,4062,4597,303,64,29
304,5258,3998,4596,303,64,29
22,5284,3966,4593,303,64,29
353,5090,4158,4592,303,64,29
359,5200,4062,4599,303,64,29
352,5111,4155,4601,303,64,29
267,5310,3962,4604,303,64,29
383,5266,3992,4597,303,64,29
145,5087,4165,4594,303,64,29
117,5254,3998,4594,303,64,29
371,5096,4152,4592,303,64,29
177,5206,4062,4602,303,64,29
459,5192,4062,4595,303,64,29
470,5094,4156,4593,303,64,29
288,5214,4062,4606,303,64,30
191,5272,3992,4600,303,64,29
469,5286,3964,4593,303,64,29
381,5188,4060,4592,303,64,29
463,5266,3994,4598,303,64,29
25,5177,4057,4585,303,64,29
448,5100,4158,4597,303,64,29
139,5277,3993,4603,303,64,29
487,5104,4158,4599,303,64,29
259,5116,4158,4605,303,64,30
78,5088,4158,4591,303,64,29
58,5200,4056,4596,303,64,29
165,5110,4158,4602,303,64,29
208,5254,3992,4591,303,64,29
278,5270,3996,4601,303,64,29
129,5280,3966,4591,303,64,29
188,5278,3964,4589,303,64,29
356,5182,4060,4589,303,64,29
228,5079,4159,4587,303,64,29
87,5102,4152,4595,303,64,29
443,5280,3994,4605,303,64,29
235,5283,3959,4589,303,64,29
70,5175,4061,4586,303,64,29
315,5188,4062,4593,303,64,29
311,5110,4156,4601,303,64,29
120,5280,3966,4591,303,64,29
396,5102,4152,4595,303,64,29
220,5114,4154,4602,303,64,29
282,5208,4062,4603,303,64,29
47,5270,3998,4602,303,64,29
74,5278,3964,4589,303,64,29
341,5280,3966,4591,303,64,29
417,5202,4060,4599,303,64,29
374,5127,4155,4609,303,64,30
86,5192,4062,4595,303,64,29
400,5098,4158,4596,303,64,29
362,5270,3996,4601,303,64,29
287,5252,3996,4592,303,64,29
285,5312,3962,4605,303,64,29
303,5271,3995,4601,303,64,29
253,5188,4062,4593,303,64,29
141,5252,3992,4590,303,64,29
444,5192,4060,4594,303,64,29
155,5082,4154,4586,303,64,29
31,5302,3964,4601,303,64,29
65,5192,4060,4594,303,64,29
173,5295,3965,4598,303,64,29
398,5258,3994,4594,303,64,29
475,5116,4156,4604,303,64,29
236,5252,3996,4592,303,64,29
97,5272,3994,4601,303,64,29
122,5198,4058,4596,303,64,29
26,5095,4157,4594,303,64,29
214,5091,4157,4592,303,64,29
332,5196,4056,4594,303,64,29
295,5270,3966,4586,303,64,29
346,5204,4062,4601,303,64,29
442,5090,4158,4592,303,64,29
280,5256,3998,4595,303,64,29
251,5206,4062,4602,303,64,29
446,5090,4158,4592,303,64,29
252,5240,3996,4586,303,64,29
34,5200,4058,4597,303,64,29
63,5260,3996,4596,303,64,29
247,5190,4060,4593,303,64,30
91,5255,3995,4593,303,64,29
326,5280,3958,4587,303,64,29
453,5306,3962,4602,303,64,29
458,5248,3998,4591,303,64,29
478,5253,3991,4590,303,64,29
239,5260,3996,4596,303,64,29
181,5196,4062,4597,303,64,29
382,5184,4062,4591,303,64,29
301,5302,3966,4602,303,64,29
300,5273,3959,4584,303,64,29
138,5114,4158,4604,303,64,29
433,5111,4153,4600,303,64,29
162,5298,3966,4600,303,64,30
273,5192,4062,4595,303,64,29
408,5118,4158,4606,303,64,30
456,5248,3996,4590,303,64,29
388,5098,4156,4595,303,64,30
80,5198,4060,4597,303,64,29
276,5290,3966,4596,303,64,29
348,5294,3964,4597,303,64,29
111,5112,4158,4603,303,64,29
293,5196,4062,4597,303,64,29
404,5274,3996,4603,303,64,29
146,5186,4058,4590,303,64,29
264,5284,3960,4590,303,64,29
150,5278,3996,4605,303,64,29
496,5275,3973,4592,303,64,29
424,5287,3995,4609,303,64,29
392,5098,4158,4596,303,64,29
292,5192,4060,4594,303,64,29
190,5098,4156,4595,303,64,29
42,5294,3964,4597,303,64,29
41,5284,3964,4592,303,64,29
57,5272,3964,4586,303,64,29
98,5286,3966,4594,303,64,29
218,5252,3998,4593,303,64,29
99,5280,3966,4591,303,64,30
189,5273,3963,4586,303,64,29
166,5180,4058,4587,303,64,29
175,5186,4060,4591,303,64,29
211,5184,4060,4590,303,64,29
335,5276,3998,4605,303,64,29
421,5300,3966,4601,303,64,29
351,5192,4058,4593,303,64,29
290,5270,3998,4602,303,64,29
119,5252,3996,4592,303,64,29
427,5106,4152,4597,303,64,29
221,5181,4069,4593,303,64,29
495,5094,4158,4594,303,64,29
182,5290,3964,4595,303,64,29
44,5094,4154,4592,303,64,29
110,5248,3996,4590,303,64,29
100,5298,3960,4597,303,64,29
314,5082,4158,4588,303,64,29
429,5188,4060,4592,303,64,29
232,5090,4150,4588,303,64,29
84,5122,4156,4607,303,64,29
409,5196,4060,4596,303,64,29
24,5274,3966,4588,303,64,29
344,5210,4058,4602,303,64,29
369,5276,3998,4605,303,64,30
126,5289,3995,4610,303,64,30
226,5272,3992,4600,303,64,29
115,5295,3967,4599,303,64,29
361,5186,4062,4592,303,64,29
323,5260,3998,4597,303,64,29
219,5285,3963,4592,303,64,29
195,5194,4062,4596,303,64,29
140,5249,4005,4595,303,64,29
71,5108,4158,4601,303,64,29
420,5212,4062,4605,303,64,30
169,5098,4156,4595,303,64,29
40,5087,4153,4588,303,64,29
435,5288,3966,4595,303,64,29
11,5110,4156,4601,303,64,29
342,5272,3998,4603,303,64,29
248,5096,4158,4595,303,64,29
306,5190,4062,4594,303,64,29
334,5094,4156,4593,303,64,29
466,5196,4060,4596,303,64,29
193,5248,4006,4595,303,64,30
449,5254,3998,4594,303,64,29
28,5212,4056,4602,303,64,30
294,5249,3995,4590,303,64,29
163,5170,4062,4584,303,64,29
307,5112,4158,4603,303,64,29
168,5288,3964,4594,303,64,29
10,5292,3966,4597,303,64,29
132,5282,3966,4592,303,64,29
476,5310,3966,4606,303,64,29
460,5254,3996,4593,303,64,29
149,5204,4058,4599,303,64,29
183,5190,4058,4592,303,64,29
174,5104,4156,4598,303,64,29
320,5248,3996,4590,303,64,29
366,5176,4058,4585,303,64,29
268,5207,4061,4602,303,64,30
340,5276,3996,4604,303,64,29
4,5284,3998,4609,303,64,29
339,5102,4152,4595,303,64,29
401,5190,4058,4592,303,64,29
245,5238,3998,4586,303,64,29
234,5208,4062,4603,303,64,29
68,5192,4062,4595,303,64,29
380,5270,3996,4601,303,64,29
187,5190,4062,4594,303,64,29
274,5197,4061,4597,303,64,29
394,5260,3998,4597,303,64,29
486,5094,4158,4594,303,64,29
364,5182,4062,4590,303,64,29
23,5288,3966,4595,303,64,29
354,5194,4062,4596,303,64,29
256,5278,3966,4590,303,64,30
373,5278,3962,4588,303,64,29
50,5106,4152,4597,303,64,29
249,5086,4158,4590,303,64,29
255,5188,4060,4592,303,64,29
484,5284,3966,4593,303,64,29
302,5292,3962,4595,303,64,29
30,5190,4060,4593,303,64,29
275,5177,4069,4591,303,64,29
310,5110,4154,4600,303,64,29
15,5078,4156,4585,303,64,29
416,5100,4158,4597,303,64,29
1,5180,4060,4588,303,64,29
32,5102,4152,4595,303,64,29
