sid,NOT,AND,Level,edges,PI,PO
131,129,660,9,1650,177,128
132,128,674,9,1676,177,128
133,126,681,9,1685,177,128
134,112,662,9,1660,177,128
135,103,695,9,1696,177,128
136,113,668,9,1684,177,128
137,111,667,10,1654,177,128
138,91,701,8,1703,177,128
139,103,702,9,1704,177,128
140,98,688,9,1657,177,128
141,96,694,8,1670,177,128
142,94,706,8,1732,177,128
143,99,630,9,1585,177,128
144,114,657,9,1661,177,128
145,90,666,9,1601,177,128
146,112,641,8,1634,177,128
147,110,652,9,1629,177,128
148,115,695,9,1709,177,128
149,116,635,8,1619,177,128
150,92,695,9,1678,177,128
151,118,679,9,1695,177,128
152,104,697,9,1673,177,128
153,109,645,9,1620,177,128
154,94,675,9,1695,177,128
155,105,706,9,1681,177,128
156,98,704,9,1714,177,128
157,87,699,9,1723,177,128
158,125,666,10,1652,177,128
159,120,658,9,1667,177,128
160,107,671,9,1691,177,128
161,93,700,9,1705,177,128
162,102,655,9,1651,177,128
163,92,665,9,1676,177,128
164,98,657,9,1633,177,128
165,87,680,9,1658,177,128
166,105,664,9,1672,177,128
167,120,658,8,1655,177,128
168,109,647,9,1643,177,128
169,94,688,8,1653,177,128
170,94,674,9,1682,177,128
171,128,654,9,1617,177,128
172,90,702,9,1700,177,128
173,141,679,9,1657,177,128
174,102,692,9,1656,177,128
175,101,652,9,1659,177,128
176,119,673,10,1685,177,128
177,110,670,9,1692,177,128
178,116,635,9,1592,177,128
179,97,699,8,1701,177,128
180,103,650,8,1651,177,128
181,87,685,9,1724,177,128
182,105,651,8,1642,177,128
183,115,645,9,1647,177,128
184,105,663,9,1669,177,128
185,77,684,8,1660,177,128
186,94,671,9,1648,177,128
187,86,653,8,1664,177,128
188,99,647,9,1635,177,128
189,117,624,9,1573,177,128
190,103,699,9,1690,177,128
191,117,706,8,1701,177,128
192,89,680,8,1623,177,128
193,111,708,9,1697,177,128
194,113,647,9,1648,177,128
195,100,688,8,1722,177,128
196,106,710,9,1716,177,128
197,103,696,9,1657,177,128
198,102,646,8,1635,177,128
199,79,697,8,1720,177,128
200,109,655,9,1627,177,128
201,124,654,9,1642,177,128
202,95,700,9,1690,177,128
203,119,682,10,1684,177,128
204,99,640,8,1627,177,128
205,96,685,9,1715,177,128
206,97,697,9,1690,177,128
207,94,698,9,1684,177,128
208,94,680,10,1680,177,128
209,102,642,9,1634,177,128
210,99,712,9,1701,177,128
211,120,660,9,1653,177,128
212,106,710,8,1713,177,128
213,117,656,9,1659,177,128
214,90,683,9,1674,177,128
215,88,634,9,1631,177,128
216,133,659,9,1646,177,128
217,89,706,9,1708,177,128
218,97,691,8,1691,177,128
219,105,632,8,1608,177,128
220,93,699,8,1681,177,128
221,115,641,9,1612,177,128
222,116,731,8,1738,177,128
223,107,655,9,1645,177,128
224,112,654,9,1634,177,128
225,137,694,9,1692,177,128
226,102,698,9,1675,177,128
227,117,661,9,1648,177,128
228,112,696,9,1672,177,128
229,88,685,8,1677,177,128
230,89,721,9,1769,177,128
231,101,667,9,1677,177,128
232,112,705,9,1683,177,128
233,134,670,9,1656,177,128
234,114,634,9,1608,177,128
235,128,670,9,1676,177,128
236,87,680,8,1655,177,128
237,95,699,9,1699,177,128
238,117,657,8,1624,177,128
239,89,692,9,1672,177,128
240,96,687,9,1663,177,128
241,111,643,9,1610,177,128
242,90,634,9,1590,177,128
243,92,696,9,1691,177,128
244,106,709,9,1700,177,128
245,81,669,9,1624,177,128
246,94,694,9,1671,177,128
247,129,675,9,1678,177,128
248,90,690,8,1678,177,128
249,97,696,8,1672,177,128
250,96,704,8,1700,177,128
251,99,677,9,1684,177,128
252,84,688,9,1692,177,128
253,119,668,8,1670,177,128
254,94,682,8,1653,177,128
255,98,627,9,1609,177,128
256,112,637,9,1581,177,128
257,107,642,8,1584,177,128
258,123,683,9,1699,177,128
259,98,702,10,1674,177,128
260,85,687,8,1658,177,128
261,102,668,9,1670,177,128
262,105,652,8,1654,177,128
263,87,653,10,1659,177,128
264,95,662,9,1683,177,128
265,119,676,9,1696,177,128
266,113,691,9,1653,177,128
267,124,670,9,1663,177,128
268,102,668,9,1702,177,128
269,101,684,9,1672,177,128
270,126,691,8,1699,177,128
271,138,683,9,1688,177,128
272,93,706,9,1693,177,128
273,104,640,8,1611,177,128
274,126,650,9,1632,177,128
275,112,655,9,1631,177,128
276,127,666,9,1648,177,128
277,82,688,9,1688,177,128
278,91,703,9,1711,177,128
279,118,651,9,1620,177,128
280,95,694,9,1699,177,128
281,115,660,9,1654,177,128
282,114,641,9,1605,177,128
283,109,651,9,1628,177,128
284,91,676,9,1669,177,128
285,95,669,9,1677,177,128
286,110,689,8,1716,177,128
287,89,675,9,1654,177,128
288,117,665,9,1679,177,128
289,107,638,8,1639,177,128
290,83,680,8,1662,177,128
291,89,692,9,1697,177,128
292,89,641,9,1641,177,128
293,111,663,8,1673,177,128
294,95,686,9,1679,177,128
295,126,672,9,1676,177,128
296,105,711,9,1703,177,128
297,121,661,8,1669,177,128
298,101,686,9,1667,177,128
299,110,686,9,1720,177,128
300,105,650,8,1623,177,128
301,105,653,8,1662,177,128
302,106,674,9,1687,177,128
303,87,689,8,1682,177,128
304,120,712,10,1706,177,128
305,107,655,9,1641,177,128
306,119,673,9,1682,177,128
307,93,713,9,1718,177,128
308,103,697,8,1690,177,128
309,95,629,9,1622,177,128
310,92,699,9,1705,177,128
311,98,702,8,1684,177,128
312,106,661,9,1668,177,128
313,116,630,8,1594,177,128
314,98,717,9,1706,177,128
315,105,692,9,1720,177,128
316,91,690,8,1677,177,128
317,102,671,9,1675,177,128
318,111,720,8,1720,177,128
319,77,686,9,1712,177,128
320,104,702,9,1686,177,128
321,104,656,8,1631,177,128
322,100,652,8,1632,177,128
323,100,703,9,1677,177,128
324,87,709,9,1733,177,128
325,94,675,8,1666,177,128
326,128,666,9,1667,177,128
327,111,690,9,1669,177,128
328,84,689,8,1687,177,128
329,87,697,9,1707,177,128
330,102,697,8,1676,177,128
331,98,705,9,1692,177,128
332,106,655,9,1667,177,128
333,105,691,8,1663,177,128
334,102,684,9,1632,177,128
335,118,704,9,1663,177,128
336,116,656,9,1658,177,128
337,83,696,9,1672,177,128
338,111,674,9,1701,177,128
339,109,695,9,1653,177,128
340,96,695,8,1663,177,128
341,109,656,9,1641,177,128
342,111,716,9,1703,177,128
343,117,660,8,1653,177,128
344,127,662,9,1658,177,128
345,121,649,9,1636,177,128
346,126,658,9,1660,177,128
347,102,709,9,1700,177,128
348,133,668,9,1643,177,128
349,87,681,9,1680,177,128
350,105,643,9,1625,177,128
351,96,648,8,1624,177,128
352,92,700,8,1683,177,128
353,84,684,9,1650,177,128
354,114,681,8,1683,177,128
355,103,697,9,1735,177,128
356,115,661,9,1648,177,128
357,86,708,9,1738,177,128
358,109,698,8,1724,177,128
359,120,669,8,1678,177,128
360,111,664,9,1664,177,128
361,108,660,9,1639,177,128
362,103,705,9,1688,177,128
363,117,638,9,1601,177,128
364,90,662,8,1664,177,128
365,98,694,8,1699,177,128
366,112,642,9,1620,177,128
367,75,666,8,1694,177,128
368,110,672,9,1689,177,128
369,85,674,9,1652,177,128
370,86,687,9,1664,177,128
371,100,706,9,1728,177,128
372,102,635,9,1621,177,128
373,90,652,8,1653,177,128
374,94,702,9,1730,177,128
375,88,676,8,1637,177,128
376,116,664,9,1668,177,128
377,120,662,9,1639,177,128
378,115,692,8,1702,177,128
379,106,665,9,1645,177,128
380,91,706,8,1724,177,128
381,110,652,9,1647,177,128
382,95,689,9,1722,177,128
383,98,688,9,1679,177,128
384,113,644,9,1644,177,128
385,95,709,8,1733,177,128
386,98,675,10,1625,177,128
387,111,665,8,1690,177,128
388,100,674,9,1637,177,128
389,82,701,10,1691,177,128
390,79,676,9,1660,177,128
391,87,697,9,1680,177,128
392,93,688,9,1647,177,128
393,93,672,9,1642,177,128
394,109,712,9,1703,177,128
395,114,638,9,1627,177,128
396,104,691,9,1636,177,128
397,105,712,9,1709,177,128
398,96,699,9,1673,177,128
399,97,699,9,1686,177,128
400,86,684,8,1659,177,128
401,122,654,9,1624,177,128
402,93,693,9,1653,177,128
403,118,708,9,1678,177,128
404,96,691,9,1671,177,128
405,124,682,9,1681,177,128
406,98,712,9,1708,177,128
407,125,663,9,1668,177,128
408,99,695,9,1661,177,128
409,105,650,9,1632,177,128
410,108,645,9,1626,177,128
411,92,686,8,1658,177,128
412,110,695,8,1682,177,128
413,111,645,8,1621,177,128
414,81,700,8,1728,177,128
415,102,711,9,1710,177,128
416,95,674,9,1640,177,128
417,109,659,10,1659,177,128
418,91,655,9,1616,177,128
419,107,651,9,1618,177,128
420,125,665,9,1659,177,128
421,103,681,8,1684,177,128
422,99,691,8,1663,177,128
423,124,658,9,1621,177,128
424,93,696,9,1680,177,128
425,118,659,9,1656,177,128
426,101,715,9,1740,177,128
427,101,712,9,1716,177,128
428,107,716,9,1768,177,128
429,101,649,9,1635,177,128
430,85,698,9,1737,177,128
431,92,696,9,1684,177,128
432,123,651,9,1613,177,128
433,98,706,9,1700,177,128
434,82,676,9,1618,177,128
435,108,646,9,1629,177,128
436,99,689,9,1665,177,128
437,124,668,8,1660,177,128
438,126,671,8,1673,177,128
439,107,719,9,1729,177,128
440,92,675,9,1632,177,128
441,117,692,9,1781,177,128
442,97,689,9,1674,177,128
443,88,684,8,1663,177,128
444,131,679,9,1680,177,128
445,122,679,9,1684,177,128
446,105,711,9,1688,177,128
447,117,636,9,1599,177,128
448,101,703,8,1681,177,128
449,109,707,9,1700,177,128
450,118,734,9,1750,177,128
451,108,662,8,1683,177,128
452,96,709,9,1677,177,128
453,108,639,8,1622,177,128
454,87,664,9,1591,177,128
455,98,681,9,1718,177,128
456,82,669,9,1622,177,128
457,122,686,9,1681,177,128
458,89,686,8,1674,177,128
459,131,667,9,1667,177,128
460,95,695,9,1667,177,128
461,91,686,9,1655,177,128
462,104,650,9,1616,177,128
463,97,701,8,1698,177,128
464,102,636,8,1602,177,128
465,93,696,9,1702,177,128
466,117,652,8,1613,177,128
467,89,679,9,1704,177,128
468,86,676,8,1642,177,128
469,96,664,9,1661,177,128
470,97,693,9,1670,177,128
471,94,691,9,1675,177,128
472,108,607,8,1574,177,128
473,96,712,9,1727,177,128
474,119,683,9,1692,177,128
475,110,723,9,1762,177,128
476,93,685,9,1723,177,128
477,119,691,9,1725,177,128
478,109,695,9,1684,177,128
479,124,647,9,1621,177,128
480,112,709,9,1700,177,128
481,94,682,8,1641,177,128
482,93,673,8,1624,177,128
483,104,701,9,1665,177,128
484,114,670,9,1664,177,128
485,124,662,8,1676,177,128
486,94,684,9,1659,177,128
487,98,697,9,1685,177,128
488,131,669,9,1652,177,128
489,105,655,9,1646,177,128
490,119,668,9,1688,177,128
491,120,714,8,1701,177,128
492,105,705,9,1710,177,128
493,144,655,9,1622,177,128
494,107,685,9,1643,177,128
495,116,705,9,1700,177,128
496,131,660,9,1624,177,128
497,123,656,9,1637,177,128
498,94,677,9,1648,177,128
499,87,701,9,1696,177,128
