sid,BUFF,NOT,AND,PI,PO,LP
491,9115,14882,10930,2339,2137,10
77,10947,13034,10922,2339,2137,11
55,10880,13157,10950,2339,2137,11
407,11081,13104,11024,2339,2137,11
5,9828,14167,10929,2339,2137,10
387,10261,13742,10933,2339,2137,11
217,9697,14288,10924,2339,2137,11
179,9128,14895,10943,2339,2137,10
336,11074,13123,11030,2339,2137,11
94,10918,13083,10932,2339,2137,11
164,10258,13715,10918,2339,2137,11
103,10968,13047,10939,2339,2137,11
93,9941,14216,11010,2339,2137,11
474,10361,13848,11036,2339,2137,11
159,9801,14430,11047,2339,2137,11
36,10164,13889,10958,2339,2137,11
406,9423,14752,11019,2339,2137,11
144,11091,12868,10911,2339,2137,11
375,9811,14166,10920,2339,2137,10
79,10119,14074,11028,2339,2137,11
471,9133,14872,10934,2339,2137,11
441,10021,14336,11110,2339,2137,11
230,10509,13498,10935,2339,2137,11
390,8989,15002,10927,2339,2137,11
347,9517,14728,11054,2339,2137,11
324,8957,15056,10938,2339,2137,11
72,10164,14061,11044,2339,2137,11
38,10936,13039,10919,2339,2137,10
153,10213,13774,10925,2339,2137,11
186,8847,15358,11034,2339,2137,11
167,10928,13059,10925,2339,2137,10
101,11071,13132,11033,2339,2137,11
270,11093,12898,10927,2339,2137,11
147,10216,13803,10941,2339,2137,11
106,10147,14032,11021,2339,2137,11
343,10944,13063,10935,2339,2137,10
184,11081,12926,10935,2339,2137,11
112,11252,12923,11019,2339,2137,11
201,10799,13450,11056,2339,2137,11
213,10182,13901,10973,2339,2137,11
477,11151,12920,10967,2339,2137,11
107,10161,14024,11024,2339,2137,11
104,10641,13614,11059,2339,2137,11
127,10253,13730,10923,2339,2137,11
160,10155,13850,10934,2339,2137,10
325,8522,15725,11055,2339,2137,11
35,10237,13812,10956,2339,2137,11
462,11073,12904,10920,2339,2137,10
272,9063,14958,10942,2339,2137,11
180,10140,13885,10944,2339,2137,10
13,8512,15759,11067,2339,2137,11
61,11151,12848,10931,2339,2137,11
222,10245,13780,10944,2339,2137,11
430,9838,14157,10929,2339,2137,10
196,10316,13727,10953,2339,2137,11
116,9410,14759,11016,2339,2137,11
157,10510,13515,10944,2339,2137,11
370,8913,15072,10924,2339,2137,11
349,9635,14438,10968,2339,2137,11
134,11315,12882,11030,2339,2137,11
313,10224,13821,10954,2339,2137,11
45,9678,14493,11017,2339,2137,11
365,10145,14042,11025,2339,2137,11
172,9125,14870,10929,2339,2137,11
244,10137,14040,11020,2339,2137,11
309,11323,12878,11032,2339,2137,11
498,8881,15102,10923,2339,2137,11
262,11071,12908,10921,2339,2137,11
212,9102,14871,10918,2339,2137,11
200,9852,14321,11018,2339,2137,11
49,9760,14441,11032,2339,2137,11
95,9812,14393,11034,2339,2137,11
298,9387,14808,11029,2339,2137,11
6,9755,14442,11030,2339,2137,11
431,8967,15036,10933,2339,2137,11
360,9835,14368,11033,2339,2137,11
331,8981,15028,10936,2339,2137,11
59,9597,14596,11028,2339,2137,11
227,10352,13667,10941,2339,2137,11
454,9535,14648,11023,2339,2137,11
9,9782,14229,10937,2339,2137,11
243,10520,13511,10947,2339,2137,11
385,10493,13520,10938,2339,2137,11
170,9824,14397,11042,2339,2137,11
277,9673,14350,10943,2339,2137,11
121,9811,14178,10926,2339,2137,11
480,10104,14091,11029,2339,2137,11
481,9621,14392,10938,2339,2137,11
299,10484,13529,10938,2339,2137,11
291,8877,15340,11040,2339,2137,11
130,10349,13822,11017,2339,2137,11
412,9826,14171,10930,2339,2137,11
485,10152,13857,10936,2339,2137,11
358,8959,15058,10940,2339,2137,11
29,8430,15543,10918,2339,2137,11
136,10136,13861,10930,2339,2137,11
56,10184,14023,11035,2339,2137,11
215,10105,13892,10930,2339,2137,10
52,8818,15391,11036,2339,2137,11
156,8289,15698,10925,2339,2137,11
260,9777,14236,10938,2339,2137,11
411,9049,14964,10938,2339,2137,11
209,11081,13114,11029,2339,2137,11
312,10088,14097,11024,2339,2137,11
286,11087,12930,10940,2339,2137,11
206,8973,15006,10921,2339,2137,11
410,10944,13067,10937,2339,2137,11
405,11255,12998,11058,2339,2137,11
414,9124,14873,10930,2339,2137,10
199,10526,13505,10947,2339,2137,11
367,10262,13723,10924,2339,2137,10
176,11127,12904,10947,2339,2137,11
109,10247,13954,11032,2339,2137,11
246,9614,14465,10971,2339,2137,11
69,9845,14142,10925,2339,2137,11
133,10811,13360,11017,2339,2137,11
329,10510,13487,10930,2339,2137,11
216,10749,13484,11048,2339,2137,11
105,9352,14811,11013,2339,2137,11
279,10076,13929,10934,2339,2137,11
210,10528,13493,10942,2339,2137,11
497,10925,13062,10925,2339,2137,10
240,9439,14778,11040,2339,2137,11
37,11312,12881,11028,2339,2137,11
192,8919,15092,10937,2339,2137,11
308,8932,15091,10943,2339,2137,11
258,11038,13219,11060,2339,2137,11
257,10657,13504,11012,2339,2137,11
233,11267,12926,11028,2339,2137,11
223,10191,13876,10965,2339,2137,11
395,10385,13616,10932,2339,2137,11
114,9115,14886,10932,2339,2137,11
266,9559,14634,11028,2339,2137,11
118,11084,12917,10932,2339,2137,11
20,10679,13508,11025,2339,2137,11
51,9856,14321,11020,2339,2137,11
102,8677,15516,11028,2339,2137,11
432,11394,12803,11030,2339,2137,11
386,8835,15300,10999,2339,2137,11
250,8904,15113,10940,2339,2137,11
337,9756,14295,10957,2339,2137,11
92,9176,14879,10959,2339,2137,11
12,9638,14357,10929,2339,2137,11
225,10934,13095,10946,2339,2137,11
490,11332,12871,11033,2339,2137,11
2,10036,14043,10971,2339,2137,11
66,9632,14377,10936,2339,2137,11
27,9732,14277,10936,2339,2137,11
377,9841,14344,11024,2339,2137,11
479,9718,14539,11060,2339,2137,11
254,9637,14448,10974,2339,2137,11
318,8981,15002,10923,2339,2137,10
185,9784,14233,10940,2339,2137,11
489,10921,13096,10940,2339,2137,11
321,11085,12920,10934,2339,2137,11
269,8472,15559,10947,2339,2137,11
18,10516,13471,10925,2339,2137,10
73,8749,15470,11041,2339,2137,11
238,10928,13063,10927,2339,2137,10
178,10933,13058,10927,2339,2137,10
488,10192,13991,11023,2339,2137,11
142,9787,14258,10954,2339,2137,11
48,10256,13769,10944,2339,2137,11
357,9649,14374,10943,2339,2137,11
363,10881,13114,10929,2339,2137,11
8,11085,12936,10942,2339,2137,11
108,10935,13080,10939,2339,2137,11
202,8434,15583,10940,2339,2137,11
125,11122,12857,10921,2339,2137,10
283,10132,13855,10925,2339,2137,10
39,8293,15730,10943,2339,2137,11
333,9076,14999,10969,2339,2137,11
281,11216,12787,10933,2339,2137,11
171,10163,14048,11037,2339,2137,11
89,10083,13932,10939,2339,2137,11
123,11057,12908,10914,2339,2137,11
423,10124,13867,10927,2339,2137,10
46,11275,12984,11061,2339,2137,11
53,10803,13358,11012,2339,2137,11
151,11084,12927,10937,2339,2137,11
82,10357,13622,10921,2339,2137,10
296,9495,14702,11030,2339,2137,11
425,10802,13413,11039,2339,2137,11
3,10801,13372,11018,2339,2137,11
271,10832,13343,11019,2339,2137,11
350,10982,13039,10942,2339,2137,11
457,10912,13079,10927,2339,2137,10
418,9531,14668,11031,2339,2137,11
330,10400,13639,10951,2339,2137,11
161,10393,13612,10934,2339,2137,11
203,11085,12940,10944,2339,2137,10
440,8469,15558,10945,2339,2137,11
376,10902,13097,10931,2339,2137,11
204,11131,12880,10937,2339,2137,11
229,9763,14242,10934,2339,2137,11
455,10056,13953,10936,2339,2137,11
493,10821,13370,11027,2339,2137,11
403,8733,15470,11033,2339,2137,11
83,9524,14669,11028,2339,2137,11
445,10653,13486,11001,2339,2137,11
422,9776,14241,10940,2339,2137,11
207,9354,14809,11013,2339,2137,11
494,8715,15450,11014,2339,2137,11
231,11189,12794,10923,2339,2137,11
473,8984,15039,10943,2339,2137,11
391,9776,14249,10944,2339,2137,11
148,8723,15532,11059,2339,2137,11
75,8731,15472,11033,2339,2137,11
198,10727,13466,11028,2339,2137,11
450,8446,15595,10952,2339,2137,11
265,11101,13078,11021,2339,2137,11
261,9742,14453,11029,2339,2137,11
319,9675,14366,10952,2339,2137,11
317,10124,13881,10934,2339,2137,11
21,8248,15809,10960,2339,2137,11
85,8717,15454,11017,2339,2137,11
76,10198,13839,10950,2339,2137,11
426,10352,13857,11036,2339,2137,11
131,10773,13458,11047,2339,2137,11
96,10042,14143,11024,2339,2137,11
289,11125,12902,10945,2339,2137,11
88,9651,14374,10944,2339,2137,11
393,8292,15897,11026,2339,2137,11
436,9382,14807,11026,2339,2137,11
297,11100,12889,10926,2339,2137,10
368,10113,13866,10921,2339,2137,10
0,9107,14888,10929,2339,2137,10
399,8729,15468,11030,2339,2137,11
60,8808,15399,11035,2339,2137,11
451,10137,13862,10931,2339,2137,11
7,9681,14316,10930,2339,2137,10
16,11317,12958,11069,2339,2137,11
158,11291,12906,11030,2339,2137,11
263,11094,12899,10928,2339,2137,11
327,10257,13948,11034,2339,2137,11
135,9770,14237,10935,2339,2137,11
389,9781,14226,10935,2339,2137,11
143,9889,14298,11025,2339,2137,11
304,9666,14367,10948,2339,2137,11
22,10935,13060,10929,2339,2137,11
353,9402,14801,11033,2339,2137,11
359,10121,13880,10932,2339,2137,11
352,8995,15024,10941,2339,2137,11
267,10926,13059,10924,2339,2137,10
383,9506,14669,11019,2339,2137,11
145,8988,15011,10931,2339,2137,11
117,9523,14668,11027,2339,2137,11
371,8660,15579,11051,2339,2137,11
177,10142,13861,10933,2339,2137,11
459,10373,13616,10926,2339,2137,11
470,8462,15607,10966,2339,2137,11
288,10030,14043,10968,2339,2137,11
191,9794,14191,10924,2339,2137,11
469,11300,12909,11036,2339,2137,11
381,10138,14065,11033,2339,2137,11
463,9788,14189,10920,2339,2137,10
25,9981,14198,11021,2339,2137,11
448,8919,15088,10935,2339,2137,11
139,10316,13727,10953,2339,2137,11
487,8992,15017,10936,2339,2137,11
259,9070,14929,10931,2339,2137,11
78,8520,15667,11025,2339,2137,11
58,10098,13915,10938,2339,2137,11
165,9785,14240,10944,2339,2137,11
208,9546,14657,11033,2339,2137,11
278,9824,14191,10939,2339,2137,11
129,10793,13484,11070,2339,2137,11
188,11321,12928,11056,2339,2137,11
356,10046,13963,10936,2339,2137,11
228,9438,14721,11011,2339,2137,11
87,8984,15193,11020,2339,2137,11
443,9814,14165,10921,2339,2137,10
235,11092,13073,11014,2339,2137,11
70,10088,14089,11020,2339,2137,11
315,10250,13749,10931,2339,2137,11
311,9109,14880,10926,2339,2137,11
120,10958,13039,10930,2339,2137,11
396,9659,14344,10933,2339,2137,11
220,9677,14330,10935,2339,2137,10
282,10054,13953,10935,2339,2137,11
47,9661,14322,10923,2339,2137,11
74,10655,13590,11054,2339,2137,11
341,11267,12986,11058,2339,2137,11
417,10147,14060,11035,2339,2137,11
374,8872,15377,11056,2339,2137,11
86,10063,13956,10941,2339,2137,11
400,9759,14254,10938,2339,2137,11
362,9657,14398,10959,2339,2137,11
287,10424,13587,10937,2339,2137,11
285,10946,13021,10915,2339,2137,11
303,10527,13490,10940,2339,2137,11
253,10078,13971,10956,2339,2137,11
141,9744,14315,10961,2339,2137,11
444,10500,13495,10929,2339,2137,11
155,8848,15301,11006,2339,2137,11
31,11077,13112,11026,2339,2137,11
65,9705,14562,11065,2339,2137,11
173,10847,13340,11025,2339,2137,11
398,9825,14184,10936,2339,2137,11
475,8991,15012,10933,2339,2137,11
236,10512,13529,10952,2339,2137,11
97,9350,14823,11018,2339,2137,11
122,9997,14196,11028,2339,2137,11
26,8484,15705,11026,2339,2137,11
214,9057,15000,10960,2339,2137,11
332,10362,13615,10920,2339,2137,11
295,10679,13490,11016,2339,2137,11
346,10266,13725,10927,2339,2137,11
442,8328,15877,11034,2339,2137,11
280,9759,14498,11060,2339,2137,11
251,10110,13883,10928,2339,2137,10
446,8433,15580,10938,2339,2137,11
252,9494,14757,11057,2339,2137,11
34,10253,13754,10935,2339,2137,11
63,9642,14367,10936,2339,2137,11
247,10179,14010,11026,2339,2137,11
91,9685,14342,10945,2339,2137,11
326,11165,12906,10967,2339,2137,11
453,10922,13143,10964,2339,2137,11
458,10361,13644,10934,2339,2137,11
478,10380,13625,10934,2339,2137,11
239,10367,13636,10933,2339,2137,10
181,10256,13737,10928,2339,2137,11
382,9728,14473,11032,2339,2137,11
301,11130,12901,10947,2339,2137,11
300,11029,13020,10956,2339,2137,11
138,9123,14880,10933,2339,2137,10
433,8452,15595,10955,2339,2137,11
162,11066,12931,10930,2339,2137,11
273,10099,13906,10934,2339,2137,11
408,9659,14406,10964,2339,2137,11
456,10316,13747,10963,2339,2137,11
388,8872,15279,11007,2339,2137,11
80,10358,13837,11029,2339,2137,11
276,10654,13489,11003,2339,2137,11
348,10804,13361,11014,2339,2137,11
111,9114,14865,10921,2339,2137,11
293,10080,13889,10916,2339,2137,11
404,10434,13569,10933,2339,2137,11
146,10277,13702,10921,2339,2137,10
264,10874,13139,10938,2339,2137,11
150,9671,14358,10946,2339,2137,11
496,11101,13102,11033,2339,2137,11
424,10532,13493,10944,2339,2137,11
392,8429,15586,10939,2339,2137,11
292,10028,14223,11057,2339,2137,11
190,8487,15712,11031,2339,2137,11
42,10987,13040,10945,2339,2137,11
41,11248,12959,11035,2339,2137,11
57,11205,12794,10931,2339,2137,11
98,10910,13079,10926,2339,2137,10
218,10357,13612,10916,2339,2137,10
99,11103,13090,11028,2339,2137,11
189,11053,12944,10930,2339,2137,11
166,9765,14464,11046,2339,2137,11
175,10067,14160,11045,2339,2137,11
211,10088,13927,10939,2339,2137,11
335,10237,13986,11043,2339,2137,11
421,10957,13046,10933,2339,2137,11
351,10047,13964,10937,2339,2137,11
290,9737,14338,10969,2339,2137,11
119,9413,14760,11018,2339,2137,11
427,8542,15639,11022,2339,2137,11
221,10260,13723,10923,2339,2137,10
495,9384,14795,11021,2339,2137,11
182,11276,12925,11032,2339,2137,11
44,8988,15005,10928,2339,2137,10
110,9383,14806,11026,2339,2137,11
100,10921,13098,10941,2339,2137,11
314,9386,14793,11021,2339,2137,11
429,10108,13865,10918,2339,2137,11
232,8534,15727,11062,2339,2137,11
84,8992,15073,10964,2339,2137,11
409,10257,13728,10924,2339,2137,10
24,10911,13104,10939,2339,2137,11
344,10411,13606,10940,2339,2137,11
369,10352,13729,10972,2339,2137,11
126,9983,14278,11062,2339,2137,11
226,9432,14781,11038,2339,2137,11
115,10840,13341,11022,2339,2137,11
361,10255,13734,10926,2339,2137,10
323,9504,14669,11018,2339,2137,11
219,10983,13028,10937,2339,2137,11
195,10105,13882,10925,2339,2137,11
140,9811,14232,10953,2339,2137,11
71,9843,14162,10934,2339,2137,10
420,10054,14119,11018,2339,2137,11
169,9675,14304,10921,2339,2137,10
40,9447,14702,11006,2339,2137,11
435,11348,12851,11031,2339,2137,11
11,8720,15503,11043,2339,2137,11
342,10259,13770,10946,2339,2137,11
248,9050,14941,10927,2339,2137,11
306,10132,13891,10943,2339,2137,11
334,8718,15483,11032,2339,2137,11
466,10269,13710,10921,2339,2137,11
193,10173,14008,11022,2339,2137,11
449,9668,14331,10931,2339,2137,10
28,9833,14356,11026,2339,2137,11
294,9645,14336,10922,2339,2137,11
163,10188,14021,11036,2339,2137,11
307,8523,15674,11030,2339,2137,11
168,10955,13026,10922,2339,2137,11
10,11089,12914,10933,2339,2137,11
132,11301,12882,11023,2339,2137,11
476,11086,12941,10945,2339,2137,11
460,10419,13564,10923,2339,2137,11
149,10270,13737,10935,2339,2137,10
183,9799,14418,11040,2339,2137,11
174,8547,15662,11036,2339,2137,11
320,9361,14816,11020,2339,2137,11
366,9999,14170,11016,2339,2137,11
268,10248,13765,10938,2339,2137,11
340,10382,13621,10933,2339,2137,10
4,9666,14365,10947,2339,2137,11
339,8789,15196,10924,2339,2137,11
401,10144,14049,11028,2339,2137,11
245,9809,14214,10943,2339,2137,11
234,10088,13933,10942,2339,2137,11
68,10266,13735,10932,2339,2137,10
380,10535,13486,10942,2339,2137,11
187,10117,13874,10927,2339,2137,11
274,10117,13874,10927,2339,2137,11
394,9356,14819,11019,2339,2137,11
486,8995,15018,10938,2339,2137,11
364,10211,13808,10941,2339,2137,11
23,11033,12962,10929,2339,2137,11
354,10261,13736,10930,2339,2137,10
256,11074,12945,10941,2339,2137,11
373,11308,12873,11022,2339,2137,11
50,8980,14993,10918,2339,2137,10
249,9676,14341,10940,2339,2137,11
255,10007,14194,11032,2339,2137,11
484,11074,12917,10927,2339,2137,11
302,11106,12903,10936,2339,2137,11
30,10091,14170,11062,2339,2137,11
275,9940,14301,11052,2339,2137,11
310,9687,14312,10931,2339,2137,11
15,8830,15427,11060,2339,2137,11
416,9111,14896,10935,2339,2137,10
1,9742,14463,11034,2339,2137,11
32,9114,14859,10918,2339,2137,11
