sid,BUFF,NOT,AND,PI,PO,LP
217,8910,9781,9165,636,361,52
179,8559,9672,8935,636,361,54
336,9398,9149,9093,636,361,52
94,9075,9144,8929,636,361,54
164,8753,9386,8889,636,361,54
103,9386,8993,9009,636,361,53
93,8824,9361,8912,636,361,52
474,8742,9411,8896,636,361,51
159,9205,9572,9208,636,361,51
36,9228,9307,9087,636,361,52
406,8683,9736,9029,636,361,53
144,9590,8793,9011,636,361,53
375,8606,9611,8928,636,361,54
79,8999,9306,8972,636,361,50
471,9017,9420,9038,636,361,50
441,9401,9686,9363,636,361,53
230,9270,9581,9245,636,361,54
390,9146,9227,9006,636,361,54
347,8701,9642,8991,636,361,52
324,9193,9266,9049,636,361,52
72,9004,9565,9104,636,361,52
38,9302,9005,8973,636,361,54
153,8778,9515,8966,636,361,52
186,8811,9630,9040,636,361,51
167,9139,9084,8931,636,361,53
101,9496,9043,9089,636,361,52
270,9224,9071,8967,636,361,52
147,8673,9346,8829,636,361,52
106,8835,9654,9064,636,361,53
343,9517,9060,9108,636,361,54
184,9248,9131,9009,636,361,52
112,9213,9112,8982,636,361,51
201,9512,9173,9162,636,361,54
213,9287,9636,9281,636,361,54
477,9554,9101,9147,636,361,50
107,9038,9411,9044,636,361,53
104,9301,9176,9058,636,361,53
127,8983,9450,9036,636,361,52
160,9455,9260,9177,636,361,52
325,9168,9453,9130,636,361,52
35,8923,9468,9015,636,361,52
462,9342,9011,8996,636,361,52
272,9009,9364,9006,636,361,52
180,9445,9346,9215,636,361,53
13,9052,9377,9034,636,361,52
61,9698,8839,9088,636,361,52
222,9134,9657,9215,636,361,51
430,9247,9206,9046,636,361,53
196,9096,9727,9231,636,361,51
116,8726,9593,8979,636,361,52
157,9203,9730,9286,636,361,54
370,8787,9254,8840,636,361,52
349,8854,9545,9019,636,361,54
134,9465,9140,9122,636,361,54
313,8932,9515,9043,636,361,52
45,8963,9360,8981,636,361,54
365,8837,9584,9030,636,361,52
172,8938,9385,8981,636,361,54
244,9013,9656,9154,636,361,54
309,9329,9022,8995,636,361,51
498,8849,9404,8946,636,361,53
262,9385,8964,8994,636,361,54
212,9054,9397,9045,636,361,54
200,8913,9458,9005,636,361,52
49,9375,9424,9219,636,361,52
95,9276,9587,9251,636,361,53
298,8738,9547,8962,636,361,53
6,9148,9325,9056,636,361,54
431,9244,9423,9153,636,361,54
360,8974,9463,9038,636,361,52
331,9528,9363,9265,636,361,54
59,8894,9679,9106,636,361,54
227,8878,9411,8964,636,361,52
454,9067,9472,9089,636,361,51
9,9174,9249,9031,636,361,54
243,9211,9728,9289,636,361,54
385,9078,9759,9238,636,361,54
170,9123,9388,9075,636,361,51
277,8936,9441,9008,636,361,52
121,8624,9601,8932,636,361,54
480,8611,9718,8984,636,361,50
481,8511,9712,8931,636,361,53
299,8898,9597,9067,636,361,52
291,8780,9553,8986,636,361,50
130,8871,9640,9075,636,361,51
412,9022,9401,9031,636,361,52
485,9295,9522,9228,636,361,54
358,9274,9251,9082,636,361,51
29,8934,9417,8995,636,361,52
136,9153,9288,9040,636,361,53
56,8916,9679,9117,636,361,52
215,9110,9465,9107,636,361,54
52,9004,9481,9062,636,361,52
156,9338,9317,9147,636,361,50
260,9042,9343,9012,636,361,54
411,8981,9532,9076,636,361,52
209,9495,9092,9113,636,361,51
312,8986,9279,8952,636,361,51
286,9614,8967,9110,636,361,54
206,8812,9213,8832,636,361,52
410,9076,9033,8874,636,361,52
405,9374,9135,9074,636,361,52
414,9277,9210,9063,636,361,51
199,9425,9380,9222,636,361,54
367,9098,9425,9081,636,361,53
176,9592,8955,9093,636,361,54
109,9016,9681,9168,636,361,52
246,9034,9471,9072,636,361,52
69,8496,9375,8755,636,361,53
133,9451,9274,9182,636,361,54
329,9334,9707,9340,636,361,54
216,9280,9201,9060,636,361,54
105,8857,9584,9040,636,361,53
279,9199,9352,9095,636,361,53
210,9231,9720,9295,636,361,54
497,8990,9061,8845,636,361,53
240,8825,9728,9096,636,361,54
37,9399,9106,9072,636,361,53
192,8841,9426,8953,636,361,53
308,9194,9327,9080,636,361,54
258,9227,9188,9027,636,361,52
257,9290,9129,9029,636,361,54
233,9391,9088,9059,636,361,53
223,9206,9353,9099,636,361,53
395,9013,9414,9033,636,361,51
114,8921,9494,9027,636,361,53
266,8865,9514,9009,636,361,53
118,9176,9049,8932,636,361,52
20,9444,9121,9102,636,361,52
51,9240,9427,9153,636,361,52
102,8927,9346,8956,636,361,51
432,9288,9115,9021,636,361,52
386,8700,9491,8915,636,361,51
250,9058,9313,9005,636,361,53
337,9698,9049,9193,636,361,52
92,9030,9375,9022,636,361,52
12,8827,9356,8911,636,361,52
225,9546,8979,9082,636,361,52
490,9386,9101,9063,636,361,51
2,9007,9394,9020,636,361,52
66,8977,9320,8968,636,361,52
27,8940,9721,9150,636,361,51
377,8948,9601,9094,636,361,54
479,9171,9364,9087,636,361,53
254,8931,9606,9088,636,361,53
318,9168,9155,8981,636,361,51
185,9558,9203,9200,636,361,52
489,9286,9101,9013,636,361,52
321,9066,9201,8953,636,361,53
269,9029,9638,9153,636,361,51
18,8897,9624,9080,636,361,53
73,9246,9411,9148,636,361,51
238,9299,9070,9004,636,361,52
178,9522,8959,9060,636,361,53
488,9038,9603,9140,636,361,52
142,8866,9467,8986,636,361,53
48,8874,9665,9089,636,361,52
357,8915,9686,9120,636,361,54
363,9539,8886,9032,636,361,52
8,9639,9012,9145,636,361,54
108,9455,8968,9031,636,361,52
202,9538,9365,9271,636,361,52
125,9270,8965,8937,636,361,54
283,8939,9298,8938,636,361,52
39,9237,9364,9120,636,361,52
333,8863,9322,8912,636,361,51
281,9381,9032,9026,636,361,51
171,9073,9608,9160,636,361,51
89,9032,9491,9081,636,361,52
123,9347,8876,8931,636,361,53
423,8967,9320,8963,636,361,53
46,9282,9127,9024,636,361,53
53,9561,9210,9205,636,361,54
151,9465,9074,9089,636,361,51
82,8819,9568,9013,636,361,52
296,8683,9610,8966,636,361,51
425,9380,9199,9109,636,361,54
3,9016,9123,8889,636,361,52
271,9413,9026,9039,636,361,52
350,9596,8949,9092,636,361,52
457,9246,9109,8997,636,361,52
418,8867,9698,9102,636,361,50
330,8526,9675,8920,636,361,51
161,8713,9740,9046,636,361,54
203,9668,8871,9089,636,361,54
440,9066,9447,9076,636,361,52
376,9225,9158,9011,636,361,52
204,9401,8872,8956,636,361,51
229,9030,9585,9127,636,361,53
455,8992,9391,9011,636,361,54
493,9224,9103,8983,636,361,52
403,9024,9387,9025,636,361,52
83,8623,9716,8989,636,361,54
445,9380,9199,9109,636,361,54
422,9038,9491,9084,636,361,53
207,8602,9783,9012,636,361,51
494,9161,9304,9052,636,361,51
231,9515,9010,9082,636,361,52
473,9633,9114,9193,636,361,54
391,9117,9490,9123,636,361,54
148,9272,9359,9135,636,361,51
75,9017,9374,9015,636,361,52
198,9462,9099,9100,636,361,52
450,9289,9456,9192,636,361,51
265,9315,9030,8992,636,361,52
261,9507,9400,9273,636,361,52
319,8826,9767,9116,636,361,54
317,9125,9558,9161,636,361,54
21,8835,9344,8909,636,361,52
85,8866,9321,8913,636,361,51
76,8818,9533,8995,636,361,52
426,9037,9562,9119,636,361,52
131,9118,9113,8935,636,361,53
96,8924,9383,8973,636,361,51
289,9690,8973,9151,636,361,54
88,8906,9825,9185,636,361,53
393,8971,9400,9005,636,361,51
436,8731,9462,8916,636,361,53
297,8901,9102,8821,636,361,53
368,8962,9297,8949,636,361,54
0,8753,9444,8918,636,361,53
399,9121,9326,9043,636,361,54
60,9854,9169,9331,636,361,54
451,9108,9457,9102,636,361,54
7,8660,9445,8872,636,361,53
16,9462,9167,9134,636,361,51
158,9418,9047,9052,636,361,53
263,9496,8961,9048,636,361,53
327,8870,9829,9169,636,361,51
135,9085,9456,9090,636,361,52
389,9382,9037,9029,636,361,53
143,8872,9431,8971,636,361,52
304,8796,9637,9036,636,361,52
22,9186,8937,8881,636,361,53
353,8909,9476,9012,636,361,50
359,9242,9439,9160,636,361,52
352,9784,9293,9358,636,361,54
267,9498,8997,9067,636,361,52
383,8770,9705,9057,636,361,53
145,9236,9161,9018,636,361,52
117,8638,9585,8931,636,361,53
371,8945,9406,8995,636,361,53
177,9078,9457,9087,636,361,54
459,9067,9538,9122,636,361,50
470,9102,9489,9115,636,361,52
288,9110,9443,9096,636,361,54
191,8851,9598,9044,636,361,53
469,9490,9003,9066,636,361,50
381,8958,9405,9001,636,361,51
463,8866,9521,9013,636,361,53
25,9053,9566,9129,636,361,52
448,9070,9267,8988,636,361,52
139,8899,9694,9116,636,361,51
487,9035,9500,9087,636,361,50
259,9282,9303,9112,636,361,54
78,9198,9491,9164,636,361,53
58,8984,9291,8957,636,361,52
165,9237,9294,9085,636,361,54
208,8978,9587,9102,636,361,52
278,8737,9502,8939,636,361,52
129,9554,9189,9191,636,361,52
188,9024,9159,8911,636,361,53
356,8953,9262,8927,636,361,52
228,8767,9606,9006,636,361,52
87,8870,9309,8909,636,361,52
443,9024,9445,9054,636,361,52
235,9263,9126,9014,636,361,53
70,8828,9391,8929,636,361,53
315,8925,9502,9033,636,361,52
311,9122,9413,9087,636,361,53
120,9502,9109,9125,636,361,54
396,9131,9268,9019,636,361,51
220,8889,9490,9009,636,361,52
282,9003,9476,9059,636,361,53
47,8942,9527,9054,636,361,54
74,9305,8994,8969,636,361,51
341,9591,9086,9158,636,361,51
417,8873,9520,9016,636,361,52
374,9305,9590,9267,636,361,54
86,8891,9142,8836,636,361,54
400,9114,9379,9066,636,361,53
362,9112,9641,9196,636,361,52
287,8635,9628,8951,636,361,51
285,9319,9038,8998,636,361,54
303,9079,9858,9288,636,361,54
253,8827,9228,8847,636,361,52
141,8998,9459,9048,636,361,52
444,8932,9509,9040,636,361,52
155,8625,9544,8904,636,361,54
31,9380,9127,9073,636,361,51
65,9445,9414,9249,636,361,50
173,9722,9141,9251,636,361,52
398,8888,9565,9046,636,361,51
475,9595,9220,9227,636,361,54
236,8546,9597,8891,636,361,51
97,8660,9545,8922,636,361,51
122,9411,9440,9245,636,361,52
26,9231,9366,9118,636,361,51
214,9029,9400,9034,636,361,52
332,8957,9480,9038,636,361,51
295,9519,8950,9054,636,361,52
346,8881,9224,8872,636,361,54
442,9125,9400,9082,636,361,52
280,8971,9542,9076,636,361,52
251,9013,9414,9033,636,361,53
446,9321,9388,9174,636,361,53
252,8692,9593,8962,636,361,51
34,9050,9255,8972,636,361,52
63,8758,9747,9072,636,361,52
247,9011,9464,9057,636,361,53
91,8609,9698,8973,636,361,52
326,9377,9166,9091,636,361,50
453,9316,9009,8982,636,361,52
458,8684,9727,9025,636,361,52
478,8612,9407,8829,636,361,53
239,8856,9685,9090,636,361,52
181,8964,9575,9089,636,361,54
382,9043,9388,9035,636,361,53
301,9656,8941,9118,636,361,54
300,8955,9118,8856,636,361,51
138,9215,9404,9129,636,361,52
433,9093,9482,9107,636,361,52
162,9302,9211,9076,636,361,54
273,9023,9234,8948,636,361,52
408,9222,9351,9106,636,361,54
456,8738,9549,8963,636,361,52
388,8817,9684,9070,636,361,51
80,8861,9466,8983,636,361,52
276,9215,9084,8969,636,361,52
348,9549,9086,9137,636,361,54
111,9048,9415,9051,636,361,54
293,9016,9269,8962,636,361,52
404,8624,9909,9086,636,361,51
146,8984,9405,9014,636,361,54
264,9166,9009,8907,636,361,53
150,9117,9526,9141,636,361,52
496,9244,9003,8943,636,361,51
424,9200,9779,9309,636,361,54
392,8997,9448,9042,636,361,53
292,9409,9548,9298,636,361,50
190,9144,9359,9071,636,361,51
42,9370,9155,9082,636,361,52
41,9300,9153,9046,636,361,51
57,9489,8956,9042,636,361,51
98,9311,9170,9060,636,361,52
218,8903,9582,9062,636,361,53
99,9413,9072,9062,636,361,54
189,9241,9236,9058,636,361,50
166,9309,9494,9221,636,361,50
175,8895,9372,8953,636,361,53
211,9022,9373,9017,636,361,52
335,8661,9904,9102,636,361,50
421,9534,9021,9097,636,361,54
351,9076,9337,9026,636,361,52
290,8881,9428,8974,636,361,54
119,8746,9635,9010,636,361,52
427,9126,9249,9007,636,361,52
221,8630,9463,8866,636,361,52
495,8884,9397,8960,636,361,51
182,9436,9117,9096,636,361,50
44,9316,9129,9042,636,361,52
110,8994,9613,9123,636,361,52
100,9319,9104,9031,636,361,52
314,8814,9507,8980,636,361,52
429,8780,9279,8849,636,361,53
232,9210,9287,9068,636,361,52
84,10080,9239,9479,636,361,54
409,8758,9449,8923,636,361,54
24,9292,9075,9003,636,361,52
344,9091,9578,9154,636,361,51
369,8868,9623,9065,636,361,54
126,8961,9890,9245,636,361,54
226,8847,9616,9051,636,361,51
115,9652,9159,9225,636,361,52
361,8770,9513,8961,636,361,52
323,8852,9539,9015,636,361,52
219,9236,9081,8978,636,361,52
195,9087,9232,8979,636,361,51
140,8984,9469,9046,636,361,52
71,9472,9019,9065,636,361,52
420,8981,9580,9100,636,361,53
169,8911,9316,8933,636,361,52
40,8810,9591,9020,636,361,52
435,9038,9195,8936,636,361,53
11,9117,9550,9153,636,361,50
342,8813,9750,9101,636,361,53
248,8909,9388,8968,636,361,53
306,9280,9293,9106,636,361,54
334,9213,9468,9160,636,361,52
466,8816,9493,8974,636,361,54
193,8734,9745,9059,636,361,52
449,8726,9567,8966,636,361,54
28,8931,9552,9061,636,361,51
294,8703,9672,9007,636,361,54
163,8826,9435,8950,636,361,51
307,8981,9474,9047,636,361,52
168,9153,9058,8925,636,361,54
10,9363,8970,8986,636,361,54
132,9473,9028,9070,636,361,52
476,9877,8770,9143,636,361,54
460,8941,9698,9139,636,361,51
149,9233,9370,9121,636,361,52
183,9386,9507,9266,636,361,52
174,9365,9430,9217,636,361,50
320,8807,9700,9073,636,361,51
366,8595,9514,8874,636,361,53
268,8785,9574,8999,636,361,54
340,8848,9571,9029,636,361,52
4,8839,9708,9093,636,361,52
339,9181,9380,9100,636,361,54
401,9098,9623,9180,636,361,51
245,8975,9460,9037,636,361,51
234,9014,9373,9013,636,361,53
68,8982,9367,8994,636,361,54
380,9258,9665,9281,636,361,54
187,8974,9427,9020,636,361,54
274,9070,9213,8961,636,361,53
394,8813,9620,9036,636,361,54
486,9079,9520,9119,636,361,50
364,8843,9408,8945,636,361,52
23,9242,8953,8917,636,361,54
354,9075,9316,9015,636,361,52
256,9260,9141,9020,636,361,51
373,9203,9082,8962,636,361,51
50,9238,9263,9070,636,361,52
249,8982,9359,8990,636,361,54
255,8883,9590,9056,636,361,52
484,9460,9075,9087,636,361,54
302,9143,9128,8955,636,361,52
30,8929,9532,9050,636,361,53
275,8927,9418,8992,636,361,52
310,8958,9399,8998,636,361,53
15,8854,9387,8940,636,361,52
416,9108,9169,8958,636,361,52
1,9059,9452,9075,636,361,51
32,8966,9305,8955,636,361,53
