sid,NOT,AND,Level,edges,PI,PO
66,2179,19341,235,49684,32,32
67,2054,18320,250,47166,32,32
68,2137,18642,247,47559,32,32
69,1992,17918,249,46489,32,32
70,2177,19252,240,48656,32,32
71,1911,17711,251,46089,32,32
72,1943,17980,248,46646,32,32
73,2115,18600,242,48431,32,32
74,2120,18658,238,48390,32,32
75,2022,18072,250,46907,32,32
76,2066,18104,256,46890,32,32
77,2132,19597,241,49416,32,32
78,1851,17390,254,45302,32,32
79,2017,17937,246,46535,32,32
80,1896,17547,255,45797,32,32
81,2115,18695,250,47648,32,32
82,1838,17330,253,45142,32,32
83,1912,17528,258,45633,32,32
84,2121,18367,253,47386,32,32
85,2119,18586,248,47472,32,32
86,2187,18906,242,48427,32,32
87,1959,17862,253,46288,32,32
88,1968,17774,255,45939,32,32
89,2108,18607,256,47689,32,32
90,2139,18683,249,47842,32,32
91,1980,17955,247,46890,32,32
92,2069,18550,239,48082,32,32
93,2196,18765,238,48516,32,32
94,2142,18751,246,47786,32,32
95,2400,19320,245,49092,32,32
96,2250,19696,236,49776,32,32
97,2108,18595,239,48050,32,32
98,1980,17902,248,46427,32,32
99,2230,18920,246,48509,32,32
100,2019,18081,260,46253,32,32
101,2016,17977,254,46244,32,32
102,2137,18310,250,47374,32,32
103,1963,17896,248,46416,32,32
104,2152,18649,249,47839,32,32
105,2118,18546,255,47624,32,32
106,1943,17920,261,46359,32,32
107,2018,18023,256,46492,32,32
108,2107,20024,235,50762,32,32
109,2012,17965,256,46065,32,32
110,2116,18623,246,47716,32,32
111,1852,17367,253,45251,32,32
112,2124,18223,255,47113,32,32
113,2011,18085,245,46693,32,32
114,1846,17358,255,45186,32,32
115,1970,17978,262,46092,32,32
116,1883,17717,249,46141,32,32
117,2247,19210,240,49106,32,32
118,2111,18658,248,47486,32,32
119,1928,17731,249,46404,32,32
120,2017,18205,248,47053,32,32
121,2140,18903,233,49109,32,32
122,1967,17970,251,46524,32,32
123,2112,18230,248,47224,32,32
124,2083,18213,250,47453,32,32
125,2113,18095,248,46755,32,32
126,1966,17250,266,44425,32,32
127,1917,17952,252,46480,32,32
128,2209,19084,238,48497,32,32
129,2042,18198,253,47049,32,32
130,1919,17614,257,45707,32,32
131,2119,18305,248,47217,32,32
132,2029,18306,257,46998,32,32
133,2015,17927,250,46539,32,32
134,2200,18601,249,47467,32,32
135,2073,18167,249,46927,32,32
136,1920,17775,262,45934,32,32
137,2078,18826,253,47994,32,32
138,1950,18074,253,46489,32,32
139,1852,17284,263,44760,32,32
140,1968,17944,259,46237,32,32
141,1996,18087,257,46361,32,32
142,1874,17381,257,45252,32,32
143,2163,19248,242,48875,32,32
144,1972,18012,259,46270,32,32
145,1982,18019,252,46911,32,32
146,2112,18515,250,47396,32,32
147,2265,19846,238,50022,32,32
148,2069,18692,251,47916,32,32
149,2120,18531,249,47341,32,32
150,1923,17829,263,45941,32,32
151,2080,18419,252,47687,32,32
152,2082,18314,254,47457,32,32
153,2132,18757,251,47899,32,32
154,1977,17859,249,46496,32,32
155,2018,18100,249,47001,32,32
156,2034,17824,257,45858,32,32
157,1967,18060,254,46921,32,32
158,2083,18989,244,48768,32,32
159,2085,18263,258,46893,32,32
160,1959,17969,259,46428,32,32
161,1826,17367,254,45238,32,32
162,2148,18950,247,48281,32,32
163,2218,19874,236,50910,32,32
164,2171,19501,239,49255,32,32
165,1899,17605,249,45938,32,32
166,2185,18892,237,48491,32,32
167,2200,19040,250,48349,32,32
168,1969,17917,258,46075,32,32
169,2095,18115,247,46774,32,32
170,2139,18487,246,47469,32,32
171,1909,17567,258,45691,32,32
172,1890,17492,254,45449,32,32
173,1923,17486,257,45407,32,32
174,1869,17518,257,45628,32,32
175,1942,17834,250,46449,32,32
176,1983,17750,261,45789,32,32
177,1804,17580,263,45819,32,32
178,2207,19068,239,48863,32,32
179,2023,17937,259,46049,32,32
180,1970,17699,256,45794,32,32
181,2130,18798,247,47828,32,32
182,1953,17961,258,46412,32,32
183,1878,17681,262,45738,32,32
184,2025,18050,249,46776,32,32
185,1837,17249,259,45046,32,32
186,1981,17954,253,46733,32,32
187,2061,18466,250,47204,32,32
188,2132,19450,242,49398,32,32
189,2177,18860,253,48075,32,32
190,1951,17651,259,45581,32,32
191,2028,18102,259,46395,32,32
192,2098,18505,252,47308,32,32
193,1987,18026,244,46660,32,32
194,1958,17840,260,46037,32,32
195,2094,18479,239,47368,32,32
196,1944,17800,259,45924,32,32
197,2064,18082,247,46891,32,32
198,2107,18520,249,47517,32,32
199,1854,17709,253,46224,32,32
200,2199,18626,250,47439,32,32
201,2182,18680,246,47525,32,32
202,1937,17797,260,45941,32,32
203,1937,17905,251,46424,32,32
204,2210,19944,236,50192,32,32
205,1966,17748,261,45963,32,32
206,2130,18368,245,46957,32,32
207,1941,17866,249,46575,32,32
208,2044,18160,244,46927,32,32
209,2134,18298,248,47264,32,32
210,2023,18221,255,46888,32,32
211,1946,17845,252,46640,32,32
212,1932,17781,261,45848,32,32
213,1985,17491,254,45356,32,32
214,1880,17780,248,46242,32,32
215,2020,18118,260,46467,32,32
216,2103,18536,240,47881,32,32
217,1852,17196,261,44711,32,32
218,1967,17937,251,46480,32,32
219,2153,20121,238,50723,32,32
220,2088,17978,247,46490,32,32
221,2123,18311,250,47341,32,32
222,1947,17716,255,45842,32,32
223,2294,19043,239,48817,32,32
224,2049,18098,245,46846,32,32
225,1876,17545,259,45681,32,32
226,1921,17956,248,46795,32,32
227,2028,18006,244,46737,32,32
228,2146,18786,248,47862,32,32
229,2005,18151,249,47025,32,32
230,1970,17985,254,46675,32,32
231,2120,18659,248,47633,32,32
232,2144,18671,253,47848,32,32
233,1925,17913,250,46445,32,32
234,2041,18669,252,47954,32,32
235,2128,18593,245,47975,32,32
236,1972,17890,261,46045,32,32
237,2065,18266,252,46835,32,32
238,1965,17968,252,46388,32,32
239,1814,17328,261,44871,32,32
240,1925,17489,257,45241,32,32
241,2104,18396,250,47676,32,32
242,2097,18373,243,47574,32,32
243,1980,17985,252,46616,32,32
244,1866,17359,256,45403,32,32
245,2067,18166,241,46958,32,32
246,2093,18688,252,47874,32,32
247,1977,17955,261,46280,32,32
248,2023,18314,255,47333,32,32
249,2059,18829,233,49163,32,32
250,1854,17450,255,45523,32,32
251,2023,18191,254,46881,32,32
252,2030,17881,252,46437,32,32
253,2067,18827,242,48177,32,32
254,1950,17789,260,45887,32,32
255,2181,18641,249,47532,32,32
256,2235,19292,245,48871,32,32
257,2276,19295,244,48965,32,32
258,1926,17497,254,45478,32,32
259,1994,17791,245,46432,32,32
260,1942,17911,252,46424,32,32
261,1963,17725,257,45691,32,32
262,2057,18339,258,46987,32,32
263,2077,18315,256,46784,32,32
264,2248,19238,243,48698,32,32
265,2139,18607,253,47673,32,32
266,2061,18318,254,46843,32,32
267,2014,18057,248,46699,32,32
268,2195,19386,239,49339,32,32
269,2063,17988,248,46678,32,32
270,2091,18408,254,47317,32,32
271,2048,17992,255,46547,32,32
272,1999,18013,245,46824,32,32
273,2167,19289,242,48929,32,32
274,1996,18627,248,47469,32,32
275,2205,19097,243,48964,32,32
276,2180,18962,238,48753,32,32
277,1915,17809,253,46293,32,32
278,1804,17511,259,45610,32,32
279,1993,18156,254,46996,32,32
280,2062,18130,250,46883,32,32
281,2116,18605,243,48132,32,32
282,2201,19104,236,48983,32,32
283,2012,18035,249,46953,32,32
284,2096,18686,249,47987,32,32
285,2158,18857,245,47931,32,32
286,1955,17944,254,46617,32,32
287,1998,17943,251,46665,32,32
288,2224,18620,242,47992,32,32
289,1843,17651,261,46061,32,32
290,1960,18002,246,46880,32,32
291,1988,17843,244,46432,32,32
292,2039,17970,261,46157,32,32
293,2032,18192,257,46877,32,32
294,1884,17893,251,46434,32,32
295,2239,19587,235,50134,32,32
296,2087,18508,238,48103,32,32
297,1957,17941,250,46779,32,32
298,2142,18563,253,47478,32,32
299,1982,18046,246,46648,32,32
300,2067,18513,242,47856,32,32
301,1927,17379,253,45070,32,32
302,2053,18766,248,47647,32,32
303,2000,18055,250,46784,32,32
304,1918,17761,259,45779,32,32
305,2006,17910,257,46173,32,32
306,1862,17732,256,46148,32,32
307,1945,17592,251,45810,32,32
308,2107,18437,250,47239,32,32
309,2164,19210,242,48818,32,32
310,2005,17989,247,46682,32,32
311,1864,17291,257,45042,32,32
312,2092,18650,249,47894,32,32
313,1899,17652,252,45923,32,32
314,1962,17927,247,46449,32,32
315,1975,18024,249,46569,32,32
316,1942,18001,250,46800,32,32
317,1928,17713,255,46032,32,32
318,2001,17993,261,46447,32,32
319,1904,17358,255,45273,32,32
320,1843,17536,255,45643,32,32
321,2073,18608,240,48229,32,32
322,2048,17983,250,46531,32,32
323,2036,18297,242,47821,32,32
324,1892,17466,256,45417,32,32
325,2363,19229,244,49197,32,32
326,2294,19301,242,48753,32,32
327,2173,19212,239,49404,32,32
328,2104,18330,253,46951,32,32
329,2094,18165,251,46817,32,32
330,1946,17900,255,46124,32,32
331,2009,18161,249,46972,32,32
332,2164,19016,243,48278,32,32
333,2017,18524,241,48168,32,32
334,1970,17855,259,46029,32,32
335,1965,18036,259,46334,32,32
336,1981,17901,259,46195,32,32
337,1828,17327,263,45133,32,32
338,2138,19283,243,48939,32,32
339,2084,18535,248,47453,32,32
340,1955,17792,258,45773,32,32
341,2049,18188,249,46964,32,32
342,1972,17815,259,45876,32,32
343,1997,17952,257,46182,32,32
344,2164,18702,251,47863,32,32
345,1951,17837,264,45908,32,32
346,2139,18887,247,47983,32,32
347,2123,18403,251,47526,32,32
348,1901,17475,261,45174,32,32
349,1885,17639,245,46238,32,32
350,1880,17464,263,45555,32,32
351,2034,18094,250,46921,32,32
352,2051,18196,253,46901,32,32
353,1990,18011,248,46790,32,32
354,2063,18058,247,46663,32,32
355,2106,18970,238,48596,32,32
356,2126,18465,252,47391,32,32
357,1946,17642,255,45695,32,32
358,2131,18431,249,47138,32,32
359,1934,17987,252,46413,32,32
360,2187,18970,246,48256,32,32
361,2207,18772,244,48417,32,32
362,1792,17231,259,44742,32,32
363,2088,18335,250,47392,32,32
364,2068,18477,250,47812,32,32
365,2106,18653,242,48494,32,32
366,2123,18556,245,48148,32,32
367,2026,18447,251,47417,32,32
368,2079,18682,249,47460,32,32
369,2055,18009,249,46507,32,32
370,2052,18233,245,47246,32,32
371,1867,17445,260,45192,32,32
372,2167,18931,252,48178,32,32
373,2165,18631,237,48343,32,32
374,2068,18092,242,47080,32,32
375,2074,18723,234,48508,32,32
376,2022,18176,248,46812,32,32
377,2083,18269,255,46531,32,32
378,2077,18202,245,47032,32,32
379,1987,18402,246,47825,32,32
380,2027,18248,253,46961,32,32
381,2058,18648,252,47821,32,32
382,2206,19670,240,49671,32,32
383,1859,17581,259,45456,32,32
384,2114,18758,251,47699,32,32
385,2144,18345,250,46890,32,32
386,2147,18674,240,48386,32,32
387,2074,18361,252,47075,32,32
388,1997,18060,244,47083,32,32
389,1934,17384,257,45170,32,32
390,1994,17989,248,46715,32,32
391,1903,17207,265,44786,32,32
392,1841,17356,257,45286,32,32
393,2025,17967,252,46724,32,32
394,1963,17707,252,46168,32,32
395,2095,18607,245,47761,32,32
396,1914,17602,257,45662,32,32
397,1927,18007,256,46187,32,32
398,2031,18034,251,46766,32,32
399,2124,18663,237,48642,32,32
400,1888,17480,254,45494,32,32
401,1981,17960,249,46445,32,32
402,1914,17699,257,45772,32,32
403,2088,18399,250,47551,32,32
404,1860,17523,256,45564,32,32
405,2136,18748,242,47969,32,32
406,2045,18040,249,46930,32,32
407,1920,17939,249,46552,32,32
408,2003,17916,254,46515,32,32
409,1968,17844,255,46217,32,32
410,1948,18260,251,47466,32,32
411,2005,17858,250,46341,32,32
412,2072,18514,250,47389,32,32
413,2113,18582,251,47730,32,32
414,2025,17926,248,46689,32,32
415,1970,17749,265,45816,32,32
416,1943,18131,244,47210,32,32
417,2116,18758,250,47733,32,32
418,1960,17897,250,46477,32,32
419,1969,18146,245,47015,32,32
420,1906,17631,253,45778,32,32
421,2094,18999,241,48381,32,32
422,1967,17947,258,46216,32,32
423,2140,18756,237,48808,32,32
424,2065,18092,251,46715,32,32
425,2260,18704,252,47610,32,32
426,2012,17628,251,45681,32,32
427,1874,17529,253,45797,32,32
428,2040,18230,253,46985,32,32
429,2123,18650,250,47904,32,32
430,1828,17634,255,45873,32,32
431,2047,18243,251,46856,32,32
432,1915,17862,256,46587,32,32
433,1859,17224,261,44626,32,32
434,1903,17513,253,45575,32,32
435,2046,18226,251,47297,32,32
436,2023,18234,251,47520,32,32
437,1992,18113,257,46503,32,32
438,2107,18716,253,47875,32,32
439,2108,18681,249,47716,32,32
440,1890,17773,245,46416,32,32
441,2003,18955,248,49048,32,32
442,2017,18083,257,46705,32,32
443,2056,18613,246,47607,32,32
444,1842,17550,254,45740,32,32
445,2162,18661,251,47410,32,32
446,1919,17805,258,46011,32,32
447,2040,18625,253,47844,32,32
448,2102,18067,247,46711,32,32
449,2267,19236,231,49024,32,32
450,1937,17847,256,45953,32,32
451,2107,19176,245,48904,32,32
452,1839,17294,261,45005,32,32
453,2118,18429,250,47258,32,32
454,2116,18306,253,47450,32,32
455,2016,18603,246,47388,32,32
456,1965,17893,247,46632,32,32
457,1932,17943,250,46425,32,32
458,1982,17770,258,45650,32,32
459,1997,18006,247,46872,32,32
460,1873,17497,256,45661,32,32
461,1820,17569,258,45898,32,32
462,2049,18330,254,47439,32,32
463,2069,18304,250,47134,32,32
464,2156,18488,252,47452,32,32
465,1921,17855,258,45974,32,32
466,2175,18760,253,47980,32,32
467,2247,19292,241,48865,32,32
468,2248,18900,240,48252,32,32
469,2001,17951,252,46569,32,32
470,1923,17562,254,45707,32,32
471,2007,18121,249,47156,32,32
472,1953,17824,261,45815,32,32
473,1964,18250,254,46968,32,32
474,2092,18290,248,47424,32,32
475,2004,18210,256,46926,32,32
476,1842,17453,252,45547,32,32
477,2028,18108,249,46884,32,32
478,2022,18170,256,46793,32,32
479,2060,18452,252,47339,32,32
480,1969,18306,250,47742,32,32
481,1891,17797,251,46304,32,32
482,2059,18070,248,46916,32,32
483,2237,19213,239,49112,32,32
484,2146,19160,245,48683,32,32
485,1862,17730,257,46162,32,32
486,1893,17536,257,45606,32,32
487,1958,17893,260,46259,32,32
488,2119,18729,249,47851,32,32
489,1936,17943,260,46303,32,32
490,1989,17885,256,46379,32,32
491,2118,18541,249,47526,32,32
492,2014,17929,260,46173,32,32
493,2002,18310,252,46985,32,32
494,2096,18250,237,47654,32,32
495,2080,18417,248,47749,32,32
496,2113,18392,250,47487,32,32
497,2110,18450,243,47600,32,32
498,2053,18739,240,48638,32,32
499,1911,17634,249,45836,32,32
