sid,BUFF,NOT,AND,PI,PO,LP
141,8796,9555,8995,636,361,53
206,8846,9745,9115,636,361,51
81,9182,9479,9150,636,361,52
196,8496,9375,8755,636,361,53
269,9407,9014,9030,636,361,52
345,9227,9124,8995,636,361,54
13,8918,9445,9001,636,361,52
149,8704,9487,8915,636,361,52
314,9038,9343,9010,636,361,52
230,9216,9143,8999,636,361,52
261,8914,9403,8978,636,361,53
108,9590,8793,9011,636,361,53
131,9311,9170,9060,636,361,52
136,9347,8876,8931,636,361,53
16,9554,9011,9102,636,361,52
178,8899,9694,9116,636,361,51
166,9013,9414,9033,636,361,53
268,9655,9248,9271,636,361,54
354,8704,9447,8895,636,361,52
332,9052,9377,9034,636,361,52
87,8947,9520,9053,636,361,52
310,9051,9658,9174,636,361,52
417,8851,9598,9044,636,361,53
325,8613,9588,8920,636,361,51
54,9075,9144,8929,636,361,54
481,9073,9608,9160,636,361,51
125,8797,9740,9088,636,361,52
30,8986,9527,9076,636,361,54
75,8611,9652,8951,636,361,53
411,9898,8807,9172,636,361,52
12,9027,9568,9117,636,361,54
463,9595,9220,9227,636,361,54
124,8770,9513,8961,636,361,52
156,9079,9858,9288,636,361,54
14,8891,9434,8982,636,361,51
380,8778,9515,8966,636,361,52
320,8952,9339,8965,636,361,54
11,9465,9074,9089,636,361,51
363,9356,9435,9215,636,361,52
157,9585,8960,9092,636,361,52
189,9110,9323,9036,636,361,53
351,8915,9664,9109,636,361,51
359,8827,9356,8911,636,361,52
389,8758,9449,8923,636,361,54
84,9050,9713,9201,636,361,52
80,9100,9263,9001,636,361,52
100,8915,9492,9023,636,361,54
44,9240,9427,9153,636,361,52
103,9134,9657,9215,636,361,51
249,9386,9483,9254,636,361,54
391,9015,9420,9037,636,361,54
143,9105,9500,9122,636,361,52
465,9597,9252,9244,636,361,54
486,9109,9556,9152,636,361,52
99,9338,9317,9147,636,361,50
1,9977,8810,9213,636,361,52
368,9389,9066,9047,636,361,51
146,9073,9482,9097,636,361,54
305,9046,9475,9080,636,361,54
164,9345,9416,9200,636,361,52
93,9288,9461,9194,636,361,50
202,8824,9361,8912,636,361,52
173,8659,9356,8827,636,361,51
105,9401,9686,9363,636,361,53
466,9277,9210,9063,636,361,51
85,8746,9537,8961,636,361,52
362,9413,9072,9062,636,361,54
422,9089,9670,9199,636,361,53
194,9032,9729,9200,636,361,52
376,8953,9262,8927,636,361,52
197,8953,9368,8980,636,361,53
373,9455,8968,9031,636,361,52
198,9362,9093,9047,636,361,52
246,9579,9224,9221,636,361,54
491,8677,9720,9018,636,361,53
390,9049,9314,9001,636,361,53
187,8675,9626,8970,636,361,52
496,9132,9419,9095,636,361,52
437,9300,9153,9046,636,361,51
104,8820,9371,8915,636,361,53
248,8820,9443,8951,636,361,53
458,8812,9213,8832,636,361,52
498,9074,9377,9045,636,361,52
126,8720,9695,9027,636,361,53
472,8772,9539,8975,636,361,51
439,8898,9597,9067,636,361,51
361,8993,9398,9015,636,361,53
360,9143,9128,8955,636,361,52
381,9013,9656,9154,636,361,54
415,8695,9496,8915,636,361,51
306,8967,9320,8963,636,361,53
8,9059,9492,9095,636,361,54
239,9357,9104,9050,636,361,54
316,9029,9638,9153,636,361,51
180,9199,9352,9095,636,361,53
426,9390,9161,9095,636,361,54
429,8935,9532,9053,636,361,53
416,9082,9447,9084,636,361,51
494,9706,9085,9215,636,361,54
73,9113,9644,9198,636,361,51
436,9239,9456,9167,636,361,51
129,8982,9433,9027,636,361,52
116,8787,9462,8944,636,361,51
474,9203,9730,9286,636,361,54
347,8945,9346,8965,636,361,54
148,8909,9384,8966,636,361,53
476,9503,9090,9116,636,361,51
165,8715,9476,8915,636,361,52
298,9591,9086,9158,636,361,51
78,9248,9233,9060,636,361,52
134,8662,9849,9075,636,361,50
343,9549,8866,9027,636,361,52
400,8935,9642,9108,636,361,53
247,9762,9067,9234,636,361,54
119,9363,8970,8986,636,361,54
267,9040,9497,9088,636,361,53
473,9030,9585,9127,636,361,53
442,9394,9029,9031,636,361,51
461,8980,9733,9176,636,361,53
330,9751,9132,9261,636,361,54
160,9229,9348,9108,636,361,51
24,8608,9429,8838,636,361,52
184,8841,9278,8879,636,361,51
413,9379,9382,9200,636,361,52
175,9152,9337,9064,636,361,53
72,9397,8948,8992,636,361,53
98,8886,9753,9139,636,361,52
386,8663,9806,9054,636,361,53
431,9286,9281,9103,636,361,53
448,8909,9476,9012,636,361,50
63,9363,9182,9092,636,361,54
392,9533,9094,9133,636,361,53
479,8535,9570,8872,636,361,53
319,9146,9359,9072,636,361,54
139,8934,9723,9148,636,361,52
326,8659,9762,9030,636,361,52
456,8910,9771,9160,636,361,50
289,8700,9491,8915,636,361,51
394,9014,9393,9023,636,361,52
322,9544,9363,9273,636,361,54
26,8683,9596,8959,636,361,53
467,9633,9114,9193,636,361,54
83,8731,9542,8956,636,361,52
251,8814,9315,8884,636,361,53
41,9385,8964,8994,636,361,54
430,9087,9232,8979,636,361,51
327,10080,9239,9479,636,361,54
489,9375,9424,9219,636,361,52
215,9099,9314,9026,636,361,53
455,9061,9278,8989,636,361,52
408,8882,9531,9026,636,361,52
421,9967,9046,9326,636,361,54
133,8683,9500,8911,636,361,53
238,9034,9471,9072,636,361,52
216,9384,9103,9063,636,361,51
60,9381,9018,9019,636,361,54
59,9240,9295,9087,636,361,53
369,9490,9003,9066,636,361,50
51,8741,9460,8920,636,361,50
20,9355,9538,9266,636,361,50
311,9057,9832,9264,636,361,54
285,8854,9653,9073,636,361,53
423,8685,9646,8985,636,361,52
168,8789,9598,9013,636,361,51
128,9008,9435,9041,636,361,53
265,8939,9656,9117,636,361,52
229,9213,9468,9160,636,361,52
169,8780,9279,8849,636,361,53
40,9176,9049,8932,636,361,52
122,8928,9555,9061,636,361,52
46,9213,8910,8881,636,361,53
152,9122,9413,9087,636,361,53
68,8901,9102,8821,636,361,53
257,9323,9112,9037,636,361,54
355,8897,9624,9080,636,361,53
493,8375,9784,8899,636,361,53
28,9237,9364,9120,636,361,52
222,9589,9024,9126,636,361,52
142,9030,9349,9009,636,361,52
367,8862,9419,8960,636,361,52
53,9058,9313,9005,636,361,53
475,9346,9319,9152,636,361,52
402,9771,9144,9277,636,361,54
336,8963,9404,9003,636,361,53
241,8761,9654,9027,636,361,52
324,8854,9545,9019,636,361,54
112,9449,9652,9370,636,361,52
307,8989,9572,9100,636,361,54
273,8862,9543,9022,636,361,53
418,9402,8975,9008,636,361,52
468,9664,8843,9073,636,361,52
27,8635,9628,8951,636,361,51
253,9005,9776,9210,636,361,52
225,9651,8974,9132,636,361,52
212,8964,9727,9165,636,361,52
123,9076,9765,9240,636,361,54
388,9480,9159,9139,636,361,53
446,9380,9359,9189,636,361,52
19,9326,9377,9171,636,361,53
