sid,area,power
207,293.93,363.89
208,295.26,365.30
209,305.10,391.67
210,285.95,353.69
211,306.96,401.10
212,298.72,384.27
213,321.33,405.03
214,300.31,385.68
215,269.46,336.28
216,319.47,395.12
217,292.60,364.75
218,285.42,355.64
219,297.65,370.16
220,288.08,366.03
221,284.89,347.49
222,285.15,354.10
223,310.69,387.77
224,319.73,400.85
225,320.80,396.76
226,294.73,365.12
227,320.26,401.31
228,287.28,366.45
229,293.66,363.88
230,285.95,354.57
231,313.61,403.15
232,299.25,384.44
233,320.80,396.76
234,284.89,366.84
235,319.47,395.12
236,284.89,355.03
237,285.95,354.58
238,320.80,396.76
239,285.15,354.98
240,294.46,364.07
241,293.40,371.83
242,306.96,401.10
243,285.15,354.97
244,285.15,354.98
245,288.88,357.03
246,298.72,374.59
247,320.26,401.31
248,298.98,384.27
249,288.08,366.04
250,297.92,384.68
251,263.87,325.60
252,294.73,365.12
253,307.76,387.97
254,289.41,357.54
255,285.95,366.79
256,313.61,403.15
257,313.61,403.15
258,320.80,396.76
259,298.98,383.25
260,288.34,366.05
261,269.72,334.96
262,283.82,363.23
263,310.95,400.80
264,321.59,397.99
265,271.05,345.47
266,292.87,364.32
267,320.80,396.76
268,292.07,372.14
269,299.78,385.50
270,296.32,368.15
271,320.80,396.76
272,299.78,385.50
273,311.49,390.73
274,263.87,326.42
275,261.74,326.04
276,272.65,346.94
277,294.20,364.07
278,294.46,365.32
279,270.52,336.23
280,292.87,364.28
281,289.14,358.80
282,262.01,324.28
283,306.96,401.10
284,298.45,384.85
285,313.61,403.15
286,320.80,396.76
287,285.68,355.15
288,291.80,362.95
289,320.80,396.76
290,294.73,365.12
291,298.98,384.27
292,276.91,355.02
293,262.01,324.28
294,294.46,364.07
295,295.26,368.20
296,293.93,363.89
297,320.80,396.76
298,292.33,363.87
299,319.73,400.85
300,310.16,400.69
301,320.80,396.76
302,313.61,403.15
303,285.15,354.97
304,293.13,363.45
305,308.56,389.41
306,320.26,401.31
307,297.92,384.67
308,298.72,384.26
309,267.86,338.52
310,289.14,367.28
311,298.72,384.26
312,270.26,335.58
313,320.26,402.64
314,288.34,366.05
315,320.26,401.31
316,296.59,379.52
317,320.26,401.31
318,298.45,384.85
319,293.93,363.89
320,293.40,364.47
321,313.61,403.15
322,311.49,390.73
323,294.20,364.07
324,298.98,384.27
325,297.92,384.68
326,305.10,374.15
327,286.48,354.76
328,299.52,386.10
329,285.95,354.57
330,285.15,354.10
331,297.92,384.68
332,311.49,391.61
333,302.18,393.32
334,299.25,384.44
335,285.15,354.99
336,272.38,346.06
337,291.54,375.09
338,313.61,403.15
339,299.25,384.44
340,285.15,354.98
341,320.80,396.76
342,285.15,354.10
343,263.87,334.11
344,268.66,335.18
345,272.38,346.06
346,320.53,402.08
347,294.20,364.82
348,319.47,395.12
349,293.93,363.89
350,309.89,401.41
351,290.47,369.75
352,297.92,384.67
353,287.28,366.45
354,289.94,369.30
355,308.83,388.90
356,309.89,388.86
357,293.66,363.88
358,297.92,384.67
359,270.26,335.58
360,320.53,402.08
361,289.94,369.30
362,296.86,372.07
363,319.47,395.12
364,291.27,370.81
365,287.55,355.99
366,290.74,370.46
367,289.94,369.30
368,311.49,391.61
369,282.49,344.51
370,297.92,384.67
371,298.72,384.27
372,320.26,400.77
373,289.14,358.80
374,299.78,385.50
375,294.99,366.48
376,320.80,396.76
377,320.26,401.31
378,288.34,357.64
379,291.80,372.12
380,285.15,354.99
381,270.26,335.58
382,279.57,357.60
383,293.66,363.88
384,313.61,403.15
385,286.75,356.41
386,299.78,385.50
387,336.49,423.68
388,299.78,385.50
389,284.89,361.52
390,299.78,385.50
391,288.34,366.05
392,297.92,384.68
393,298.98,383.73
394,294.20,364.82
395,320.53,402.08
396,287.81,366.63
397,292.33,363.86
398,293.66,363.87
399,299.78,385.50
400,287.28,366.44
401,320.26,401.31
402,298.19,385.35
403,297.92,384.68
404,286.22,354.58
405,321.59,397.99
406,293.93,363.89
407,320.80,396.76
408,287.81,362.82
409,290.47,369.75
410,289.14,358.80
411,299.78,385.50
412,293.13,363.45
413,296.32,368.15
414,298.72,384.26
415,292.33,363.86
416,299.25,384.45
417,291.27,370.91
418,295.26,365.30
419,320.80,396.76
420,318.93,399.67
421,315.21,405.17
422,293.66,363.90
423,319.73,400.85
424,285.15,354.98
425,320.80,396.76
426,285.95,354.57
427,298.72,384.27
428,284.09,350.40
429,263.87,325.58
430,288.34,367.81
431,299.78,385.50
432,305.10,391.57
433,297.92,384.68
434,288.08,366.04
435,305.10,391.57
436,287.28,366.45
437,265.73,336.48
438,279.57,349.54
439,293.13,363.45
440,299.78,385.50
441,306.96,402.07
442,298.45,384.86
443,289.67,357.78
444,320.26,401.31
445,321.06,397.69
446,297.92,384.68
447,292.87,358.23
448,297.92,384.67
449,288.34,356.57
450,297.92,384.68
451,291.27,370.91
452,297.92,384.68
453,271.05,345.47
454,295.26,365.30
455,310.69,390.39
456,281.96,345.27
457,320.80,396.76
458,285.15,354.11
459,319.73,400.85
460,285.15,354.97
461,300.31,386.40
462,289.14,358.80
463,288.61,355.86
464,270.79,337.11
465,298.45,384.86
466,307.76,388.43
467,310.69,389.50
468,293.40,364.49
469,305.10,391.57
470,298.72,384.27
471,287.28,366.44
472,288.61,379.84
473,299.52,386.11
474,320.26,401.31
475,297.92,384.67
476,320.80,396.76
477,304.30,372.92
478,280.90,342.66
479,291.27,356.86
480,285.68,355.16
481,292.87,364.28
482,292.87,364.28
483,293.13,363.45
484,289.14,358.80
485,320.26,401.31
486,288.08,366.04
487,287.28,366.44
488,320.26,401.31
489,287.01,378.38
490,320.80,396.76
491,297.92,384.67
492,285.95,353.69
493,272.92,347.59
494,300.31,385.68
495,287.28,366.44
496,320.80,396.76
497,310.69,403.18
498,297.92,384.67
499,297.92,384.67
