sid,area,power
197,2437.36,2349.39
198,2463.16,2438.54
199,2466.62,2391.71
200,2422.99,2372.20
201,2470.34,2476.96
202,2608.66,2670.03
203,2402.25,2338.43
204,2429.64,2363.40
205,2452.79,2485.40
206,2614.51,2693.33
207,2609.19,2616.85
208,2646.70,2661.71
209,2497.21,2490.03
210,2549.61,2436.04
211,2400.65,2392.57
212,2638.19,2689.85
213,2432.30,2354.82
214,2627.28,2686.50
215,2425.12,2401.52
216,2419.80,2358.64
217,2647.76,2653.51
218,2498.01,2387.17
219,2511.31,2474.16
220,2520.88,2410.30
221,2454.65,2433.19
222,2454.12,2435.30
223,2465.82,2418.98
224,2426.72,2401.02
225,2397.19,2369.05
226,2617.44,2634.32
227,2425.12,2418.09
228,2490.82,2448.31
229,2604.67,2628.87
230,2495.61,2382.78
231,2521.15,2576.75
232,2591.64,2645.66
233,2446.93,2410.49
234,2432.57,2402.30
235,2473.53,2448.17
236,2420.33,2360.70
237,2505.72,2406.27
238,2425.65,2374.39
239,2413.95,2341.47
240,2660.27,2642.02
241,2456.51,2417.16
242,2488.96,2462.32
243,2479.39,2393.30
244,2442.15,2345.42
245,2650.96,2687.61
246,2619.83,2634.34
247,2384.69,2330.51
248,2569.03,2637.25
249,2534.71,2532.21
250,2580.47,2620.17
251,2446.40,2394.81
252,2542.69,2549.31
253,2444.81,2428.79
254,2683.94,2715.31
255,2455.98,2432.70
256,2517.42,2472.53
257,2490.03,2530.57
258,2425.12,2371.25
259,2653.62,2685.07
260,2430.97,2360.52
261,2551.47,2538.00
262,2417.14,2440.10
263,2441.08,2393.74
264,2444.27,2437.19
265,2359.42,2344.39
266,2609.19,2667.93
267,2475.66,2504.20
268,2396.93,2374.55
269,2601.75,2652.70
270,2478.32,2440.17
271,2411.29,2352.80
272,2658.14,2688.76
273,2425.12,2351.97
274,2421.66,2361.89
275,2465.02,2435.13
276,2409.16,2360.57
277,2604.14,2633.78
278,2591.90,2624.07
279,2481.78,2448.36
280,2652.55,2676.41
281,2522.48,2538.02
282,2491.09,2436.53
283,2437.62,2370.88
284,2646.70,2686.64
285,2456.24,2389.96
286,2478.85,2422.86
287,2458.37,2451.67
288,2464.22,2411.39
289,2426.98,2366.77
290,2611.59,2627.45
291,2619.04,2675.67
292,2450.39,2418.22
293,2483.38,2474.06
294,2669.84,2685.15
295,2483.64,2440.31
296,2627.55,2637.44
297,2457.04,2487.29
298,2609.73,2661.60
299,2382.03,2330.58
300,2373.52,2346.40
301,2394.00,2339.35
302,2458.64,2479.47
303,2483.91,2372.99
304,2656.28,2681.91
305,2396.66,2366.00
306,2477.79,2409.15
307,2615.58,2651.07
308,2632.34,2692.26
309,2533.38,2468.32
310,2440.82,2382.37
311,2631.54,2690.66
312,2420.87,2426.94
313,2392.67,2312.11
314,2519.82,2429.26
315,2459.97,2431.54
316,2617.71,2687.50
317,2421.13,2377.27
318,2653.88,2700.10
319,2584.99,2590.10
320,2587.91,2623.91
321,2472.74,2407.14
322,2446.67,2396.75
323,2602.28,2613.55
324,2645.64,2659.09
325,2694.31,2718.99
326,2402.78,2346.89
327,2462.10,2382.29
328,2725.70,2763.41
329,2558.65,2445.67
330,2445.34,2423.08
331,2712.14,2767.43
332,2451.72,2404.60
333,2616.91,2684.27
334,2604.41,2668.40
335,2430.97,2345.15
336,2424.06,2383.02
337,2480.72,2425.47
338,2499.60,2515.28
339,2568.50,2624.08
340,2416.08,2346.67
341,2568.23,2478.07
342,2415.81,2329.68
343,2466.35,2438.78
344,2434.43,2393.40
345,2406.50,2377.74
346,2366.87,2341.96
347,2604.41,2643.84
348,2400.12,2353.25
349,2637.92,2639.62
350,2521.68,2519.22
351,2418.21,2394.55
352,2677.29,2773.97
353,2513.70,2547.24
354,2474.60,2419.57
355,2448.00,2432.39
356,2441.61,2468.35
357,2615.58,2620.46
358,2655.74,2701.88
359,2433.10,2417.20
360,2403.58,2364.64
361,2453.32,2388.83
362,2628.88,2639.03
363,2444.01,2371.92
364,2364.21,2335.37
365,2404.37,2400.21
366,2436.29,2399.68
367,2434.43,2375.42
368,2421.93,2388.55
369,2434.43,2346.67
370,2677.02,2762.45
371,2591.37,2647.73
372,2403.04,2390.63
373,2511.04,2452.70
374,2657.87,2701.24
375,2642.98,2704.03
376,2513.17,2535.94
377,2401.98,2364.70
378,2404.64,2423.05
379,2491.62,2433.53
380,2530.72,2499.78
381,2459.17,2451.61
382,2389.21,2353.25
383,2597.49,2617.18
384,2497.74,2449.38
385,2497.21,2414.31
386,2573.82,2672.50
387,2465.29,2417.10
388,2654.95,2707.18
389,2549.34,2450.60
390,2672.50,2727.49
391,2412.35,2371.22
392,2667.98,2724.95
393,2617.97,2653.87
394,2600.95,2584.64
395,2421.66,2376.69
396,2449.06,2359.47
397,2612.12,2623.85
398,2605.20,2638.47
399,2678.09,2733.81
400,2487.37,2382.60
401,2476.73,2416.80
402,2606.80,2645.58
403,2628.88,2662.66
404,2445.87,2359.42
405,2404.37,2418.68
406,2605.47,2619.50
407,2457.57,2392.01
408,2455.18,2412.39
409,2416.34,2383.55
410,2457.84,2490.15
411,2610.52,2698.34
412,2581.26,2601.97
413,2469.54,2506.55
414,2600.95,2647.81
415,2568.23,2600.78
416,2637.39,2711.70
417,2466.62,2464.10
418,2562.64,2597.98
419,2456.51,2423.71
420,2424.32,2384.47
421,2538.70,2506.76
422,2596.43,2666.44
423,2471.41,2431.22
424,2465.29,2383.27
425,2387.35,2361.72
426,2437.89,2372.43
427,2589.78,2632.98
428,2513.97,2419.25
429,2490.03,2434.96
430,2496.14,2428.74
431,2683.41,2734.94
432,2497.47,2568.48
433,2612.92,2661.59
434,2441.88,2354.22
435,2495.08,2545.34
436,2411.56,2317.09
437,2496.94,2576.48
438,2445.60,2428.69
439,2603.08,2618.96
440,2654.95,2711.68
441,2450.92,2421.35
442,2623.82,2701.78
443,2612.12,2629.68
444,2391.07,2370.99
445,2447.47,2454.60
446,2603.87,2663.70
447,2459.70,2458.79
448,2593.50,2667.20
449,2628.35,2643.08
450,2605.74,2671.24
451,2406.50,2370.53
452,2602.01,2653.55
453,2483.91,2505.41
454,2622.49,2656.38
455,2421.40,2444.12
456,2478.85,2362.84
457,2398.26,2351.46
458,2484.44,2433.54
459,2423.79,2419.86
460,2434.17,2384.29
461,2632.60,2689.64
462,2405.70,2357.86
463,2662.13,2667.17
464,2442.94,2417.43
465,2612.92,2718.83
466,2414.22,2379.57
467,2464.76,2420.24
468,2634.20,2648.55
469,2498.54,2498.89
470,2706.02,2768.03
471,2434.17,2425.88
472,2405.44,2382.31
473,2705.75,2745.48
474,2408.10,2361.30
475,2663.19,2726.10
476,2424.06,2363.14
477,2454.38,2382.17
478,2463.96,2401.21
479,2409.96,2359.06
480,2473.80,2343.57
481,2562.91,2603.50
482,2622.76,2630.83
483,2556.53,2576.86
484,2418.21,2370.61
485,2442.68,2410.78
486,2450.66,2366.75
487,2473.80,2386.19
488,2449.59,2384.89
489,2404.91,2377.65
490,2412.89,2374.33
491,2654.15,2768.16
492,2434.96,2350.77
493,2475.13,2495.49
494,2648.30,2739.25
495,2472.20,2381.21
496,2390.28,2339.76
497,2391.61,2415.78
498,2661.06,2721.65
499,2671.97,2734.19
