sid,area,power
268,6402.09,5538.94
269,6691.23,5720.30
270,6001.49,5364.31
271,6525.51,5827.13
272,6427.36,5629.50
273,6010.27,5257.03
274,6102.31,5271.82
275,5973.56,5341.03
276,6071.98,5341.01
277,6457.95,5673.79
278,6403.15,5584.91
279,6468.32,5558.22
280,7119.22,6042.30
281,6663.03,5777.13
282,6131.57,5357.54
283,6270.15,5491.14
284,6737.51,5928.26
285,6011.07,5276.93
286,6344.63,5515.72
287,6352.35,5417.30
288,6340.11,5529.10
289,6135.56,5419.75
290,6443.32,5655.76
291,6421.24,5526.99
292,6343.57,5524.17
293,6072.25,5457.18
294,6537.22,5658.51
295,6371.76,5777.68
296,6335.85,5514.61
297,6120.66,5383.92
298,6583.23,5738.54
299,6256.32,5438.30
300,6005.22,5281.55
301,6202.85,5578.18
302,5945.37,5258.79
303,6447.57,5349.53
304,6727.67,5876.62
305,6533.49,5640.41
306,6098.32,5275.81
307,6577.91,5670.38
308,6344.90,5630.57
309,6398.10,5475.16
310,6322.55,5331.85
311,6432.68,5637.00
312,6065.33,5259.94
313,6143.80,5361.23
314,6322.82,5307.85
315,6163.49,5320.34
316,6322.55,5548.46
317,6393.58,5492.84
318,6373.89,5653.75
319,6543.07,5709.59
320,6228.66,5476.66
321,6180.78,5399.82
322,6006.81,5226.39
323,6405.28,5639.85
324,6267.23,5486.83
325,7050.33,6001.37
326,6208.71,5332.59
327,6788.59,5628.56
328,6513.01,5648.93
329,6547.86,5506.53
330,6266.96,5368.12
331,6570.73,5663.15
332,6036.34,5279.92
333,6408.47,5627.50
334,6563.28,5746.78
335,6525.51,5457.01
336,6120.39,5346.11
337,6317.77,5416.70
338,6206.84,5374.21
339,6434.27,5616.90
340,6211.63,5256.51
341,6616.75,5480.99
342,6445.71,5575.97
343,6245.15,5485.47
344,6251.53,5350.60
345,6116.14,5377.14
346,6046.98,5261.46
347,6489.60,5672.39
348,6339.84,5577.18
349,6777.41,5910.24
350,6135.02,5322.27
351,6112.15,5420.20
352,7120.82,6158.89
353,6506.89,5356.42
354,6232.38,5460.36
355,6436.40,5653.21
356,5927.54,5209.93
357,6681.65,5869.76
358,6283.98,5567.33
359,6398.63,5554.35
360,6285.31,5302.21
361,6174.66,5374.51
362,6470.72,5640.05
363,6219.08,5393.46
364,6041.92,5271.37
365,6083.95,5301.12
366,5971.70,5272.08
367,6219.61,5528.56
368,6015.86,5249.96
369,6143.54,5243.48
370,6564.88,5708.74
371,6489.87,5680.58
372,6499.44,5433.18
373,6224.93,5427.44
374,7003.25,5975.59
375,6465.13,5551.31
376,6332.13,5461.66
377,6232.38,5412.91
378,6234.77,5489.34
379,5943.50,5327.21
380,6361.39,5517.34
381,5989.52,5237.05
382,6032.88,5356.19
383,6490.40,5710.90
384,6079.70,5306.83
385,6300.21,5480.24
386,6491.20,5684.73
387,6047.78,5278.23
388,6812.53,5742.06
389,6220.14,5317.69
390,6585.10,5672.25
391,6432.68,5475.97
392,6625.79,5722.64
393,6843.91,5920.51
394,6628.72,5823.60
395,6315.11,5389.52
396,6296.49,5377.21
397,6752.14,5880.46
398,6541.21,5722.46
399,6575.79,5732.49
400,6231.05,5311.09
401,6609.04,5622.46
402,6361.66,5512.95
403,6628.99,5754.53
404,6271.22,5306.98
405,6284.78,5445.28
406,7044.21,5916.28
407,6542.80,5628.85
408,6261.64,5308.85
409,6029.69,5287.59
410,6099.38,5356.38
411,6532.43,5701.27
412,6444.38,5685.92
413,6059.48,5364.69
414,6424.43,5652.77
415,6690.17,5853.99
416,6676.87,5881.33
417,6126.51,5247.93
418,6450.50,5614.43
419,6069.06,5369.18
420,6450.23,5481.96
421,6251.80,5457.91
422,6621.01,5839.49
423,6306.06,5426.93
424,6594.41,5568.38
425,6489.07,5534.59
426,6411.40,5426.46
427,6441.46,5732.77
428,6570.20,5627.55
429,6056.82,5310.75
430,6174.92,5278.41
431,7124.28,6046.21
432,6209.24,5385.24
433,6502.64,5644.88
434,6320.96,5480.87
435,6107.09,5414.74
436,6264.30,5330.92
437,6152.85,5439.45
438,6116.40,5409.89
439,6462.74,5657.80
440,6774.49,5688.94
441,8059.53,6867.57
442,6812.53,5865.18
443,6577.12,5714.23
444,6298.08,5426.34
445,6346.23,5516.98
446,6784.86,5841.65
447,6246.48,5523.10
448,6407.94,5581.86
449,6661.70,5910.86
450,6586.43,5770.78
451,6301.27,5505.88
452,6819.44,5841.07
453,6074.64,5303.14
454,6759.59,5817.82
455,5959.46,5286.43
456,6234.51,5299.65
457,6108.16,5418.98
458,6302.87,5397.74
459,6323.62,5383.38
460,6489.07,5396.12
461,6526.04,5657.07
462,6021.97,5287.63
463,6481.62,5689.15
464,6157.63,5345.84
465,7299.31,6190.78
466,6062.41,5304.98
467,6021.97,5294.50
468,6645.48,5849.84
469,6606.91,5818.63
470,6796.57,5783.15
471,6430.02,5337.85
472,6273.34,5398.56
473,6505.56,5705.80
474,6194.34,5356.05
475,6510.08,5702.00
476,6208.44,5464.10
477,6410.60,5451.55
478,6179.45,5391.42
479,6124.92,5388.88
480,6436.67,5445.81
481,6420.97,5677.02
482,6633.24,5838.72
483,6386.66,5680.75
484,6210.57,5397.54
485,6577.65,5689.22
486,6343.30,5289.21
487,6437.47,5477.76
488,6394.11,5434.54
489,6157.63,5369.05
490,6379.21,5420.47
491,6468.32,5697.58
492,6713.04,5571.22
493,6301.81,5483.57
494,6700.27,5873.33
495,6264.83,5408.15
496,6274.67,5417.56
497,6079.70,5316.19
498,6498.91,5737.64
499,6780.07,5850.89
