sid,area,power
244,11334.26,12229.34
245,13089.86,15509.07
246,13100.23,15383.97
247,11401.56,12668.55
248,12880.52,15181.17
249,11199.93,12508.81
250,12654.15,14907.83
251,11187.96,12541.92
252,13066.45,15285.21
253,11342.77,12651.82
254,13002.08,15233.64
255,11386.13,12748.55
256,11640.96,12802.39
257,11351.55,12595.24
258,11578.71,12749.14
259,12597.49,14947.53
260,11062.94,12367.52
261,10928.61,12275.90
262,11079.43,12460.00
263,10998.57,12298.49
264,11207.64,12559.75
265,11132.63,12476.69
266,13081.88,15226.82
267,11292.76,12628.68
268,11307.93,12572.51
269,12808.17,15092.51
270,11014.00,12410.99
271,11545.73,12711.77
272,12606.80,14950.69
273,11270.69,12609.32
274,11270.15,12519.88
275,11109.22,12437.52
276,11097.25,12466.97
277,12849.66,15114.35
278,12769.60,15031.05
279,11161.89,12537.95
280,12961.91,15155.77
281,11248.34,12544.62
282,11190.62,12525.05
283,11334.79,12645.64
284,13048.10,15457.25
285,11296.22,12637.84
286,11295.96,12644.13
287,11252.60,12264.15
288,11271.75,12631.29
289,11229.72,12563.51
290,13020.43,15130.94
291,12866.42,15194.23
292,11121.46,12417.80
293,11203.65,12524.68
294,13122.58,15272.40
295,11123.59,12448.23
296,13202.91,15548.47
297,11554.77,12717.81
298,13100.50,15406.57
299,11361.39,12617.65
300,11234.78,12494.43
301,11205.52,12549.21
302,11149.66,12436.32
303,11429.75,12565.30
304,13060.07,15180.12
305,11091.93,12432.07
306,11711.71,12947.68
307,12768.80,15079.22
308,12836.36,15091.78
309,11521.26,12705.85
310,11013.20,12287.47
311,12782.63,15052.92
312,11313.78,12634.31
313,11315.37,12551.70
314,10858.12,12039.64
315,11453.43,12752.69
316,12775.98,15038.65
317,11406.08,12707.02
318,12996.49,15304.78
319,12989.58,15282.95
320,13049.96,15394.06
321,11386.66,12662.98
322,11358.73,12722.10
323,12910.31,15252.49
324,12958.72,15335.98
325,12888.23,15193.00
326,11363.25,12702.72
327,11220.94,12309.29
328,12991.44,15272.56
329,11556.10,12743.51
330,11320.43,12303.76
331,12731.56,14940.38
332,11186.90,12439.37
333,12762.95,15190.85
334,12940.10,15320.39
335,11425.23,12553.85
336,11077.04,12422.82
337,11110.29,12346.36
338,11264.57,12524.42
339,12892.49,15234.71
340,11155.51,12298.13
341,11722.62,12892.41
342,11295.69,12396.45
343,11147.79,12532.80
344,11329.74,12666.24
345,10999.90,12288.57
346,11369.64,12693.12
347,12949.94,15234.99
348,11496.79,12625.62
349,12768.00,14785.28
350,11213.23,12531.98
351,11439.06,12753.67
352,13094.12,15536.91
353,11135.29,12451.44
354,11361.13,12651.90
355,11079.96,12384.99
356,11311.92,12661.21
357,12816.41,14937.03
358,12979.74,15306.09
359,11384.53,12697.32
360,11393.58,12632.58
361,11326.55,12647.25
362,13026.02,15365.36
363,11131.83,12517.81
364,11398.90,12687.65
365,11081.56,12022.48
366,11392.25,12657.35
367,11379.48,12692.62
368,11168.54,12486.26
369,11166.41,12186.84
370,12903.66,15382.47
371,12716.40,15000.18
372,11539.61,12788.78
373,11265.37,12548.09
374,12926.80,15364.08
375,12992.24,15287.69
376,11283.45,12590.81
377,11375.76,12669.52
378,11207.11,12558.68
379,11178.38,12453.62
380,11422.84,12617.17
381,11336.39,12643.61
382,11150.19,12451.01
383,12598.29,14587.64
384,11223.87,12513.41
385,11406.35,12568.79
386,12782.63,15163.44
387,11151.78,12461.77
388,12891.42,15301.05
389,10933.40,12252.30
390,12714.80,15032.19
391,11020.11,12214.60
392,12895.95,15394.60
393,12865.62,15292.74
394,13020.43,15246.10
395,11431.88,12672.49
396,10933.40,12243.14
397,13312.77,15641.62
398,13038.52,15436.11
399,13258.50,15556.08
400,11143.27,12383.64
401,11848.44,12867.93
402,12587.92,14944.93
403,12683.68,14983.89
404,11252.86,12270.76
405,11617.28,12816.29
406,13023.63,15144.72
407,11356.07,12704.45
408,10975.69,12154.99
409,11394.11,12709.02
410,11255.26,12576.55
411,12924.14,15197.37
412,13007.40,15269.67
413,11244.35,12582.74
414,12697.24,15024.33
415,13049.69,15273.83
416,12995.70,15372.75
417,11328.94,12578.89
418,13013.52,15165.51
419,11131.04,12453.45
420,11387.46,12690.14
421,11105.23,12449.60
422,13113.53,15275.90
423,11361.13,12683.65
424,11247.01,12370.55
425,11305.00,12645.70
426,11253.66,12338.80
427,12733.15,15164.09
428,11546.26,12203.91
429,11274.68,12599.91
430,11206.85,12481.78
431,12790.61,15093.83
432,11266.16,12527.79
433,12911.37,15274.89
434,11079.70,12384.85
435,11271.48,12599.29
436,11060.81,12409.50
437,11167.48,12568.79
438,11217.75,12576.13
439,13075.50,15227.34
440,12799.39,15061.32
441,11341.18,12602.55
442,12818.27,15128.88
443,12788.75,14805.02
444,11866.79,13054.90
445,11238.50,12604.73
446,12841.42,15056.62
447,11350.75,12671.92
448,12608.40,14856.67
449,13182.16,15393.10
450,13051.29,15429.06
451,11424.70,12735.07
452,12802.85,15060.35
453,11115.08,12492.44
454,13126.30,15360.15
455,11386.66,12742.74
456,11171.20,12143.99
457,11516.20,12706.00
458,11372.03,12400.67
459,11389.06,12660.41
460,11309.26,12237.48
461,12918.02,15260.81
462,11294.63,12644.86
463,12939.57,15136.50
464,11053.36,12356.66
465,13128.16,15398.78
466,11232.65,12550.26
467,11414.06,12714.69
468,13095.98,15370.00
469,11270.69,12548.11
470,12920.42,15259.90
471,11027.30,12322.76
472,11163.22,12409.33
473,12390.28,14314.82
474,11289.57,12576.41
475,12740.07,14928.59
476,11162.42,12540.20
477,11151.52,12482.79
478,11222.27,12313.11
479,10974.63,12294.43
480,11227.06,12254.64
481,12916.16,15164.32
482,13107.68,15361.23
483,13069.38,15287.83
484,11344.37,12682.30
485,11391.72,12703.00
486,11168.28,12461.89
487,11252.86,12591.34
488,11433.21,12722.46
489,11200.99,12569.96
490,11469.12,12641.60
491,12941.17,15228.06
492,11326.28,12367.00
493,11183.17,12505.33
494,12965.37,15427.84
495,10951.49,12219.41
496,11335.06,12627.24
497,11251.80,12558.42
498,12854.72,15184.23
499,12927.07,15177.63
