sid,area,power
251,18891.05,12779.01
252,18525.57,13301.00
253,19046.66,12753.40
254,19787.47,12569.40
255,18297.61,13154.43
256,19856.37,12706.06
257,19563.24,12291.23
258,18149.98,13334.12
259,17865.36,12851.70
260,18690.22,12589.61
261,19717.52,11281.29
262,18292.55,12787.09
263,18806.47,12637.28
264,19314.53,12654.69
265,17883.18,13220.34
266,17794.60,13242.15
267,18678.79,13606.95
268,19200.68,12564.25
269,18151.84,12853.22
270,19084.70,12972.55
271,19971.01,12255.30
272,18537.81,13300.03
273,19065.28,13778.39
274,17966.44,12993.20
275,18592.60,12916.60
276,19273.56,12555.63
277,18437.79,12836.48
278,18523.44,13307.01
279,19786.41,12646.46
280,19705.28,12644.54
281,19738.79,12871.99
282,18489.66,13149.16
283,18558.55,13005.97
284,19779.76,12367.15
285,17629.42,13130.35
286,18834.66,12329.04
287,18350.28,13493.18
288,18283.78,13189.04
289,18452.42,12347.80
290,18184.82,12548.15
291,17541.64,13331.79
292,19258.67,12799.16
293,19386.35,12840.50
294,18459.60,12207.94
295,19186.05,12451.79
296,18198.39,13466.28
297,18207.97,13358.00
298,18145.99,12806.27
299,19701.29,12971.01
300,18574.78,13398.70
301,18445.77,12344.54
302,19815.94,12994.38
303,18784.12,12097.54
304,19167.69,11955.38
305,18520.25,12710.76
306,18774.54,12253.81
307,19235.26,12531.07
308,19360.01,12771.44
309,19438.75,12747.22
310,17749.38,13152.25
311,17733.95,12912.05
312,18365.70,13335.13
313,18332.19,13437.99
314,18825.88,12335.85
315,19503.65,12769.46
316,17355.44,13106.98
317,18956.49,12783.41
318,18413.32,13486.20
319,18223.66,12164.88
320,18341.23,12727.96
321,19961.44,13225.28
322,17907.92,12922.69
323,19056.51,13425.63
324,17591.64,12920.33
325,18811.79,12087.57
326,19236.06,13319.30
327,19514.56,12647.31
328,18136.41,12426.53
329,19327.29,11207.99
330,17413.42,13075.28
331,18663.89,12256.52
332,18421.83,13228.62
333,18614.68,13443.27
334,18228.71,12643.62
335,18959.68,13056.28
336,17497.75,13191.07
337,19352.56,13369.73
338,18666.82,13275.38
339,18499.77,13329.77
340,17800.45,13232.52
341,19439.54,12217.59
342,18141.73,12506.50
343,18371.02,13326.04
344,19198.55,13118.98
345,18467.32,12872.56
346,17816.41,12922.30
347,18339.64,13351.21
348,19165.30,13123.98
349,18124.71,12346.98
350,18795.29,12910.34
351,19298.30,13177.41
352,18834.40,11744.12
353,19788.54,12905.25
354,19360.01,12688.09
355,19582.92,12131.01
356,18959.95,13045.38
357,19669.64,12780.04
358,20007.46,12954.94
359,19546.74,12635.40
360,19349.37,12995.71
361,18465.45,13311.23
362,18737.57,13021.16
363,18707.78,13348.93
364,19274.89,13186.50
365,18569.73,12654.84
366,18317.82,13526.18
367,19403.64,12791.28
368,18467.85,13172.71
369,17506.26,12820.58
370,19238.45,13188.22
371,19253.61,13027.13
372,19377.30,13219.33
373,19382.89,12766.95
374,17916.70,12740.39
375,19435.82,12915.29
376,19660.33,12611.03
377,17976.81,13448.53
378,19354.96,13167.94
379,18958.62,13409.55
380,18263.83,11718.05
381,19186.31,13067.14
382,19715.92,12287.74
383,17850.99,13271.10
384,19213.98,13253.76
385,18032.41,12453.90
386,17633.94,13384.46
387,17885.84,12956.86
388,19054.64,12642.58
389,19136.57,12706.52
390,18292.02,12298.81
391,17612.12,12451.95
392,18879.08,12029.67
393,19078.32,12893.47
394,18918.19,11811.53
395,19114.76,13177.68
396,18559.09,13074.92
397,18257.18,13212.46
398,19587.71,13110.60
399,19051.98,11753.38
400,19285.27,12657.04
401,19458.96,12737.99
402,17960.59,13358.44
403,17665.33,13325.94
404,18268.08,13004.80
405,19082.84,12807.56
406,19486.89,12502.22
407,18853.02,12689.36
408,17654.69,12948.11
409,18179.24,13255.72
410,19795.45,13553.78
411,18228.18,13274.14
412,18597.92,13064.86
413,18263.03,13294.93
414,18328.73,13206.08
415,18398.69,13340.67
416,18711.77,13467.13
417,17745.12,13348.42
418,18276.33,12666.80
419,19124.07,13455.90
420,18264.09,13043.61
421,18903.02,12805.69
422,18376.88,13000.07
423,19019.27,13268.43
424,18644.74,12476.10
425,17975.48,13206.75
426,19480.78,12454.19
427,17811.09,13077.94
428,20291.81,10475.02
429,18288.03,13172.57
430,19299.10,13663.09
431,18651.65,12149.59
432,18498.97,13022.21
433,17312.34,12818.85
434,18396.56,12921.29
435,17619.84,13420.28
436,18231.91,13744.98
437,17908.45,13326.59
438,18467.05,13089.04
439,19216.90,12826.58
440,18438.59,12288.33
441,19901.06,12331.45
442,19318.25,12205.93
443,17351.18,13202.91
444,17929.20,12972.07
445,18153.70,12981.49
446,19283.94,11565.29
447,17908.98,13382.61
448,19902.92,12793.26
449,17914.30,13220.75
450,17959.79,12798.22
451,18833.60,13220.25
452,19170.35,12574.52
453,19299.90,12982.74
454,19201.48,12293.64
455,18179.77,12886.86
456,18371.82,13041.00
457,19162.37,13008.36
458,18212.22,12338.46
459,19250.69,13216.68
460,19531.05,12885.76
461,18962.87,13256.27
462,18285.64,13378.52
463,18688.63,12900.86
464,18379.80,13125.55
465,18897.70,12633.73
466,18103.96,13089.77
467,19067.68,13365.65
468,18524.24,13134.84
469,18795.03,13491.55
470,18740.23,12217.15
471,19104.65,13148.45
472,18867.38,13041.69
473,17164.18,12472.81
474,18113.27,13318.70
475,18104.76,12412.09
476,17722.25,12919.19
477,19146.15,13131.81
478,18676.12,12886.05
479,18863.12,13071.45
480,18398.42,13486.05
481,19347.24,12695.09
482,18585.69,12737.38
483,19305.48,12805.28
484,18982.82,12989.86
485,18918.72,12483.01
486,18280.05,12798.64
487,19002.51,13070.81
488,19116.62,13347.73
489,18382.99,13003.27
490,19332.61,13035.56
491,18183.23,12934.44
492,18773.75,12484.32
493,18523.71,12894.27
494,18831.74,12752.56
495,19924.73,12740.79
496,17883.98,13519.92
497,18010.86,13660.53
498,19458.96,13072.26
499,19823.12,12953.62
