sid,area,power
135,640.53,728.74
136,557.80,638.21
137,578.02,656.44
138,626.96,706.78
139,596.90,666.03
140,628.56,705.82
141,629.62,709.41
142,587.86,649.97
143,573.23,651.71
144,546.90,607.65
145,625.10,710.15
146,546.36,611.78
147,550.09,610.02
148,648.77,734.26
149,543.97,610.77
150,622.44,695.73
151,571.63,625.85
152,679.36,775.88
153,559.40,642.11
154,580.15,658.77
155,650.90,724.64
156,637.34,723.11
157,591.32,651.58
158,566.58,647.08
159,564.19,646.15
160,563.92,651.21
161,586.26,651.70
162,576.16,654.48
163,575.36,659.39
164,548.76,607.30
165,576.16,631.55
166,551.95,616.55
167,549.29,628.16
168,548.23,611.43
169,572.70,612.02
170,560.99,652.40
171,591.05,662.38
172,661.81,751.02
173,569.77,628.93
174,659.95,749.18
175,577.75,635.66
176,557.27,646.20
177,578.82,637.70
178,589.72,641.24
179,630.42,707.62
180,556.47,641.78
181,583.60,665.03
182,566.58,639.37
183,560.20,629.08
184,551.68,612.58
185,575.36,618.79
186,658.62,736.73
187,574.83,649.34
188,586.53,661.56
189,586.26,634.99
190,661.54,752.04
191,629.89,717.71
192,650.10,735.68
193,605.68,669.61
194,547.16,604.97
195,545.83,625.09
196,602.22,675.02
197,607.01,669.51
198,560.73,639.47
199,592.65,656.22
200,576.16,626.20
201,568.97,629.15
202,654.63,739.92
203,558.60,619.67
204,558.07,640.02
205,562.59,647.47
206,624.30,703.72
207,642.66,734.22
208,670.59,754.95
209,579.61,638.08
210,595.57,662.42
211,578.55,638.05
212,632.81,713.33
213,559.13,617.90
214,624.83,701.18
215,573.76,655.15
216,574.29,630.27
217,628.82,704.97
218,585.73,653.10
219,577.75,656.72
220,596.11,658.66
221,555.94,615.27
222,589.99,656.18
223,554.88,617.81
224,589.46,645.13
225,575.09,629.76
226,646.91,732.98
227,576.16,636.99
228,589.46,647.55
229,652.23,732.26
230,583.87,630.76
231,574.83,655.67
232,645.32,733.64
233,579.35,649.25
234,551.42,632.77
235,578.55,635.55
236,574.29,613.45
237,582.81,637.63
238,557.54,617.43
239,606.75,679.83
240,654.36,743.05
241,548.76,610.58
242,568.71,628.60
243,589.99,652.99
244,584.40,648.01
245,651.70,735.89
246,629.62,702.93
247,593.45,646.09
248,662.07,744.03
249,601.16,669.67
250,638.67,728.96
251,541.84,603.80
252,679.10,773.68
253,554.61,635.85
254,623.77,695.96
255,562.59,647.56
256,580.41,662.14
257,570.30,654.18
258,598.23,668.08
259,623.50,702.19
260,600.89,667.63
261,566.58,653.50
262,554.61,640.30
263,562.32,648.42
264,577.22,642.35
265,570.57,650.07
266,649.04,728.54
267,555.67,615.01
268,573.76,625.42
269,663.14,754.51
270,558.33,642.42
271,588.66,641.28
272,620.05,697.94
273,559.13,637.96
274,543.70,608.05
275,553.01,613.85
276,558.07,645.38
277,628.03,702.14
278,627.23,705.27
279,565.25,654.45
280,659.95,752.15
281,567.11,624.36
282,554.08,639.60
283,564.19,623.80
284,633.35,714.74
285,552.75,616.38
286,585.47,662.00
287,607.81,673.70
288,558.60,620.75
289,570.04,626.43
290,630.95,713.27
291,651.17,739.44
292,569.51,649.69
293,560.20,644.60
294,666.86,760.74
295,568.97,643.61
296,656.49,749.16
297,576.69,629.48
298,638.93,720.13
299,589.46,642.12
300,561.53,621.37
301,582.27,638.11
302,566.85,648.95
303,607.01,676.49
304,651.17,733.28
305,561.26,630.11
306,568.71,624.07
307,646.65,735.06
308,622.17,700.11
309,585.73,664.32
310,593.18,659.99
311,655.42,736.85
312,562.86,640.03
313,550.09,606.75
314,605.95,662.56
315,577.49,635.50
316,627.76,709.89
317,594.24,661.13
318,622.44,696.77
319,656.75,748.53
320,640.79,723.37
321,570.84,648.39
322,579.08,654.69
323,635.21,721.47
324,631.48,719.65
325,654.09,743.37
326,600.89,671.52
327,586.26,632.91
328,626.43,705.21
329,594.51,657.76
330,591.85,656.47
331,632.55,716.28
332,567.64,649.63
333,623.50,702.34
334,647.44,741.51
335,598.23,673.15
336,547.69,611.06
337,581.48,623.39
338,584.14,660.14
339,663.67,752.72
340,582.54,642.37
341,575.62,631.42
342,591.32,656.47
343,564.72,652.20
344,573.50,655.29
345,560.46,646.99
346,576.16,631.37
347,679.36,777.52
348,583.07,643.79
349,628.56,703.23
350,556.21,619.19
351,574.83,634.63
352,648.77,738.58
353,581.48,643.25
354,578.28,659.25
355,560.46,649.58
356,569.77,648.22
357,637.07,720.02
358,629.09,717.97
359,593.71,662.88
360,601.16,669.23
361,569.51,629.78
362,644.52,731.86
363,578.55,636.58
364,576.69,633.23
365,578.55,638.10
366,564.72,625.03
367,583.87,647.07
368,585.47,664.23
369,575.09,633.80
370,651.17,737.17
371,633.35,717.26
372,585.47,633.88
373,569.24,634.22
374,639.73,732.41
375,647.98,734.55
376,581.48,638.39
377,572.43,628.30
378,578.55,632.20
379,553.01,613.77
380,609.41,679.38
381,574.03,650.07
382,568.18,648.98
383,635.21,724.05
384,565.52,638.86
385,594.24,659.85
386,643.45,732.93
387,552.75,618.97
388,658.88,739.70
389,568.18,605.40
390,624.30,703.34
391,587.86,652.27
392,652.23,734.13
393,654.89,747.14
394,647.98,738.43
395,586.00,654.86
396,581.48,642.56
397,671.65,757.48
398,649.04,730.80
399,670.32,755.77
400,601.69,666.97
401,576.42,634.79
402,625.90,706.28
403,641.06,724.11
404,602.49,670.38
405,596.90,669.36
406,665.27,748.68
407,583.60,631.70
408,572.96,612.26
409,558.87,621.68
410,574.29,629.75
411,665.53,757.86
412,656.22,739.79
413,549.82,632.23
414,628.03,704.84
415,671.65,764.69
416,633.08,721.42
417,563.12,619.13
418,662.87,759.62
419,563.65,620.42
420,581.74,629.45
421,589.19,669.99
422,665.27,760.01
423,580.15,638.24
424,588.66,653.92
425,576.95,630.18
426,594.78,654.56
427,638.13,721.68
428,590.79,663.23
429,559.13,639.08
430,569.77,619.65
431,662.87,752.47
432,578.02,635.72
433,646.11,733.23
434,587.86,652.98
435,574.03,633.48
436,586.53,645.00
437,563.12,649.83
438,557.00,640.31
439,646.91,733.36
440,670.05,764.46
441,570.30,624.57
442,654.89,739.77
443,629.62,710.83
444,581.74,635.66
445,576.95,631.05
446,648.77,736.33
447,563.92,643.68
448,649.84,735.62
449,625.63,693.99
450,646.91,734.92
451,567.91,624.04
452,656.22,748.80
453,541.04,605.46
454,668.46,757.06
455,574.56,651.48
456,579.08,638.26
457,576.95,628.14
458,606.21,680.58
459,580.68,633.66
460,605.68,672.77
461,626.16,704.88
462,578.02,636.83
463,624.57,706.11
464,542.91,606.77
465,656.22,741.84
466,559.13,649.99
467,562.32,639.12
468,633.35,716.49
469,587.06,660.22
470,651.97,739.01
471,593.98,656.51
472,559.66,647.55
473,625.90,706.54
474,579.61,651.48
475,618.45,693.78
476,579.35,638.12
477,585.47,662.67
478,570.04,627.78
479,554.61,642.79
480,594.24,660.06
481,655.69,739.96
482,646.91,734.22
483,644.52,737.45
484,576.69,652.69
485,590.25,659.04
486,595.04,661.73
487,596.37,670.56
488,578.02,631.12
489,561.26,648.65
490,589.72,654.20
491,665.00,747.44
492,605.42,679.66
493,558.07,618.96
494,651.97,742.73
495,568.71,609.56
496,591.85,651.59
497,559.40,618.04
498,626.70,705.55
499,647.98,734.38
