sid,area,power
417,2269.25,2299.71
418,2270.84,2300.62
419,2060.17,1992.24
420,2262.06,2289.13
421,2050.86,1974.73
422,2238.66,2300.85
423,2042.88,2028.79
424,2416.61,2403.41
425,2291.86,2269.79
426,2028.78,2044.70
427,2090.23,2057.62
428,2108.05,2037.92
429,2028.52,1963.91
430,2008.57,1982.64
431,2336.81,2350.38
432,2242.11,2243.57
433,2329.10,2347.28
434,2062.03,2002.22
435,2214.98,2276.05
436,2322.45,2297.23
437,2153.27,2229.17
438,1992.34,1973.21
439,2200.09,2294.32
440,2334.15,2287.40
441,2296.64,2290.82
442,2254.35,2289.09
443,2013.09,1997.77
444,2273.50,2279.73
445,2260.47,2279.17
446,2300.10,2301.99
447,2227.22,2237.44
448,2285.21,2233.57
449,2029.85,1967.76
450,2333.88,2331.28
451,2304.36,2259.96
452,2314.73,2340.39
453,1967.34,1949.06
454,2354.63,2397.23
455,2310.74,2305.28
456,2036.76,1980.89
457,2303.29,2292.98
458,2314.73,2299.25
459,2325.64,2264.69
460,2267.12,2276.23
461,2049.00,2002.70
462,2141.03,2193.09
463,2009.36,1982.45
464,2063.89,2034.99
465,2228.55,2249.26
466,1974.78,1906.16
467,2089.16,2011.14
468,2023.73,2005.03
469,2271.91,2284.27
470,2309.15,2332.67
471,2297.97,2323.98
472,2023.73,2007.38
473,2092.36,2033.72
474,2269.51,2254.47
475,2079.32,2009.47
476,2049.26,2005.73
477,2300.10,2253.14
478,2029.31,2009.77
479,2062.03,2041.95
480,2207.53,2240.02
481,2062.03,2003.12
482,2299.84,2257.12
483,2231.21,2311.48
484,2291.86,2254.19
485,2316.33,2307.23
486,2286.27,2251.45
487,2319.79,2252.07
488,2259.67,2236.86
489,1941.00,1898.37
490,2287.60,2250.75
491,2040.22,1974.06
492,2283.08,2252.04
493,2219.50,2298.67
494,2133.59,2085.18
495,2053.52,2015.04
496,2274.30,2306.23
497,1964.14,1951.14
498,2022.13,1961.17
499,2081.45,2000.38
