sid,Area,Delay,Power
286,6970.97,178.59,8392.36
287,7336.29,191.35,8264.62
288,7525.91,185.24,8883.68
289,7108.74,170.37,8451.78
290,7263.65,184.62,8517.68
291,7521.42,183.1,9034.17
292,7185.99,185.24,8628.73
293,6846.52,178.15,8185.15
294,7920.23,171.63,9394.08
295,7027.71,169.1,8533.73
296,7266.77,193.92,8572.83
297,7256.19,158.93,8636.21
298,7460.03,183.22,8746.12
299,7617.41,178.15,9241.64
300,7116.83,178.59,8478.62
301,7100.25,170.37,8463.45
302,7084.05,175.75,8531.8
303,7794.45,171.63,9046.24
304,7506.84,181.66,8806.94
305,7001.66,185.24,8310.88
306,6955.04,177.86,8224.8
307,7478.4,189.2,9014.66
308,7455.64,181.54,8873.75
309,7229.47,165.98,8725.91
310,7368.03,185.14,8501.13
311,7792.41,171.61,9436.41
312,6924.91,180.01,8302.94
313,6948.23,178.15,8219.78
314,7441.39,181.54,8690.98
315,6951.29,178.15,8292.27
316,7727.6,171.61,9326.85
317,6825.25,175.83,8043.44
318,7765.32,171.61,9389.57
319,7327.56,186.05,8618.69
320,7433.02,183.22,8695.65
321,7096.08,176.46,8513.06
322,7687.25,182.8,9044.0
323,7383.71,183.22,8462.63
324,7399.14,188.82,8886.76
325,7473.66,184.45,8937.82
326,7161.96,171.03,8660.71
327,7241.65,183.22,8294.98
328,7819.55,171.61,9513.3
329,7737.3,171.63,9045.35
330,7302.86,191.35,8349.18
331,7818.99,171.61,9445.24
332,6979.33,181.88,8201.6
333,7459.95,181.54,8906.2
334,7514.64,181.54,9142.63
335,7286.59,183.22,8313.04
336,7181.65,165.98,8688.37
337,7287.35,188.82,8248.88
338,7057.67,173.67,8485.34
339,7543.49,171.61,8995.94
340,7755.53,171.63,9066.3
341,7317.86,165.98,8936.25
342,7317.44,191.35,8360.92
343,7202.62,157.61,8626.24
344,7698.42,178.15,9312.55
345,7124.42,168.66,8599.99
346,6745.09,180.77,7935.29
347,7408.32,183.22,8749.33
348,7188.34,167.54,8691.91
349,7378.28,191.35,8443.27
350,7080.74,178.59,8485.39
351,6866.82,180.01,8106.61
352,7835.39,171.61,9496.81
353,7459.65,181.54,8659.29
354,6954.62,167.84,8050.24
355,7116.11,185.24,8536.98
356,6847.79,185.24,8162.77
357,7492.33,181.66,8731.28
358,7516.3,181.54,8952.11
359,6882.05,167.84,8186.1
360,7190.31,179.77,8522.03
361,6924.46,167.84,8032.84
362,7420.85,181.66,8575.58
363,7083.33,170.37,8419.44
364,6842.7,180.01,8063.61
365,7429.19,193.92,8509.36
366,7108.11,179.77,8410.08
367,6918.62,167.84,8122.01
368,7151.1,168.14,8576.36
369,7237.41,191.35,8081.9
370,7365.56,188.82,8739.2
371,7627.07,181.54,9141.05
372,7136.6,181.57,8474.15
373,7235.6,165.98,8795.82
374,7611.7,181.54,9009.24
375,7936.99,171.63,9572.71
376,7066.11,170.37,8498.17
377,7142.07,179.77,8487.69
378,7140.7,181.5,8380.0
379,7251.19,159.39,8718.89
380,7725.61,171.63,8996.07
381,6927.64,180.01,8252.0
382,7151.74,185.24,8513.55
383,7438.33,183.22,8631.57
384,7241.29,167.73,8754.63
385,7717.85,171.63,9099.38
386,7424.9,183.1,8856.55
387,7095.06,168.14,8500.77
388,7488.59,183.1,8839.85
389,7203.26,188.82,8146.41
390,7489.17,185.14,8924.86
391,7208.74,188.82,8244.42
392,7372.16,188.82,8859.06
393,7473.49,191.39,9010.57
394,7404.75,183.22,8521.79
395,7711.6,178.15,9288.2
396,7267.74,181.54,8389.61
397,7362.8,183.22,8792.17
398,8018.11,171.63,9649.88
399,7539.27,181.54,9034.05
400,7288.43,188.82,8225.88
401,6987.13,180.01,8315.82
402,7514.82,181.54,9038.06
403,7528.49,181.54,9085.55
404,7317.47,191.35,8240.83
405,7302.28,165.98,8860.16
406,7545.56,193.92,8947.72
407,7026.5,172.41,8504.31
408,7308.94,184.37,8339.68
409,6907.34,167.96,8023.84
410,7157.76,181.5,8570.2
411,7383.25,191.39,8929.12
412,7941.59,171.63,9566.81
413,7052.64,167.54,8470.93
414,7767.45,171.61,9361.41
415,7471.93,193.92,8827.58
416,7689.42,171.61,9307.2
417,7019.2,180.01,8376.79
418,7404.2,183.22,8649.8
419,7100.13,170.37,8396.73
420,6942.94,180.01,8264.94
421,7138.24,175.75,8541.24
422,7319.63,183.22,8395.48
423,6933.74,167.84,8186.32
424,7797.5,171.63,9008.43
425,7100.2,169.1,8607.62
426,7370.76,191.35,8317.42
427,7493.53,181.54,8987.82
428,7200.24,181.66,8241.25
429,6886.5,178.15,8176.05
430,7591.68,171.61,8866.43
431,7547.32,185.14,9000.87
432,7186.07,169.1,8680.13
433,7476.43,188.82,9056.87
434,7306.12,181.54,8446.32
435,7179.89,169.1,8783.97
436,7221.64,192.59,8226.48
437,7170.62,157.61,8569.07
438,6787.3,180.01,8018.12
439,7346.54,191.35,8748.4
440,7396.29,188.82,8972.15
441,7243.15,185.24,8541.78
442,7507.55,191.39,9106.35
443,7950.82,171.63,9542.03
444,7642.97,178.15,9258.38
445,7123.88,170.37,8530.86
446,7376.5,188.82,8889.83
447,7143.87,179.77,8574.77
448,7483.91,181.54,8915.3
449,7889.53,171.63,9381.79
450,7438.25,188.82,9019.01
451,6985.94,167.84,8189.4
452,7412.32,188.82,8737.96
453,7123.97,168.66,8656.14
454,7382.07,183.22,8350.4
455,6885.96,185.24,8004.93
456,7187.32,186.05,8050.89
457,7323.14,158.93,8597.69
458,7770.95,171.63,9049.89
459,7706.35,178.15,9282.57
460,7284.6,191.35,8189.59
461,7451.66,184.37,8894.24
462,7407.01,158.93,8680.23
463,7893.14,171.63,9374.91
464,6785.32,180.01,8035.45
465,7487.73,191.39,9003.99
466,7077.91,168.14,8519.77
467,7075.36,185.05,8354.18
468,7405.96,183.22,8536.23
469,7274.75,165.98,8776.17
470,7496.14,188.82,9087.71
471,7251.34,188.82,8349.98
472,7079.77,168.66,8545.63
473,7720.02,171.61,9243.87
474,7004.53,180.01,8293.83
475,7815.41,171.61,9465.16
476,7088.32,170.37,8612.8
477,7061.18,174.67,8542.92
478,7148.33,191.35,7992.28
479,6976.68,180.01,8271.65
480,7281.29,183.22,8115.29
481,7375.6,183.22,8617.83
482,7303.84,191.35,8574.52
483,7460.65,183.22,8715.35
484,7157.48,163.87,8583.63
485,6832.72,175.83,8039.09
486,7207.45,188.82,8408.91
487,7220.84,188.82,8459.0
488,6921.73,180.01,8279.17
489,7026.72,165.98,8390.79
490,7272.71,165.98,8818.05
491,7723.18,171.61,9341.44
492,7242.31,183.22,8129.35
493,7177.83,167.54,8683.32
494,7476.78,181.54,8986.98
495,7445.23,181.54,8603.31
496,7153.2,169.1,8741.32
497,7324.39,158.93,8735.09
498,7351.66,191.39,8849.75
499,7766.79,171.61,9415.81
