sid,area,power
169,8121.78,9278.58
170,7852.05,8974.74
171,7567.43,8665.35
172,8833.06,10537.42
173,7610.79,8822.85
174,8746.88,10606.74
175,7680.22,8913.38
176,7557.33,8731.38
177,7797.26,8942.13
178,7646.70,8872.30
179,8892.65,10701.54
180,7894.61,9056.94
181,7785.82,8873.80
182,7523.01,8742.44
183,7794.07,8948.46
184,7696.18,8880.69
185,7637.66,8806.14
186,8703.79,10549.58
187,7800.45,8893.19
188,7564.24,8819.21
189,7638.72,8799.71
190,8778.00,10493.98
191,8577.44,10238.23
192,8591.00,10309.77
193,7935.58,8956.99
194,7890.36,9051.89
195,7638.72,8674.95
196,7986.12,8929.51
197,7780.23,8917.81
198,7580.47,8710.66
199,7678.36,8569.87
200,7895.41,9027.00
201,7584.19,8698.17
202,8848.49,10590.30
203,7559.72,8674.95
204,7584.46,8741.26
205,7492.95,8605.82
206,8974.84,10744.13
207,8804.33,10439.76
208,8669.74,10333.89
209,7593.50,8899.27
210,7831.57,8808.29
211,7791.94,8918.85
212,8830.14,10628.59
213,7745.39,8872.27
214,8866.05,10545.20
215,7855.25,9078.30
216,7615.05,8746.80
217,8635.96,10315.30
218,7855.78,8736.88
219,7692.72,8852.38
220,8155.83,9281.61
221,7779.97,8710.83
222,8013.52,9002.79
223,7491.36,8598.08
224,7640.05,8780.65
225,7733.15,8961.13
226,8852.21,10584.26
227,7850.72,8978.31
228,8021.23,9095.93
229,8458.80,10056.18
230,7681.55,8638.52
231,7646.44,8865.34
232,8771.88,10551.29
233,7597.49,8895.87
234,7567.70,8682.83
235,7601.48,8915.43
236,7758.95,8753.38
237,7777.04,8731.07
238,7673.57,8829.15
239,7824.39,8752.87
240,8866.31,10586.92
241,7956.59,8890.34
242,7626.49,8831.16
243,7703.09,8646.46
244,7912.70,8921.62
245,8643.67,10307.46
246,8589.94,10099.24
247,7733.42,8825.49
248,8814.97,10550.54
249,7702.03,8873.75
250,8543.12,10280.67
251,7792.47,8958.15
252,8607.49,10187.76
253,7746.72,8733.86
254,8640.48,10243.87
255,7821.20,8945.20
256,7702.30,9008.70
257,7676.23,8881.19
258,7592.70,8876.07
259,8537.27,10332.21
260,7658.94,8751.34
261,7845.40,8986.78
262,7587.65,8723.47
263,7496.94,8617.73
264,7755.76,8818.60
265,7577.28,8856.18
266,8659.10,10259.23
267,7679.15,8730.67
268,7659.74,8790.08
269,8793.16,10562.04
270,7642.98,8915.40
271,7668.78,8910.14
272,8913.66,10635.61
273,7879.19,8931.28
274,7879.45,9006.27
275,7806.83,8887.28
276,7560.78,8721.50
277,8697.40,10368.48
278,8716.02,10317.30
279,7594.03,8642.82
280,8866.31,10502.84
281,7621.96,8870.70
282,7616.91,8714.92
283,7911.90,8986.44
284,8810.19,10621.17
285,7657.34,8739.99
286,7696.98,8743.21
287,7823.86,8725.77
288,7903.66,8970.23
289,7614.25,8652.91
290,8788.64,10379.63
291,8728.26,10560.68
292,7839.82,8920.35
293,7615.58,8638.22
294,8608.56,10106.34
295,7549.61,8666.25
296,8628.51,10255.06
297,7703.89,8740.93
298,8661.49,10235.87
299,7752.84,8813.86
300,7620.63,8718.02
301,7658.14,8813.33
302,7650.43,8755.51
303,7724.91,8658.01
304,8742.09,10452.73
305,7843.01,8999.90
306,7737.14,8854.56
307,8911.27,10703.22
308,8593.66,10277.85
309,7570.63,8839.51
310,8098.37,9161.26
311,8647.93,10446.94
312,7637.39,8809.36
313,7628.61,8538.05
314,8008.46,9214.39
315,7714.80,8682.07
316,8793.69,10566.95
317,7855.25,8895.96
318,8990.80,10756.56
319,8778.00,10356.15
320,8714.16,10279.88
321,7626.49,8684.98
322,7777.84,8914.12
323,8626.65,10225.08
324,8908.34,10640.25
325,8770.55,10524.54
326,7519.29,8634.89
327,7645.37,8487.55
328,8880.41,10541.72
329,7844.61,8810.85
330,7894.08,8737.39
331,8709.37,10460.95
332,7676.49,8786.70
333,8515.19,10286.46
334,8700.86,10421.59
335,7618.77,8417.03
336,7607.60,8857.64
337,7632.87,8756.77
338,7591.11,8721.78
339,8727.99,10446.79
340,7910.84,8899.33
341,7567.70,8830.02
342,8066.72,9073.14
343,7687.40,8901.23
344,7666.92,8788.11
345,7700.70,8894.82
346,7928.40,8937.17
347,8502.69,10048.92
348,7622.50,8889.63
349,8738.63,10391.68
350,7639.52,8812.70
351,7783.96,8830.75
352,8726.40,10494.68
353,8012.45,9203.54
354,7946.75,9039.10
355,7874.66,9024.12
356,7575.95,8679.50
357,8702.99,10356.71
358,8609.89,10393.87
359,7881.85,9081.99
360,7903.39,9010.07
361,7948.88,8998.41
362,8459.86,9980.99
363,7720.65,8916.25
364,7627.55,8730.46
365,7916.43,8937.59
366,7767.20,8894.75
367,7864.02,8918.24
368,7836.09,9002.70
369,7782.36,8732.87
370,8569.19,10376.63
371,8825.88,10662.46
372,7799.12,8843.77
373,7598.56,8911.28
374,8684.63,10424.00
375,8789.44,10330.44
376,7683.14,8713.77
377,7934.78,9054.99
378,7656.01,8802.07
379,7700.17,8747.15
380,7816.14,8807.87
381,7527.80,8644.89
382,7863.49,9073.87
383,8707.24,10402.23
384,7607.33,8768.58
385,7659.20,8598.61
386,8714.16,10500.76
387,7771.46,8761.27
388,8652.45,10448.52
389,7654.68,8836.52
390,8943.72,10664.43
391,8038.52,9137.47
392,8892.91,10668.33
393,8887.06,10717.43
394,8818.96,10488.45
395,7775.18,8850.12
396,7695.38,8834.38
397,8610.42,10135.74
398,8705.12,10325.40
399,8749.80,10588.51
400,7652.55,8818.50
401,7680.48,8860.55
402,8547.64,10331.83
403,8688.62,10518.46
404,7915.36,8800.10
405,7599.09,8767.98
406,8886.26,10627.83
407,7548.81,8703.38
408,7935.58,9046.43
409,7848.60,8806.93
410,7709.74,8871.83
411,8843.17,10569.94
412,8904.35,10521.66
413,7546.95,8701.97
414,8788.11,10539.73
415,8871.90,10594.72
416,8664.95,10359.34
417,7622.50,8765.00
418,8700.59,10310.94
419,7688.20,8772.18
420,7695.91,8790.45
421,7720.65,8817.43
422,8604.04,10253.18
423,7935.05,9006.97
424,7706.02,8644.76
425,7547.75,8633.03
426,7987.71,9002.98
427,8766.56,10619.32
428,7702.30,8693.11
429,7626.22,8678.91
430,7942.76,8993.30
431,8955.95,10660.12
432,7504.39,8835.23
433,8893.71,10639.71
434,7727.83,8842.93
435,7567.70,8815.60
436,8028.94,9211.80
437,7732.35,8941.34
438,7595.90,8707.89
439,8909.67,10648.11
440,8812.85,10563.72
441,7922.28,9098.97
442,8700.33,10396.94
443,8888.92,10538.45
444,7714.27,8877.73
445,7691.39,8915.70
446,8849.02,10614.17
447,7771.99,8891.04
448,8678.52,10473.08
449,8867.91,10413.39
450,8664.68,10296.10
451,7664.79,8876.75
452,8908.61,10675.44
453,7651.22,8782.16
454,8636.49,10306.48
455,7679.69,8764.00
456,7674.37,8626.34
457,7719.59,8900.27
458,7790.08,8699.88
459,7700.97,8865.90
460,7906.85,8840.21
461,8894.24,10670.93
462,7700.97,8815.61
463,8774.81,10315.94
464,7525.41,8578.38
465,8840.51,10607.28
466,7762.41,8955.14
467,7942.49,9205.84
468,8518.92,10125.21
469,7563.98,8830.74
470,8899.83,10646.79
471,8177.64,9254.00
472,7664.26,8845.16
473,8920.58,10588.06
474,7624.36,8805.76
475,8604.83,10330.02
476,7693.52,8816.62
477,7501.20,8760.77
478,7835.30,8842.33
479,7910.31,9019.76
480,7763.74,8791.58
481,8517.05,10072.76
482,8470.24,9978.38
483,8708.84,10327.34
484,7563.44,8679.63
485,7795.93,8983.34
486,8222.86,9360.34
487,8185.62,9202.16
488,7651.76,8802.46
489,7572.49,8743.44
490,7514.50,8786.12
491,9037.88,10809.59
492,7648.83,8458.64
493,7563.71,8766.77
494,8758.32,10606.13
495,8008.46,9212.01
496,7612.12,8739.80
497,7674.10,8817.44
498,8455.61,10191.85
499,8943.45,10669.95
