sid,area,power
134,454.59,553.16
135,502.74,602.03
136,416.56,514.56
137,414.69,505.75
138,508.33,619.95
139,449.54,519.02
140,508.06,611.90
141,500.61,598.70
142,448.21,538.67
143,426.66,529.85
144,440.50,527.81
145,500.88,608.84
146,418.95,518.69
147,419.22,519.42
148,508.86,620.71
149,416.82,518.51
150,501.41,598.14
151,451.93,550.85
152,513.91,619.68
153,414.69,507.44
154,442.09,531.13
155,517.64,638.84
156,508.59,622.91
157,448.74,518.65
158,453.53,555.62
159,415.23,512.45
160,416.29,514.59
161,439.43,506.66
162,453.00,552.82
163,417.62,518.68
164,418.68,519.19
165,441.29,523.40
166,417.62,518.63
167,452.73,552.02
168,451.67,553.39
169,426.40,490.90
170,416.29,517.38
171,427.20,526.38
172,499.55,608.09
173,450.34,550.91
174,514.71,637.52
175,417.89,517.48
176,442.36,528.81
177,427.46,530.63
178,447.15,544.36
179,510.72,622.84
180,416.29,512.88
181,426.13,527.19
182,455.13,553.67
183,417.35,515.44
184,446.35,542.71
185,433.58,497.59
186,521.89,641.42
187,425.87,527.41
188,445.28,542.71
189,446.61,546.34
190,509.66,620.42
191,501.94,601.63
192,501.94,616.83
193,450.34,520.39
194,415.49,513.45
195,413.90,507.01
196,436.24,497.52
197,444.75,534.06
198,454.33,554.68
199,450.07,519.13
200,426.93,531.82
201,457.52,558.88
202,513.11,627.13
203,453.00,550.83
204,441.29,527.56
205,451.93,547.37
206,503.80,612.76
207,508.86,612.62
208,511.52,620.21
209,445.82,542.13
210,449.01,519.13
211,417.35,510.75
212,507.79,618.09
213,417.35,514.64
214,508.59,620.93
215,424.27,524.43
216,445.55,540.54
217,505.13,611.34
218,449.27,518.83
219,445.28,532.56
220,432.78,496.05
221,427.20,530.02
222,439.70,507.04
223,415.23,515.08
224,419.48,518.54
225,443.69,541.17
226,510.19,616.18
227,417.62,516.52
228,445.55,535.67
229,510.45,620.95
230,451.40,521.71
231,445.02,541.23
232,514.98,640.68
233,455.13,555.40
234,417.35,517.78
235,452.47,551.30
236,439.43,506.11
237,443.69,513.27
238,445.28,543.01
239,447.68,514.66
240,500.35,598.07
241,413.36,512.74
242,418.15,518.43
243,450.34,519.87
244,447.94,514.01
245,501.94,600.04
246,515.51,622.93
247,424.54,528.74
248,501.94,610.12
249,448.74,542.02
250,506.46,615.52
251,416.56,517.66
252,518.97,636.96
253,425.07,527.27
254,501.68,599.58
255,427.20,530.40
256,453.00,552.34
257,456.46,556.04
258,455.39,556.46
259,500.88,618.97
260,433.58,498.92
261,415.49,514.39
262,443.69,532.33
263,456.46,555.90
264,446.35,543.18
265,453.26,553.92
266,514.98,621.83
267,445.55,541.83
268,416.29,511.85
269,516.57,642.82
270,446.61,544.54
271,445.55,543.16
272,502.47,617.01
273,418.15,516.39
274,415.49,516.94
275,417.35,517.93
276,442.09,539.45
277,500.35,597.41
278,503.80,608.38
279,415.76,506.45
280,511.25,616.03
281,445.82,542.73
282,418.42,511.93
283,415.76,514.20
284,506.20,617.13
285,443.16,532.72
286,456.46,554.95
287,439.70,510.63
288,415.76,506.60
289,443.42,531.61
290,504.07,609.02
291,516.04,644.41
292,414.43,510.81
293,414.96,509.91
294,502.74,601.10
295,453.53,553.56
296,512.58,619.39
297,453.26,556.21
298,506.20,609.82
299,427.99,534.46
300,445.02,538.36
301,451.93,551.34
302,445.55,540.49
303,450.87,520.24
304,503.01,608.95
305,416.02,511.98
306,417.62,518.66
307,518.43,636.35
308,499.02,610.44
309,443.42,540.66
310,431.72,510.47
311,499.28,606.38
312,425.07,526.91
313,416.02,518.81
314,441.83,524.71
315,418.42,520.16
316,512.58,632.87
317,415.76,515.59
318,507.00,619.87
319,504.07,610.07
320,513.65,621.13
321,444.49,539.78
322,427.20,530.83
323,511.78,619.09
324,507.00,618.02
325,512.85,628.14
326,454.86,555.60
327,430.65,490.30
328,515.77,624.73
329,448.74,518.59
330,441.56,509.91
331,499.28,608.11
332,424.27,526.70
333,516.57,636.74
334,509.12,630.27
335,438.37,496.68
336,453.53,553.02
337,432.52,511.11
338,453.00,552.60
339,508.06,623.67
340,447.94,517.02
341,451.14,550.62
342,441.03,508.39
343,444.49,534.57
344,427.46,531.16
345,451.67,551.84
346,426.66,530.20
347,516.57,623.71
348,451.40,552.22
349,498.75,596.23
350,443.95,532.65
351,417.09,511.95
352,499.28,606.10
353,440.50,521.28
354,417.35,518.54
355,417.62,518.56
356,426.93,529.72
357,507.26,612.81
358,498.75,608.07
359,414.69,512.74
360,416.82,516.93
361,416.29,514.35
362,520.83,636.81
363,447.41,544.26
364,415.49,510.18
365,448.48,519.11
366,417.62,519.36
367,426.66,528.73
368,426.13,527.64
369,434.91,496.60
370,498.48,613.91
371,514.98,634.01
372,420.01,521.25
373,445.82,542.78
374,505.13,626.71
375,501.68,609.63
376,454.33,555.98
377,416.02,516.62
378,442.89,531.81
379,445.02,542.11
380,440.76,506.38
381,416.02,516.24
382,415.76,514.30
383,508.86,612.09
384,444.49,540.73
385,440.23,505.69
386,502.21,611.76
387,417.09,516.00
388,500.61,608.35
389,443.16,531.83
390,505.40,615.70
391,446.35,538.78
392,520.56,640.27
393,507.00,619.25
394,516.04,625.37
395,427.73,530.34
396,446.08,536.71
397,509.12,618.89
398,503.01,602.31
399,509.66,622.01
400,444.75,533.38
401,426.93,533.26
402,500.08,605.82
403,518.43,646.26
404,446.88,516.85
405,444.49,542.21
406,502.47,601.10
407,453.80,554.47
408,443.42,532.31
409,424.54,525.68
410,452.47,550.95
411,501.14,616.92
412,503.27,603.76
413,453.26,553.87
414,512.05,624.78
415,504.07,606.14
416,510.99,620.99
417,426.93,528.74
418,502.21,603.18
419,451.40,552.53
420,418.42,519.80
421,456.46,555.31
422,501.41,599.97
423,420.81,522.87
424,441.03,506.71
425,456.19,556.56
426,448.74,517.22
427,511.25,626.53
428,437.04,499.74
429,418.15,520.85
430,447.68,538.46
431,510.99,622.77
432,446.61,541.27
433,508.86,624.18
434,434.38,496.77
435,453.26,553.25
436,444.75,533.21
437,444.75,534.09
438,420.01,522.69
439,497.15,595.97
440,510.19,624.49
441,424.00,522.40
442,507.53,617.16
443,501.41,600.12
444,428.53,534.58
445,454.06,557.58
446,509.92,623.18
447,427.73,531.70
448,507.00,617.59
449,503.80,607.14
450,509.39,624.73
451,418.15,519.14
452,508.86,622.11
453,452.20,552.44
454,510.19,616.11
455,426.93,527.78
456,438.37,500.82
457,453.00,556.30
458,448.48,516.72
459,427.20,531.19
460,449.54,519.59
461,508.06,619.35
462,453.53,555.37
463,503.54,611.63
464,415.76,507.09
465,513.38,628.67
466,425.87,527.74
467,416.82,515.08
468,501.41,598.82
469,456.72,557.43
470,521.36,642.97
471,445.28,534.60
472,452.73,551.83
473,501.14,606.86
474,429.86,533.83
475,508.06,621.48
476,451.67,551.44
477,443.95,542.70
478,440.76,508.89
479,415.23,516.44
480,449.81,518.20
481,502.74,601.74
482,501.94,602.40
483,511.25,619.37
484,452.73,555.69
485,416.29,514.65
486,445.02,532.48
487,443.95,532.49
488,424.00,528.34
489,453.80,554.99
490,450.34,550.80
491,497.95,607.97
492,433.31,490.23
493,449.01,545.75
494,503.80,612.42
495,431.19,513.65
496,453.26,553.93
497,443.69,539.47
498,501.14,618.74
499,507.79,618.14
